VarId		20100	20300	226	20400	20900	21000	21100	21200	21300	21400	21500	20100	20300	20400	20900	21000	21100	21200	21300	21400	21500	20100	20300	20300	238	113	52	502	503	168	172	99	53	98	193	237	164	187	515	516	517	11000000	11000002	11000003	950	6020	601	20000000	901	902	702	700	710	700	6040	6030	6010	10000	10000	8000	8000	8004	8004	8005	8005	8002	8002	950	950	8500	8500	7000	7000	600000	600000	7001	7001	7248	7248	7118	7118	7128	7128	7237	7237	7236	7236	7227	7227	7226	7226	7246	7246	7247	7247	7216	7216	7217	7217	7196	7196	7197	7197	7186	7186	7187	7187	7176	7176	7177	7177	7146	7146	7147	7147	7136	7136	7137	7137	7126	7126	7127	7127	7116	7116	7117	7117	9000	9000	9102	9102	9101	9101	9202	9202	9103	9103	7005	7005	52	52	53	53	172	172	168	168	530	5182	5182	535	5181	5181	5172	5172	533	5171	5171	7004	7004	601	601	99	99	7003	7003	5131	5131	5131	5129	5129	901	901	9201	9201	910	910	620199	620399	620499	620999	621099	621199	621299	621399	621499	621599	620101	620151	620301	620351	620401	620451	621001	621051	620901	620951	621101	621151	621201	621251	621301	621351	621401	621451	621501	621551	651301	651351	651101	651151	651201	651251	651901	651951	652401	652451	651401	651451	652101	652151	651701	651751	651801	651851	4001	4002	4003	4004	4005	4001	4002	4003	4004	4005	525	526	527	528	540	504	505	812	518	520	521	522	523	524
4071813	2025-04-29 19:39:45	110	0.5	0.49572250000000001	15	-0.068406999999999996	0	0	594.62009999999998	0	271.49930000000001	13993.09	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	300.48669999999998	16.84657	554.79690000000005	20	-0.067269529999999994	2529.194	99.003879999999995	0	27.200009999999999	0	1	0	0	0	0	4.0103949999999999	0	0	0	0	594.62009999999998	0.5	1.9015850000000001	1.477692	1.9015850000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071814	2025-04-29 19:40:15	110	0.5	0.48583369999999998	15	-0.059885000000000001	0	0	887.42899999999997	0	841.59519999999998	14054.459999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	301.49130000000002	16.84815	555.54549999999995	20	-0.059791560000000001	2527.6379999999999	99.003879999999995	0	27.200009999999999	0	1	0	0	0	0	3.9303940000000002	0	0	1	0	887.42899999999997	0.5	1.9015869999999999	1.4773000000000001	1.9015869999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071815	2025-04-29 19:40:45	110	0.5	0.47460980000000003	15	-0.060727000000000003	0	0	860.4221	0	606.04989999999998	14083.01	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	301.67399999999998	16.82977	555.24379999999996	20	-0.061250409999999998	2532.837	99.003879999999995	0	27.200009999999999	0	1	0	0	0	0	3.8395929999999998	0	0	0	0	860.4221	0.5	1.901589	1.476909	1.901589	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071816	2025-04-29 19:41:15	110	0.5	0.47691090000000003	15	-0.061110999999999999	0	0	588.47810000000004	0	997.80119999999999	14109.15	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	302.67860000000002	16.869710000000001	550.70389999999998	20	-0.061365950000000002	2540.6379999999999	99.003879999999995	0	27.200009999999999	0	1	0	0	0	0	3.858209	0	0	1	0	588.47810000000004	0.5	1.901591	1.4765489999999999	1.901591	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071817	2025-04-29 19:41:45	110	0.5	0.47910799999999998	15	-0.059700000000000003	0	0	714.23860000000002	0	606.91210000000001	14053.5	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	303.68329999999997	16.845469999999999	552.22159999999997	20	-0.059391310000000003	2527.8620000000001	99.003879999999995	0	27.200009999999999	0	1	0	0	0	0	3.8759830000000002	0	0	0	0	714.23860000000002	0.5	1.9015930000000001	1.4761709999999999	1.9015930000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071818	2025-04-29 19:42:15	110	0.5	0.48109619999999997	15	-0.062564999999999996	0	0	684.04110000000003	0	687.19749999999999	14122.6	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	303.95729999999998	16.825420000000001	547.34090000000003	20	-0.061983789999999997	2535.3699999999999	99.003879999999995	0	27.200009999999999	0	1	0	0	0	0	3.8920680000000001	0	0	1	0	684.04110000000003	0.5	1.901591	1.4758880000000001	1.901591	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071819	2025-04-29 19:42:45	110	0.5	0.48289510000000002	15	-0.059754000000000002	0	0	774.27719999999999	0	734.00570000000005	14116.49	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	304.68799999999999	16.84665	546.68020000000001	20	-0.05967306	2536.018	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	3.9066209999999999	0	0	0	0	774.27719999999999	0.5	1.9015899999999999	1.4755929999999999	1.9015899999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071820	2025-04-29 19:43:15	110	0.5	0.4844193	15	-0.060247000000000002	0	0	772.49059999999997	0	764.13310000000001	14122.85	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	304.23129999999998	16.846229999999998	544.94629999999995	20	-0.060351540000000002	2525.799	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	3.918952	0	0	1	0	772.49059999999997	0.5	1.9015880000000001	1.475311	1.9015880000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071821	2025-04-29 19:43:45	110	0.5	0.485902	15	-0.063473000000000002	0	0	593.1069	0	916.62559999999996	14087.15	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	305.60129999999998	16.846229999999998	541.65089999999998	20	-0.063734899999999997	2537.982	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	3.9309470000000002	0	0	0	0	593.1069	0.5	1.9015869999999999	1.4750289999999999	1.9015869999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071822	2025-04-29 19:44:15	110	0.5	0.55492819999999998	15	-0.063785999999999995	0	0	576.74710000000005	0	539.36030000000005	14053.23	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	305.23599999999999	16.846319999999999	536.03330000000005	20	-0.063088169999999999	2523.636	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.4893689999999999	0	0	1	0	576.74710000000005	0.5	1.9015740000000001	1.4747600000000001	1.9015740000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071823	2025-04-29 19:44:45	110	0.5	0.50670040000000005	15	-0.060511000000000002	0	0	408.47070000000002	0	733.8306	13978.969999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	305.50999999999999	16.84911	537.61850000000004	20	-0.06059018	2531.232	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.0992059999999997	0	0	0	0	408.47070000000002	0.5	1.9015660000000001	1.4745429999999999	1.9015660000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071824	2025-04-29 19:45:15	110	0.5	0.50113669999999999	15	-0.061584	0	0	272.51929999999999	0	667.67769999999996	13983.32	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	305.05329999999998	16.865870000000001	537.31010000000003	20	-0.062723520000000005	2535.1640000000002	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.054195	0	0	1	0	272.51929999999999	0.5	1.9015599999999999	1.474291	1.9015599999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071825	2025-04-29 19:45:45	110	0.5	0.50102860000000005	15	-0.06293	0	0	592.36670000000004	0	915.10829999999999	14040.200000000001	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	305.05329999999998	16.846679999999999	534.77629999999999	20	-0.062313769999999997	2536.6889999999999	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.0533210000000004	0	0	0	0	592.36670000000004	0.5	1.901553	1.4740930000000001	1.901553	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071826	2025-04-29 19:46:15	110	0.5	0.50093069999999995	15	-0.063141000000000003	0	0	843.44929999999999	0	1130.502	14334.540000000001	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	305.96660000000003	16.846229999999998	533.97239999999999	20	-0.063434669999999999	2535.8820000000001	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.0525289999999998	0	0	1	0	843.44929999999999	0.5	1.9015470000000001	1.4738579999999999	1.9015470000000001	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071827	2025-04-29 19:46:45	110	0.5	0.50083909999999998	15	-0.064302999999999999	0	0	752.94560000000001	0	864.28689999999995	14080.030000000001	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	304.3227	16.84817	536.17079999999999	20	-0.063788070000000002	2532.7429999999999	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.0517880000000002	0	0	0	0	752.94560000000001	0.5	1.9015409999999999	1.473606	1.9015409999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071828	2025-04-29 19:47:15	110	0.5	0.50075939999999997	15	-0.061002000000000001	0	0	560.6585	0	913.94290000000001	14007.530000000001	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	304.68799999999999	16.84534	535.31679999999994	20	-0.060801910000000001	2528.5720000000001	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.0511429999999997	0	0	1	0	560.6585	0.5	1.901535	1.4733689999999999	1.901535	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071829	2025-04-29 19:47:45	110	0.5	0.50068829999999998	15	-0.062121000000000003	0	0	537.73839999999996	0	933.75130000000001	14014.709999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	305.05329999999998	16.854410000000001	533.25189999999998	20	-0.062279689999999999	2532.261	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.0505680000000002	0	0	0	0	537.73839999999996	0.5	1.9015299999999999	1.4730970000000001	1.9015299999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
4071830	2025-04-29 19:48:15	110	0.5	0.50062269999999998	15	-0.064268000000000006	0	0	523.21799999999996	0	544.06020000000001	13946.959999999999	null	null	null	null	null	null	null	null	null	null	110	0.5	0.5	1.3500000000000001	0	0	0	0	304.8707	16.846409999999999	530.07839999999999	20	-0.064686779999999999	2542.7620000000002	99.003879999999995	0	27.100010000000001	0	1	0	0	0	0	4.0500369999999997	0	0	1	0	523.21799999999996	0.5	1.9015249999999999	1.472898	1.9015249999999999	0	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	null	null	0	null	null	null	null	0	null	null	null	null	null	null	null	null	null	null	1.3500000000000001	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	0	0	0	100	92	6.4000000000000004	6	95	81	45	40	-0.29999999999999999	-0.5	22000	17000	12000	6500	17000	12000	20000	15000	60000	50000	1.8	0.80000000000000004	1400	1300	300	220	1150	950	1.8999999999999999	1.3500000000000001	0.40000000000000002	0.050000000000000003	160	50	400	0	100	0	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	null	null	1	18833.330000000002	7326.3329999999996	15000.5	17229.169999999998	53833.339999999997
