980137	2025-04-30 22:59:25	28.265180000000001	71.758870000000002	3.9755859999999998	177.3836	1427.396	9.6832840000000004	37.961930000000002	5.512003	33.950789999999998	24.813120000000001	2932	17	18.614820000000002	65.786479999999997	0	2.1274150000000001	7.5201700000000002	0	7.5229439999999999	26.693339999999999	0	0	114.233	109.41540000000001	69.065989999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1511.242913	53.466594000000001	30	30	71	71	3.9755859999999998	4.0255859999999997	177.3836	177.28360000000001	1427.7307020000001	9.4160950000000003	37.971260000000001	5.5342320000000003	33.987071	24.741306999999999	3540.8380040000002	10.936051000000001	596.89856299999997	795127.93000000005	20	20	100	10	5	4.8985630000000002	0	0	100	100	100	5	1	50	60	1	1511.2507419999999	50.375025000000001	-797725.12856300001	1427.720053	9.4089790000000004	37.958295	5.529998	33.983446000000001	24.744986000000001	3543.642288	10.919085000000001	794877.93000000005	20	20	100	10	5	4.8979150000000002	0	0	100	100	100	5	1	50	60	1	1511.2198020000001	50.373992999999999	-797475.12791499996	30	25	0	73	65	0	8	5	1	180	175	1	596.89791500000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980138	2025-04-30 22:59:55	28.52703	71.77637	3.9987339999999998	177.56469999999999	1426.99	9.4215540000000004	37.58578	5.7290109999999999	34.256050000000002	24.883569999999999	2932	17	18.651820000000001	65.314769999999996	0	2.164199	7.5525120000000001	0	7.7110180000000001	27.132719999999999	0	0	114.14619999999999	109.3897	68.413349999999994	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1510.1566379999999	52.937745	30	30	71	71	3.9987339999999998	4.0487339999999996	177.56469999999999	177.46469999999999	1427.910975	9.4149360000000009	37.595109999999998	5.7516670000000003	34.292681000000002	24.757462	3548.0816629999999	10.908310999999999	596.87975500000005	795243.67000000004	20	20	100	10	5	4.8797550000000003	0	0	100	100	100	5	1	50	60	1	1510.9570160000001	50.365234000000001	-797840.84975499997	1427.9003259999999	9.4078210000000002	37.582144999999997	5.7474319999999999	34.289056000000002	24.761140000000001	3545.8498119999999	10.92192	794993.67000000004	20	20	100	10	5	4.8791070000000003	0	0	100	100	100	5	1	50	60	1	1510.9260750000001	50.364203000000003	-797590.84910700005	30	25	0	73	65	0	8	5	1	180	175	1	596.87910699999998	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980139	2025-04-30 23:00:25	28.382670000000001	71.782610000000005	3.9466519999999998	177.59399999999999	1427.2670000000001	9.467549	37.470050000000001	5.5988059999999997	33.981479999999998	24.684899999999999	2932	17	18.703119999999998	65.806160000000006	0	2.142144	7.5403520000000004	0	7.5374109999999996	26.653479999999998	0	0	114.3198	109.3562	68.723780000000005	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1510.1305139999999	53.206077000000001	30	30	71	71	3.9466519999999998	3.9966520000000001	177.59399999999999	177.494	1427.9331560000001	9.4037729999999993	37.479379999999999	5.6217930000000003	34.0184	24.750451000000002	3550.2439079999999	10.911337	596.87396899999999	794983.26000000001	20	20	100	10	5	4.8739689999999998	0	0	100	100	100	5	1	50	60	1	1510.810575	50.360351999999999	-797580.43396900001	1427.922507	9.3966580000000004	37.466414999999998	5.617559	34.014775999999998	24.754128999999999	3549.2297549999998	10.917548999999999	794733.26000000001	20	20	100	10	5	4.8733209999999998	0	0	100	100	100	5	1	50	60	1	1510.779634	50.359321000000001	-797330.43332099996	30	25	0	73	65	0	8	5	1	180	175	1	596.87332100000003	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980140	2025-04-30 23:00:55	28.38917	71.751519999999999	4.0045210000000004	177.7834	1426.864	9.7032369999999997	37.788330000000002	5.9460189999999997	34.335189999999997	24.686710000000001	2932	17	18.647680000000001	65.640519999999995	0	2.1172749999999998	7.4498490000000004	0	7.6242150000000004	26.90963	0	0	114.36320000000001	109.3372	68.77364	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1510.378776	53.202638999999998	30	30	71	71	4.0045210000000004	4.0545210000000003	177.7834	177.68340000000001	1427.9656110000001	9.4498739999999994	37.79766	5.9693240000000003	34.37238	24.755208	3553.5538299999998	10.907183	596.88988300000005	795272.60499999998	20	20	100	10	5	4.8898830000000002	0	0	100	100	100	5	1	50	60	1	1511.3076510000001	50.376922	-797869.79488299997	1427.954962	9.4427579999999995	37.784694999999999	5.9650889999999999	34.368755999999998	24.758887000000001	3551.294089	10.921036000000001	795022.60499999998	20	20	100	10	5	4.8892350000000002	0	0	100	100	100	5	1	50	60	1	1511.276711	50.375889999999998	-797619.79423500004	30	25	0	73	65	0	8	5	1	180	175	1	596.88923499999999	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980141	2025-04-30 23:01:25	28.430479999999999	71.761219999999994	4.0450290000000004	177.73310000000001	1428.078	9.1061490000000003	37.933	5.6856090000000004	34.11609	24.720500000000001	2932	17	18.679839999999999	65.535120000000006	0	2.1264289999999999	7.445354	0	7.6242150000000004	27.01953	0	0	114.5368	109.3686	68.476050000000001	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1511.217549	53.154837999999998	30	30	71	71	4.0450290000000004	4.0950290000000003	177.73310000000001	177.63310000000001	1428.0551559999999	9.40869	37.942329999999998	5.7066739999999996	34.151359999999997	24.750101000000001	3555.5493580000002	10.910873	596.89711599999998	795475.14500000002	20	20	100	10	5	4.8971159999999996	0	0	100	100	100	5	1	50	60	1	1511.538976	50.384633000000001	-798072.34211600001	1428.0445070000001	9.4015740000000001	37.929364999999997	5.702439	34.147736000000002	24.753779000000002	3555.1703560000001	10.913221	795225.14500000002	20	20	100	10	5	4.8964679999999996	0	0	100	100	100	5	1	50	60	1	1511.5080359999999	50.383600999999999	-797822.34146799997	30	25	0	73	65	0	8	5	1	180	175	1	596.89646800000003	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980142	2025-04-30 23:01:55	28.437619999999999	71.725250000000003	3.9871599999999998	177.61879999999999	1427.8689999999999	9.9795440000000006	38.19341	5.8158139999999996	34.253430000000002	24.725429999999999	2932	17	18.677140000000001	65.638829999999999	0	2.1507290000000001	7.5582330000000004	0	7.6097469999999996	26.80294	0	0	114.7538	109.4119	68.688839999999999	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.2254069999999	53.176932999999998	30	30	71	71	3.9871599999999998	4.0371600000000001	177.61879999999999	177.5188	1428.157702	9.4718699999999991	38.202739999999999	5.8382719999999999	34.289864999999999	24.751984	3559.3803859999998	10.903188999999999	596.91013699999996	795185.80000000005	20	20	100	10	5	4.9101369999999998	0	0	100	100	100	5	1	50	60	1	1512.0451169999999	50.401504000000003	-797783.010137	1428.1470529999999	9.4647539999999992	38.189774999999997	5.8340370000000004	34.286240999999997	24.755662000000001	3559.4973920000002	10.902488999999999	794935.80000000005	20	20	100	10	5	4.9094889999999998	0	0	100	100	100	5	1	50	60	1	1512.014177	50.400472999999998	-797533.00948899996	30	25	0	73	65	0	8	5	1	180	175	1	596.90948900000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980143	2025-04-30 23:02:25	28.63693	71.778639999999996	4.056603	177.90379999999999	1427.3989999999999	9.5546749999999996	38.106610000000003	5.5988059999999997	34.23574	24.84591	2932	17	18.669360000000001	65.293819999999997	0	2.1263529999999999	7.4305640000000004	0	7.8412230000000003	27.27561	0	0	114.36320000000001	109.5324	68.272379999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1511.338178	52.775844999999997	30	30	71	71	4.056603	4.1066029999999998	177.90379999999999	177.8038	1428.157884	9.4923179999999991	38.115940000000002	5.6218709999999996	34.272688000000002	24.768543999999999	3563.6342960000002	10.892678	596.90579700000001	795533.01500000001	20	20	100	10	5	4.9057969999999997	0	0	100	100	100	5	1	50	60	1	1511.9694669999999	50.398981999999997	-798130.22079699999	1428.1472349999999	9.4852019999999992	38.102975000000001	5.6176360000000001	34.269064	24.772221999999999	3560.7025950000002	10.910825000000001	795283.01500000001	20	20	100	10	5	4.9051489999999998	0	0	100	100	100	5	1	50	60	1	1511.938527	50.397950999999999	-797880.22014899994	30	25	0	73	65	0	8	5	1	180	175	1	596.90514900000005	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980144	2025-04-30 23:02:55	28.46565	71.719430000000003	3.9466519999999998	178.28909999999999	1429.8620000000001	9.2047340000000002	37.961930000000002	5.6422080000000001	34.107860000000002	24.797319999999999	2932	17	18.70478	65.786569999999998	0	2.1366520000000002	7.5243099999999998	0	7.6242150000000004	26.689129999999999	0	0	113.92919999999999	109.5531	68.786199999999994	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.214563	53.159319000000004	30	30	71	71	3.9466519999999998	3.9966520000000001	178.28909999999999	178.1891	1428.393429	9.4578369999999996	37.971260000000001	5.6657400000000004	34.145201	24.780567999999999	3564.8384850000002	10.901054	596.89856299999997	794983.26000000001	20	20	100	10	5	4.8985630000000002	0	0	100	100	100	5	1	50	60	1	1511.9944720000001	50.399816000000001	-797580.45856299996	1428.3827799999999	9.4507209999999997	37.958295	5.6615060000000001	34.141576999999998	24.784247000000001	3561.1688450000001	10.923774	794733.26000000001	20	20	100	10	5	4.8979150000000002	0	0	100	100	100	5	1	50	60	1	1511.963532	50.398783999999999	-797330.45791500004	30	25	0	73	65	0	8	5	1	180	175	1	596.89791500000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980145	2025-04-30 23:03:25	28.45241	71.781589999999994	3.9987339999999998	177.72290000000001	1430.0619999999999	9.7849590000000006	37.759390000000003	5.6856090000000004	34.138019999999997	24.772200000000002	2932	17	18.605550000000001	65.285290000000003	0	2.1358440000000001	7.4959449999999999	0	7.7110180000000001	27.218769999999999	0	0	113.58199999999999	109.4349	68.649100000000004	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.7063659999999	53.201340999999999	30	30	71	71	3.9987339999999998	4.0487339999999996	177.72290000000001	177.62289999999999	1428.4763379999999	9.5163039999999999	37.768720000000002	5.7069679999999998	34.173518000000001	24.787925000000001	3565.187508	10.914329	596.88843599999996	795243.67000000004	20	20	100	10	5	4.8884359999999996	0	0	100	100	100	5	1	50	60	1	1511.879903	50.395997000000001	-797840.85843599995	1428.4656890000001	9.509188	37.755755000000001	5.7027340000000004	34.169893000000002	24.791602999999999	3568.694293	10.892562	794993.67000000004	20	20	100	10	5	4.8877879999999996	0	0	100	100	100	5	1	50	60	1	1511.848962	50.394964999999999	-797590.85778800002	30	25	0	73	65	0	8	5	1	180	175	1	596.887788	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980146	2025-04-30 23:03:55	28.451750000000001	71.70411	3.9871599999999998	177.7698	1428.3889999999999	9.2706999999999997	37.904060000000001	5.8158139999999996	34.137360000000001	24.90399	2932	17	18.627839999999999	65.412199999999999	0	2.1273580000000001	7.4955020000000001	0	7.6965500000000002	27.092300000000002	0	0	113.6688	109.2426	68.572969999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1511.838968	53.136941	30	30	71	71	3.9871599999999998	4.0371600000000001	177.7698	177.66980000000001	1428.2067930000001	9.4931090000000005	37.91339	5.8376939999999999	34.173302	24.807980000000001	3572.6624710000001	10.883296	596.895669	795185.80000000005	20	20	100	10	5	4.8956689999999998	0	0	100	100	100	5	1	50	60	1	1511.7952889999999	50.393175999999997	-797782.99566899997	1428.196144	9.4859930000000006	37.900424999999998	5.8334590000000004	34.169677999999998	24.811658000000001	3571.5766389999999	10.890103	794935.80000000005	20	20	100	10	5	4.8950209999999998	0	0	100	100	100	5	1	50	60	1	1511.7643479999999	50.392144999999999	-797532.99502100004	30	25	0	73	65	0	8	5	1	180	175	1	596.89502100000004	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980147	2025-04-30 23:04:25	28.113659999999999	71.734480000000005	4.0450290000000004	178.04419999999999	1428.866	9.6677149999999994	38.048740000000002	5.859216	33.97287	24.871300000000002	2932	17	18.578230000000001	65.933269999999993	0	2.1643889999999999	7.6657359999999999	0	7.3710380000000004	26.401	0	0	113.58199999999999	109.026	69.503879999999995	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.868377	53.812573	30	30	71	71	4.0450290000000004	4.0950290000000003	178.04419999999999	177.9442	1428.218793	9.5452379999999994	38.058070000000001	5.880598	34.008374000000003	24.819790999999999	3575.549673	10.880852000000001	596.90290300000004	795475.14500000002	20	20	100	10	5	4.9029030000000002	0	0	100	100	100	5	1	50	60	1	1512.059313	50.401977000000002	-798072.34790299996	1428.2081439999999	9.5381219999999995	38.045105	5.8763639999999997	34.004750000000001	24.823468999999999	3572.7943249999998	10.898127000000001	795225.14500000002	20	20	100	10	5	4.9022550000000003	0	0	100	100	100	5	1	50	60	1	1512.028372	50.400945999999998	-797822.34725500003	30	25	0	73	65	0	8	5	1	180	175	1	596.90225499999997	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980148	2025-04-30 23:04:55	28.738289999999999	71.773009999999999	4.033455	178.1035	1429.4939999999999	9.4366889999999994	37.759390000000003	5.8158139999999996	34.554110000000001	24.677430000000001	2932	17	18.659459999999999	64.907229999999998	0	2.1435780000000002	7.4634410000000004	0	7.9352590000000003	27.62933	0	0	113.58199999999999	108.9387	67.974930000000001	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.695326	52.636929000000002	30	30	71	71	4.033455	4.0834549999999998	178.1035	178.0035	1428.4095199999999	9.5229839999999992	37.768720000000002	5.8387529999999996	34.590946000000002	24.807455000000001	3576.6507419999998	10.889182	596.88843599999996	795417.27500000002	20	20	100	10	5	4.8884359999999996	0	0	100	100	100	5	1	50	60	1	1511.839295	50.394643000000002	-798014.46343600005	1428.3988710000001	9.5158679999999993	37.755755000000001	5.8345190000000002	34.587322	24.811133999999999	3575.4915030000002	10.896476	795167.27500000002	20	20	100	10	5	4.8877879999999996	0	0	100	100	100	5	1	50	60	1	1511.8083549999999	50.393611999999997	-797764.462788	30	25	0	73	65	0	8	5	1	180	175	1	596.887788	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980149	2025-04-30 23:05:25	28.18562	71.734719999999996	3.9871599999999998	177.92670000000001	1431.2159999999999	9.4683290000000007	37.904060000000001	5.9026170000000002	34.088239999999999	24.476389999999999	2932	17	18.700600000000001	66.548119999999997	0	2.1284510000000001	7.5558300000000003	0	7.3565709999999997	25.896049999999999	0	0	113.5386	108.8329	69.640100000000004	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1514.435997	53.730803000000002	30	30	71	71	3.9871599999999998	4.0371600000000001	177.92670000000001	177.82669999999999	1428.7937019999999	9.5269820000000003	37.91339	5.9230460000000003	34.122933000000003	24.770439	3579.3426159999999	10.887718	596.895669	795185.80000000005	20	20	100	10	5	4.8956689999999998	0	0	100	100	100	5	1	50	60	1	1512.37853	50.412618000000002	-797782.99566899997	1428.7830530000001	9.5198660000000004	37.900424999999998	5.918812	34.119309000000001	24.774118000000001	3579.9062469999999	10.884187000000001	794935.80000000005	20	20	100	10	5	4.8950209999999998	0	0	100	100	100	5	1	50	60	1	1512.3475900000001	50.411586	-797532.99502100004	30	25	0	73	65	0	8	5	1	180	175	1	596.89502100000004	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980150	2025-04-30 23:05:55	28.529250000000001	71.732929999999996	4.0045210000000004	177.84829999999999	1429.921	9.6699160000000006	38.19341	5.5988059999999997	34.171460000000003	24.582599999999999	2932	17	18.61092	65.132140000000007	0	2.171154	7.6162789999999996	0	7.7471860000000001	27.251570000000001	0	0	113.3216	108.8079	68.48142	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.8249490000001	53.062206000000003	30	30	71	71	4.0045210000000004	4.0545210000000003	177.84829999999999	177.7483	1429.034975	9.5453729999999997	38.202739999999999	5.6187950000000004	34.205795000000002	24.761139	3583.6670429999999	10.875564000000001	596.91013699999996	795272.60499999998	20	20	100	10	5	4.9101369999999998	0	0	100	100	100	5	1	50	60	1	1513.0050490000001	50.433501999999997	-797869.81513700006	1429.024326	9.5382569999999998	38.189774999999997	5.6145610000000001	34.202171	24.764818000000002	3583.5181010000001	10.876526	795022.60499999998	20	20	100	10	5	4.9094889999999998	0	0	100	100	100	5	1	50	60	1	1512.9741079999999	50.432470000000002	-797619.81448900001	30	25	0	73	65	0	8	5	1	180	175	1	596.90948900000001	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
980151	2025-04-30 23:06:25	28.391549999999999	71.709140000000005	3.9755859999999998	178.00280000000001	1429.3800000000001	9.1746409999999994	38.164470000000001	5.4686009999999996	33.860149999999997	24.674019999999999	2932	17	18.63937	65.769840000000002	0	2.1424340000000002	7.5573040000000002	0	7.6097469999999996	26.67285	0	0	113.45180000000001	108.8481	69.010149999999996	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1512.842472	53.284954999999997	30	30	71	71	3.9755859999999998	4.0255859999999997	178.00280000000001	177.90280000000001	1429.263702	9.4972759999999994	38.1738	5.4884320000000004	33.894337999999998	24.759985	3587.2417719999999	10.868114	596.90868999999998	795127.93000000005	20	20	100	10	5	4.90869	0	0	100	100	100	5	1	50	60	1	1513.1469030000001	50.438229999999997	-797725.13869000005	1429.2530529999999	9.4901599999999995	38.160834999999999	5.4841980000000001	33.890714000000003	24.763663999999999	3585.4339260000002	10.87961	794877.93000000005	20	20	100	10	5	4.908042	0	0	100	100	100	5	1	50	60	1	1513.115963	50.437199	-797475.13804200001	30	25	0	73	65	0	8	5	1	180	175	1	596.90804200000002	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	0	1	1	1	1	1
980152	2025-04-30 23:06:55	28.320329999999998	71.740160000000003	4.0045210000000004	177.9265	1428.713	9.8250849999999996	38.309150000000002	5.4686009999999996	33.788930000000001	24.70091	2932	17	18.634340000000002	65.71808	0	2.1196419999999998	7.4685030000000001	0	7.5663460000000002	26.813420000000001	0	0	113.3216	108.8079	68.976489999999998	0	50	3	3575	11	0	0	0	0	0	0	0	0	0	1513.04089	53.425963000000003	30	30	71	71	4.0045210000000004	4.0545210000000003	177.9265	177.82650000000001	1429.3214290000001	9.5627790000000008	38.318480000000001	5.4897609999999997	33.824257000000003	24.758205	3589.0827380000001	10.871461999999999	596.91592400000002	795272.60499999998	20	20	100	10	5	4.9159240000000004	0	0	100	100	100	5	1	50	60	1	1513.4564359999999	50.448548000000002	-797869.820924	1429.31078	9.5556629999999991	38.305515	5.4855270000000003	33.820633000000001	24.761883000000001	3588.9214379999999	10.872508	795022.60499999998	20	20	100	10	5	4.9152760000000004	0	0	100	100	100	5	1	50	60	1	1513.4254960000001	50.447516999999998	-797619.82027599995	30	25	0	73	65	0	8	5	1	180	175	1	596.91527599999995	1600	1400	10	9	45	40	30	15	55	30	60	20	200	200	3.5	3.5	1	1	1	1	0	1
