1009302	2025-04-29 17:41:32	90.869259999999997	100	19.964739999999999	222.1294	2924.3649999999998	16.851680000000002	29.200589999999998	16.132000000000001	107.0013	0.56360169999999998	2800	18	155.8117	75.43468	75.530000000000001	82.940330000000003	83	15.434430000000001	15.470000000000001	17.059360000000002	17	0	0.00014580379999999999	0	0	80	19.964739999999999	-0.86965179999999997	43.415129999999998	51.821510000000004	74.479460000000003	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.6328579999999997	3104.2032089999998	34.161203	91	91.099999999999994	48	48.039999999999999	19.964739999999999	20.01474	222.1294	221.92939999999999	2934.2683480000001	19.761927	29.155698999999998	31.474276	119.36419100000001	0.42914400000000003	2922.0720110000002	16.386122	151.48176000000001	19.728657999999999	20	100	0	9.9343070000000004	5	0	0	0	100	99.841048000000001	0	0	1	50	60	1	79.629559999999998	0	-0.91100000000000003	0	0	null	null	0	-798262.75695700001	2935.1580239999998	17.255445999999999	29.133965	15.523966	106.963821	0.64214000000000004	2888.0300339999999	17.096314	151.89174	19.724209999999999	20	100	0	9.936534	5	0	0	0	100	96.740955	0	0	1	49.880299999999998	60	1	79.527064999999993	0	-0.91000000000000003	0	0	null	null	0	-798176.12573099998	797714.73999999999	797631.40666700003	96	92	1	55	47	1	32	22	1	225	220	1	547.10595699999999	543.80906500000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009303	2025-04-29 17:42:02	91.031040000000004	100	20.774899999999999	221.34819999999999	2933.2750000000001	17.857150000000001	28.853380000000001	16.031199999999998	107.0622	0.55992719999999996	2800	18	166.22810000000001	75.506	75.530000000000001	82.910390000000007	83	15.51886	15.470000000000001	17.082989999999999	17	0	0.0061830649999999997	0	0	80	20.774899999999999	-0.99059680000000006	43.408090000000001	51.821510000000004	74.072059999999993	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.6783669999999997	3120.4887140000001	34.279392000000001	91	91.099999999999994	48	48.039999999999999	20.774899999999999	20.8249	221.34819999999999	221.1482	2932.9058030000001	19.835187000000001	29.152543000000001	31.618829000000002	119.460427	0.42939899999999998	2896.1128370000001	16.940356000000001	152.412915	19.735471	20	100	0	9.9417209999999994	5	0	0	0	100	99.865106999999995	0	0	1	49.961128000000002	60	1	79.396771000000001	0	-0.91100000000000003	0	0	null	null	0	-799072.68345100002	2933.7954789999999	17.328841000000001	29.130807999999998	15.669357	107.060616	0.64239500000000005	2917.2165639999998	16.469691999999998	152.82289499999999	19.731023	20	100	0	9.9439489999999999	5	0	0	0	100	96.765153999999995	0	0	1	50	60	1	79.294275999999996	0	-0.91000000000000003	0	0	null	null	0	-798986.21106799995	798524.90000000002	798441.56666699995	96	92	1	55	47	1	32	22	1	225	220	1	546.87245099999996	543.73440200000005	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009304	2025-04-29 17:42:32	91.073359999999994	100	20.717030000000001	222.5634	2921.8440000000001	18.540870000000002	29.513089999999998	16.57067	107.62569999999999	0.57539680000000004	2800	18	145.74260000000001	75.566500000000005	75.530000000000001	82.959339999999997	83	15.48471	15.470000000000001	17.036439999999999	17	0	0.0038017469999999999	0	0	80	20.717030000000001	-1.200661	43.418979999999998	51.821510000000004	74.146129999999999	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.4960579999999997	3095.5708030000001	33.989860999999998	91	91.099999999999994	48	48.039999999999999	20.717030000000001	20.767029999999998	222.5634	222.36340000000001	2930.9028939999998	19.996259999999999	29.212516000000001	31.797965999999999	119.564009	0.43120399999999998	2925.4029679999999	16.316382000000001	151.50543300000001	19.745486	20	100	0	9.9440580000000001	5	0	0	0	100	99.891002	0	0	1	50	60	1	79.623642000000004	0	-0.91100000000000003	0	0	null	null	0	-799015.11733499996	2931.7925700000001	17.490112	29.190781999999999	15.849722999999999	107.16501599999999	0.64419999999999999	2871.7956730000001	17.440814	151.915413	19.741036999999999	20	100	0	9.9462860000000006	5	0	0	0	100	96.791253999999995	0	0	1	49.717956999999998	60	1	79.521146999999999	0	-0.91000000000000003	0	0	null	null	0	-798928.32434699999	798467.03000000003	798383.69666699995	96	92	1	55	47	1	32	22	1	225	220	1	547.17633499999999	543.71767999999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009305	2025-04-29 17:43:02	91.124489999999994	100	20.48556	219.26490000000001	2921.7779999999998	17.535399999999999	29.200589999999998	17.16508	108.28959999999999	0.57057020000000003	2800	18	157.63460000000001	75.539060000000006	75.530000000000001	82.871219999999994	83	15.5825	15.470000000000001	17.125620000000001	17	0	0.002923649	0	0	80	20.48556	-1.2133910000000001	43.413550000000001	51.821510000000004	74.331310000000002	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.308713	3103.231573	34.054858000000003	91	91.099999999999994	48	48.039999999999999	20.48556	20.53556	219.26490000000001	219.4649	2929.7714529999998	19.998419999999999	29.205268	31.979524000000001	119.793618	0.63012900000000005	2865.1790409999999	17.610472000000001	153.64580000000001	19.751142999999999	20	100	0	9.9476770000000005	5	0	0	0	100	99.948404999999994	0	0	1	49.651789999999998	60	1	79.088549999999998	0	-0.91100000000000003	0	0	null	null	0	-798604.463934	2929.5277510000001	17.497191999999998	29.187625000000001	16.062913000000002	107.420314	0.64514499999999997	2993.7150539999998	14.77186	153.659367	19.752361000000001	20	100	0	9.9470659999999995	5	0	0	0	100	96.855079000000003	0	0	1	50	60	1	79.085158000000007	0	-0.91000000000000003	0	0	null	null	0	-798451.742998	798057.19333299994	797907.19333299994	96	92	1	55	47	1	32	22	1	225	220	1	546.359601	543.63966400000004	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009306	2025-04-29 17:43:32	91.241550000000004	100	20.630230000000001	223.51820000000001	2915.5659999999998	17.535399999999999	29.165870000000002	17.661619999999999	108.9032	0.56661600000000001	2800	18	151.0376	75.569699999999997	75.530000000000001	82.793450000000007	83	15.66888	15.470000000000001	17.202839999999998	17	0	0.0029729399999999999	0	0	80	20.630230000000001	-1.1051770000000001	43.419490000000003	51.821510000000004	74.294280000000001	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.1660919999999999	3092.0939389999999	33.889099000000002	91	91.099999999999994	48	48.039999999999999	20.630230000000001	20.680230000000002	223.51820000000001	223.31819999999999	2925.9970750000002	19.981669	29.209358999999999	32.227801999999997	120.17439400000001	0.43300300000000003	3001.9596059999999	14.620922999999999	153.746533	19.770015000000001	20	100	0	9.9479670000000002	5	0	0	0	100	100	0	0	1	50	60	1	79.063367	0	-0.91100000000000003	0	0	null	null	0	-798927.89402999997	2926.886751	17.475556999999998	29.187625000000001	16.279779000000001	107.775548	0.64599799999999996	2835.7098179999998	18.193262000000001	154.15651299999999	19.765566	20	100	0	9.9501939999999998	5	0	0	0	100	96.943887000000004	0	0	1	49.357098000000001	59.884042999999998	1	78.960871999999995	0	-0.91000000000000003	0	0	null	null	0	-798840.66832699999	798380.22999999998	798296.89666700002	96	92	1	55	47	1	32	22	1	225	220	1	546.75302999999997	542.86166000000003	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009307	2025-04-29 17:44:03	91.038700000000006	100	20.818300000000001	221.95580000000001	2922.277	17.857150000000001	29.374199999999998	17.153369999999999	108.1921	0.560222	2800	18	167.53020000000001	75.434650000000005	75.530000000000001	82.880579999999995	83	15.601150000000001	15.470000000000001	17.1158	17	0	0.0028909230000000001	0	0	80	20.818300000000001	-1.200661	43.413069999999998	51.821510000000004	74.220209999999994	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.3073360000000003	3111.4908580000001	34.177672000000001	91	91.099999999999994	48	48.039999999999999	20.818300000000001	20.868300000000001	221.95580000000001	221.75579999999999	2924.4283479999999	20.036819999999999	29.237767000000002	32.366270999999998	120.36527599999999	0.43310799999999999	2843.8193729999998	18.038910000000001	154.535651	19.777857999999998	20	100	0	9.9542859999999997	5	0	0	0	100	100	0	0	1	49.438194000000003	59.976654000000003	1	78.866086999999993	0	-0.91100000000000003	0	0	null	null	0	-799115.19565000001	2925.3180240000002	17.531015	29.216032999999999	16.420152999999999	107.967699	0.64610299999999998	2894.639424	16.956379999999999	154.94563099999999	19.773409999999998	20	100	0	9.9565140000000003	5	0	0	0	100	96.991924999999995	0	0	1	49.946393999999998	60	1	78.763592000000003	0	-0.91000000000000003	0	0	null	null	0	-799029.30850200006	798568.30000000005	798484.96666699997	96	92	1	55	47	1	32	22	1	225	220	1	545.98464999999999	543.43183499999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009308	2025-04-29 17:44:33	91.179050000000004	100	20.818300000000001	221.0009	2923.2919999999999	18.460439999999998	29.165870000000002	17.68571	108.8648	0.5657529	2800	18	162.23519999999999	75.622749999999996	75.530000000000001	82.952719999999999	83	15.552989999999999	15.470000000000001	17.043140000000001	17	0	0.0033213510000000002	0	0	80	20.818300000000001	-1.2643169999999999	43.408180000000002	51.821510000000004	74.516490000000005	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.1555210000000002	3108.4327499999999	34.091524	91	91.099999999999994	48	48.039999999999999	20.818300000000001	20.868300000000001	221.0009	220.80090000000001	2924.1506209999998	20.161629000000001	29.250392999999999	32.538482999999999	120.678438	0.43400899999999998	2902.6549129999999	16.800142000000001	155.080142	19.779247000000002	20	100	0	9.9603950000000001	5	0	0	0	100	100	0	0	1	50	60	1	78.729965000000007	0	-0.91100000000000003	0	0	null	null	0	-799115.65209500003	2925.040297	17.656320000000001	29.228657999999999	16.59544	108.282909	0.64700500000000005	2930.1678040000002	16.18854	155.49012200000001	19.774799000000002	20	100	0	9.9626230000000007	5	0	0	0	100	97.070727000000005	0	0	1	50	60	1	78.627470000000002	0	-0.91000000000000003	0	0	null	null	0	-799029.31228499999	798568.30000000005	798484.96666699997	96	92	1	55	47	1	32	22	1	225	220	1	546.44109500000002	543.43561799999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009309	2025-04-29 17:45:03	91.222210000000004	100	20.861699999999999	223.6918	2919.018	17.776720000000001	29.235320000000002	17.471319999999999	108.6935	0.55671320000000002	2800	18	170.04750000000001	75.702209999999994	75.530000000000001	83.004649999999998	83	15.51811	15.470000000000001	16.99295	17	0	0.0018889930000000001	0	0	80	20.861699999999999	-1.4998419999999999	43.402940000000001	51.821510000000004	74.294280000000001	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.2212550000000002	3109.7749650000001	34.090108000000001	91	91.099999999999994	48	48.039999999999999	20.861699999999999	20.9117	223.6918	223.49180000000001	2922.737803	20.162607999999999	29.272487999999999	32.687694999999998	120.955409	0.43369000000000002	2938.4211719999998	16.038056000000001	156.17702399999999	19.786311000000001	20	100	0	9.9649970000000003	5	0	0	0	100	100	0	0	1	50	60	1	78.455743999999996	0	-0.91100000000000003	0	0	null	null	0	-799158.78927199997	2923.6274790000002	17.658276000000001	29.250754000000001	16.750715	108.563919	0.64668599999999998	2829.1196190000001	18.328958	156.58700400000001	19.781863000000001	20	100	0	9.9672249999999991	5	0	0	0	100	97.140979999999999	0	0	1	49.291195999999999	59.802624999999999	1	78.353249000000005	0	-0.91000000000000003	0	0	null	null	0	-799071.61380399996	798611.69999999995	798528.36666699999	96	92	1	55	47	1	32	22	1	225	220	1	546.17827199999999	542.33713699999998	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009310	2025-04-29 17:45:33	90.867130000000003	100	20.93404	221.435	2922.3490000000002	17.776720000000001	29.165870000000002	17.496790000000001	108.3639	0.55613060000000003	2800	18	167.53020000000001	75.356830000000002	75.530000000000001	82.963729999999998	83	15.50567	15.470000000000001	17.031020000000002	17	0	0.0046346520000000004	0	0	80	20.93404	-1.277047	43.407550000000001	51.821510000000004	74.257239999999996	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.1933600000000002	3111.1140260000002	34.238058000000002	91	91.099999999999994	48	48.039999999999999	20.93404	20.98404	221.435	221.23500000000001	2922.1221660000001	20.243348999999998	29.259861999999998	32.837975	121.080018	0.43146499999999999	2837.1909660000001	18.173411000000002	157.84206900000001	19.789389	20	100	0	9.9679900000000004	5	0	0	0	100	100	0	0	1	49.37191	59.895954000000003	1	78.039483000000004	0	-0.91100000000000003	0	0	null	null	0	-799229.98710200004	2923.0118419999999	17.739319999999999	29.238128	16.902873	108.68978	0.64446000000000003	2914.0860969999999	16.538412000000001	158.252049	19.784941	20	100	0	9.9702169999999999	5	0	0	0	100	97.172444999999996	0	0	1	50	60	1	77.936987999999999	0	-0.91000000000000003	0	0	null	null	0	-799144.48125700001	798684.04000000004	798600.70666699996	96	92	1	55	47	1	32	22	1	225	220	1	545.03610200000003	542.86459100000002	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009311	2025-04-29 17:46:03	91.112309999999994	100	20.84723	222.1294	2921.1419999999998	18.339780000000001	29.651969999999999	16.958010000000002	108.0703	0.55554049999999999	2800	18	156.76660000000001	75.552940000000007	75.530000000000001	82.963359999999994	83	15.55552	15.470000000000001	17.031849999999999	17	0	0.0038502060000000001	0	0	80	20.84723	-1.2324889999999999	43.409950000000002	51.821510000000004	74.257239999999996	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.3728189999999998	3103.1811309999998	34.058857000000003	91	91.099999999999994	48	48.039999999999999	20.84723	20.89723	222.1294	221.92939999999999	2921.0745299999999	20.298355999999998	29.291426000000001	32.952451000000003	121.04431599999999	0.43056699999999998	2922.2155910000001	16.384373	157.76316	19.794626999999998	20	100	0	9.9724710000000005	5	0	0	0	100	100	0	0	1	50	60	1	78.059209999999993	0	-0.91100000000000003	0	0	null	null	0	-799143.93905699998	2921.9642060000001	17.79449	29.269691999999999	17.018359	108.654751	0.64356199999999997	2888.1752120000001	17.094614	158.17313999999999	19.790178999999998	20	100	0	9.9746980000000001	5	0	0	0	100	97.163687999999993	0	0	1	49.881751999999999	60	1	77.956715000000003	0	-0.91000000000000003	0	0	null	null	0	-799057.57369899994	798597.22999999998	798513.89666700002	96	92	1	55	47	1	32	22	1	225	220	1	545.79805699999997	542.76703199999997	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
1009312	2025-04-29 17:46:33	91.124660000000006	100	20.890640000000001	223.60499999999999	2911.9110000000001	18.701750000000001	29.165870000000002	17.51146	108.6361	0.55554049999999999	2800	18	167.0094	75.613230000000001	75.530000000000001	83.031779999999998	83	15.507809999999999	15.470000000000001	16.96471	17	0	0.003624487	0	0	80	20.890640000000001	-1.2324889999999999	43.41733	51.821510000000004	73.886889999999994	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	5.203716	3100.6626660000002	34.026603000000001	91	91.099999999999994	48	48.039999999999999	20.890640000000001	20.940639999999998	223.60499999999999	223.405	2920.0538029999998	20.466932	29.2788	33.086461999999997	121.00181499999999	0.42847299999999999	2896.4535770000002	16.943573000000001	158.41024200000001	19.799731000000001	20	100	0	9.9757400000000001	5	0	0	0	100	100	0	0	1	49.964536000000003	60	1	77.897440000000003	0	-0.91100000000000003	0	0	null	null	0	-799187.16035100003	2920.943479	17.963453000000001	29.257065999999998	17.154772999999999	108.613851	0.64146899999999996	2832.4895879999999	18.260341	158.820222	19.795283000000001	20	100	0	9.9779669999999996	5	0	0	0	100	97.153463000000002	0	0	1	49.324896000000003	59.843795	1	77.794944999999998	0	-0.91000000000000003	0	0	null	null	0	-799100.10701499996	798640.64000000001	798557.30666700006	96	92	1	55	47	1	32	22	1	225	220	1	545.60935099999995	541.89034800000002	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	0	1	1	1	0	1
1009313	2025-04-29 17:47:03	91.149150000000006	100	20.688099999999999	222.303	2917.444	19.103940000000001	29.304760000000002	18.530950000000001	109.6801	0.58159150000000004	2800	18	171.34950000000001	75.536389999999997	75.530000000000001	82.91319	83	15.6089	15.470000000000001	17.082519999999999	17	0	0.0038591509999999999	0	0	80	20.688099999999999	-1.4234549999999999	43.412439999999997	51.821510000000004	74.109099999999998	28.905470000000001	1	45	30	0	0	3000	15	0	0	0	0	0	0	4.9187519999999996	3109.8291629999999	34.118026999999998	91	91.099999999999994	48	48.039999999999999	20.688099999999999	20.738099999999999	222.303	222.10300000000001	2919.4246210000001	20.672077999999999	29.288270000000001	33.307090000000002	121.25187200000001	0.43010900000000002	2840.6440309999998	18.106558	159.82276899999999	19.802876999999999	20	100	0	9.9775759999999991	5	0	0	0	100	100	0	0	1	49.406440000000003	59.936064999999999	1	77.544308000000001	0	-0.91100000000000003	0	0	null	null	0	-798983.64978199999	2920.3142969999999	18.168994999999999	29.266535999999999	17.377852000000001	108.86554099999999	0.64310400000000001	2881.7222900000002	17.232285000000001	160.23274900000001	19.798428999999999	20	100	0	9.9798030000000004	5	0	0	0	100	97.216385000000002	0	0	1	49.817222999999998	60	1	77.441812999999996	0	-0.91000000000000003	0	0	null	null	0	-798897.93031900004	798438.09999999998	798354.76666700002	96	92	1	55	47	1	32	22	1	225	220	1	544.63878199999999	542.25365299999999	2880	2720	23	19	55	28	30	20	130	120	85	55	100	100	3	1	70	45	1	1	1	1	1	1
