VarId		1	2	3	4	7	8	9	10	11	12	13	14	15	16	620199	620299	620499	620599	620699	620799	620899	51	52	53	54	55	56	57	58	59	6316	135	141	143	151	212	213	501	502	503	10000005	20000000	20000002	20000003	620101	620151	620201	620251	620401	620451	620501	620551	620601	620651	620701	620751	620801	620851	651101	651151	651201	651251	651301	651351	651401	651451	651501	651551	651521	651601	651651	651701	651751	651801	651851	651901	651951	20100	20100	20100	20200	20200	20400	20400	20500	20500	20600	20600	20700	20700	20800	20800	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	6100	6100	6100	600000	600000	7000	7000	8000	8000	8001	8001	8002	8002	10000	10000	7116	7116	7117	7117	7126	7126	7127	7127	7128	7128	7136	7136	7137	7137	7146	7146	7147	7147	7156	7156	7157	7157	7166	7166	7167	7167	7168	7168	7176	7176	7177	7177	7186	7186	7187	7187	7196	7196	7197	7197	4055	4056	4065	4066	4075	4076	853	851	851	1007000	1008001	1008002	1010000	1600000
1730323	2025-04-30 21:12:26	115	0	25	0.34285939999999998	20	21.957909999999998	0	0	-1.3618300000000001	-1.3618300000000001	29.819710000000001	29.825220000000002	-30	-30	0	0	0	0	0	0	0	120	21.100010000000001	0	0.050643559999999997	14.9	0.0043403069999999998	0	0	120	0.0043400000000000001	-0.047065129999999997	0.1213301	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.3618300000000001	null	29.819710000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.030313	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730324	2025-04-30 21:12:56	115	0	25	0.33610060000000003	20	21.954499999999999	0	0	-1.364703	-1.364703	29.83051	29.83051	-30	-30	0	0	0	0	0	0	0	120	21.101489999999998	0	0.038657959999999998	14.9	0.0034968619999999999	0	0	120	0.0034970000000000001	-0.048676490000000003	0.1186975	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.364703	null	29.83051	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.023237000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730325	2025-04-30 21:13:26	115	0	25	0.33401199999999998	20	21.9556	0	0	-1.3633169999999999	-1.3690230000000001	29.832789999999999	29.835920000000002	-30	-30	0	0	0	0	0	0	0	120	21.086379999999998	0	0.040007920000000002	14.9	0.0053814359999999999	0	0	120	0.0053810000000000004	-0.043059840000000002	0.1137499	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.3633169999999999	null	29.832789999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024988	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730326	2025-04-30 21:13:56	115	0	25	0.32618950000000002	20	21.958200000000001	0	0	-1.389213	-1.389213	29.839169999999999	29.839169999999999	-30	-30	0	0	0	0	0	0	0	120	21.09552	0	0.039264510000000002	14.9	0.0078180239999999998	0	0	120	0.0078180000000000003	-0.051709030000000003	0.1219944	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.389213	null	29.839169999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.025876	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730327	2025-04-30 21:14:26	115	0	25	0.33045249999999998	20	21.954190000000001	0	0	-1.393016	-1.3800049999999999	29.829910000000002	29.824480000000001	-30	-30	0	0	0	0	0	0	0	120	21.077780000000001	0	0.0460046	14.9	0.0052593149999999996	0	0	120	0.0052589999999999998	-0.04248598	0.1202966	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.393016	null	29.829910000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.028237999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730328	2025-04-30 21:14:56	115	0	25	0.33581650000000002	20	21.957180000000001	0	0	-0.49759360000000002	-0.49759360000000002	29.834499999999998	29.834499999999998	-30	-30	0	0	0	0	0	0	0	120	21.041699999999999	0	0.038504690000000001	14.9	0.0075429499999999997	0	0	120	0.0075430000000000002	-0.046058090000000003	0.11490740000000001	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.49759399999999998	null	29.834499999999998	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.025309000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730329	2025-04-30 21:15:26	115	0	25	0.33083960000000001	20	21.9543	0	0	-0.40782889999999999	-0.40782889999999999	29.857849999999999	29.857849999999999	-30	-30	0	0	0	0	0	0	0	120	21.0105	0	0.043095580000000001	14.9	0.0063309639999999997	0	0	120	0.0063309999999999998	-0.04018269	0.117606	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.407829	null	29.857849999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027200999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730330	2025-04-30 21:15:56	115	0	25	0.33755239999999997	20	21.957699999999999	0	0	-0.37521149999999998	-0.37521149999999998	29.842939999999999	29.85331	-30	-30	0	0	0	0	0	0	0	120	21.009450000000001	0	0.046617779999999998	14.9	0.0062441440000000001	0	0	120	0.0062440000000000004	-0.044400670000000003	0.1156471	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.37521100000000002	null	29.842939999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.029103	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730331	2025-04-30 21:16:26	115	0	25	0.3237834	20	21.957159999999998	0	0	-0.39228079999999999	-0.39228079999999999	29.81981	29.81981	-30	-30	0	0	0	0	0	0	0	120	21.00956	0	0.038943800000000001	14.9	0.0075296219999999997	0	0	120	0.0075300000000000002	-0.043576120000000003	0.11778569999999999	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.39228099999999999	null	29.81981	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.025545000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730332	2025-04-30 21:16:56	115	0	25	0.34285009999999999	20	21.955100000000002	0	0	-0.39852559999999998	-0.39852559999999998	29.832439999999998	29.826550000000001	-30	-30	0	0	0	0	0	0	0	120	21.013729999999999	0	0.051338750000000002	14.9	0.0093977609999999993	0	0	120	0.0093980000000000001	-0.04718634	0.1156736	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.39852599999999999	null	29.832439999999998	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.033394	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730333	2025-04-30 21:17:26	115	0	25	0.34396850000000001	20	21.954709999999999	0	0	-0.38871220000000001	-0.38871220000000001	29.81428	29.81428	-30	-30	0	0	0	0	0	0	0	120	21.021439999999998	0	0.057112749999999997	14.9	0.0046561650000000003	0	0	120	0.0046560000000000004	-0.043854879999999999	0.11708639999999999	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.388712	null	29.81428	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.034057999999999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730334	2025-04-30 21:17:56	115	0	25	0.32618330000000001	20	21.950939999999999	0	0	-0.43289529999999998	-0.43289529999999998	29.810189999999999	29.808340000000001	-30	-30	0	0	0	0	0	0	0	120	21.029689999999999	0	0.035131969999999998	14.9	0.0046760370000000001	0	0	120	0.0046759999999999996	-0.043740510000000003	0.1202453	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.43289499999999997	null	29.810189999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.021916000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730335	2025-04-30 21:18:26	115	0	25	0.33090320000000001	20	21.95814	0	0	-0.38054300000000002	-0.38054300000000002	29.82835	29.82835	-30	-30	0	0	0	0	0	0	0	120	21.040559999999999	0	0.045288420000000003	14.9	0.0076370090000000002	0	0	120	0.0076369999999999997	-0.047661879999999997	0.12145980000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.38054300000000002	null	29.82835	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.02911	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730336	2025-04-30 21:18:56	115	0	25	0.3279417	20	21.95543	0	0	-0.39526349999999999	-0.39526349999999999	29.80705	29.80705	-30	-30	0	0	0	0	0	0	0	120	21.076339999999998	0	0.038055329999999998	14.9	0.0056868800000000001	0	0	120	0.0056870000000000002	-0.037816130000000003	0.11399620000000001	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.395264	null	29.80705	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024070999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730337	2025-04-30 21:19:26	115	0	25	0.35248740000000001	20	21.958960000000001	0	0	-1.0203040000000001	-1.0203040000000001	29.83306	29.82705	-30	-30	0	0	0	0	0	0	0	120	21.065359999999998	0	0.066509570000000004	14.9	0.0073457560000000002	0	0	120	0.0073460000000000001	-0.043976290000000001	0.12125850000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.0203040000000001	null	29.83306	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.040687000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730338	2025-04-30 21:19:56	115	0	25	0.32910270000000003	20	21.956379999999999	0	0	-1.195624	-1.195624	29.854500000000002	29.854500000000002	-30	-30	0	0	0	0	0	0	0	120	21.093070000000001	0	0.031119109999999998	14.9	0.0017231670000000001	0	0	120	0.0017229999999999999	-0.037992999999999999	0.1183476	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.195624	null	29.854500000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.018124000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730339	2025-04-30 21:20:26	115	0	25	0.31428440000000002	20	21.95628	0	0	-1.378376	-1.378376	29.822769999999998	29.827719999999999	-30	-30	0	0	0	0	0	0	0	120	21.11985	0	0.024418289999999999	14.9	0.0086739690000000001	0	0	120	0.0086739999999999994	-0.043455630000000002	0.1183794	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.378376	null	29.822769999999998	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.018124000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730340	2025-04-30 21:20:56	115	0	25	0.34174549999999998	20	21.952839999999998	0	0	-1.384762	-1.384762	29.826920000000001	29.826920000000001	-30	-30	0	0	0	0	0	0	0	120	21.062270000000002	0	0.051278780000000003	14.9	0.0027546580000000001	0	0	120	0.0027550000000000001	-0.047916380000000001	0.1170223	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.384762	null	29.826920000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.029818999999999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730341	2025-04-30 21:21:26	115	0	25	0.35522219999999999	20	21.95373	0	0	-1.4022969999999999	-1.4022969999999999	29.827580000000001	29.822569999999999	-30	-30	0	0	0	0	0	0	0	120	21.015840000000001	0	0.067250669999999999	14.9	0.0050943070000000002	0	0	120	0.0050939999999999996	-0.051812089999999998	0.1113943	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.4022969999999999	null	29.827580000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.039897000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730342	2025-04-30 21:21:56	115	0	25	0.341673	20	21.95467	0	0	-1.414498	-1.414498	29.818370000000002	29.818370000000002	-30	-30	0	0	0	0	0	0	0	120	21.001239999999999	0	0.047551669999999997	14.9	0.0039944730000000001	0	0	120	0.0039940000000000002	-0.060954550000000003	0.11980300000000001	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.414498	null	29.818370000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.028419	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730343	2025-04-30 21:22:26	115	0	25	0.31887529999999997	20	21.954429999999999	0	0	-1.385548	-1.385548	29.81474	29.81474	-30	-30	0	0	0	0	0	0	0	120	21	0	0.025603440000000002	14.9	0.0041353409999999998	0	0	120	0.0041349999999999998	-0.045711389999999998	0.1211127	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.385548	null	29.81474	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.01636	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730344	2025-04-30 21:22:56	115	0	25	0.33874090000000001	20	21.953880000000002	0	0	-1.413691	-1.4179109999999999	29.83137	29.816120000000002	-30	-30	0	0	0	0	0	0	0	120	21.004940000000001	0	0.04372761	14.9	0.0052288600000000001	0	0	120	0.0052290000000000001	-0.042728250000000002	0.12007039999999999	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.413691	null	29.83137	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.026963000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730345	2025-04-30 21:23:26	115	0	25	0.33909470000000003	20	21.950489999999999	0	0	-1.3865639999999999	-1.3865639999999999	29.814319999999999	29.814319999999999	-30	-30	0	0	0	0	0	0	0	120	21.000450000000001	0	0.038890809999999998	14.9	0.0069453400000000004	0	0	120	0.0069449999999999998	-0.046986510000000002	0.113104	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.3865639999999999	null	29.814319999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.025204000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730346	2025-04-30 21:23:56	115	0	25	0.326733	20	21.953440000000001	0	0	-1.373418	-1.373418	29.842590000000001	29.842590000000001	-30	-30	0	0	0	0	0	0	0	120	21	0	0.044790799999999999	14.9	0.0091862909999999992	0	0	120	0.0091859999999999997	-0.047489549999999998	0.1194698	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.373418	null	29.842590000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.029661	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730347	2025-04-30 21:24:26	115	0	25	0.32291999999999998	20	21.957909999999998	0	0	-1.110603	-1.110603	29.816490000000002	29.816490000000002	-30	-30	0	0	0	0	0	0	0	120	21.00909	0	0.027491069999999999	14.9	0.0051547060000000002	0	0	120	0.0051549999999999999	-0.047096899999999997	0.1217771	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.110603	null	29.816490000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.017947000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730348	2025-04-30 21:24:56	115	0	25	0.33052579999999998	20	21.95214	0	0	-0.46495829999999999	-0.46994449999999999	29.804089999999999	29.804089999999999	-30	-30	0	0	0	0	0	0	0	120	21.000109999999999	0	0.035708429999999999	14.9	0.0059695709999999999	0	0	120	0.0059699999999999996	-0.047832819999999998	0.11604449999999999	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.46495799999999998	null	29.804089999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.022925000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730349	2025-04-30 21:25:26	115	0	25	0.34735579999999999	20	21.955159999999999	0	0	-0.35255049999999999	-0.35255049999999999	29.809100000000001	29.807449999999999	-30	-30	0	0	0	0	0	0	0	120	20.97711	0	0.056762680000000003	14.9	0.006795766	0	0	120	0.006796	-0.048272959999999997	0.1141151	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.35254999999999997	null	29.809100000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.035005000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1730350	2025-04-30 21:25:56	115	0	25	0.33030749999999998	20	21.958500000000001	0	0	-0.37415730000000003	-0.37415730000000003	29.799959999999999	29.799959999999999	-30	-30	0	0	0	0	0	0	0	120	20.970479999999998	0	0.051201780000000002	14.9	0.0046026369999999997	0	0	120	0.0046030000000000003	-0.045246059999999998	0.10895199999999999	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.37415700000000002	null	29.799959999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.030762000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
