VarId		1	2	3	4	7	8	9	10	11	12	13	14	15	16	620199	620299	620499	620599	620699	620799	620899	51	52	53	54	55	56	57	58	59	6316	135	141	143	151	212	213	501	502	503	10000005	20000000	20000002	20000003	620101	620151	620201	620251	620401	620451	620501	620551	620601	620651	620701	620751	620801	620851	651101	651151	651201	651251	651301	651351	651401	651451	651501	651551	651521	651601	651651	651701	651751	651801	651851	651901	651951	20100	20100	20100	20200	20200	20400	20400	20500	20500	20600	20600	20700	20700	20800	20800	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	6100	6100	6100	600000	600000	7000	7000	8000	8000	8001	8001	8002	8002	10000	10000	7116	7116	7117	7117	7126	7126	7127	7127	7128	7128	7136	7136	7137	7137	7146	7146	7147	7147	7156	7156	7157	7157	7166	7166	7167	7167	7168	7168	7176	7176	7177	7177	7186	7186	7187	7187	7196	7196	7197	7197	4055	4056	4065	4066	4075	4076	853	851	851	1007000	1008001	1008002	1010000	1600000
1729444	2025-04-30 13:52:40	115	0	25	0.34386169999999999	20	21.962150000000001	0	0	-1.2376910000000001	-1.2353540000000001	26.898340000000001	26.898340000000001	-30	-30	0	0	0	0	0	0	0	120	19.620239999999999	0	0.045681149999999997	14.9	0.013807140000000001	0	0	120	0.013807	-0.031510089999999998	0.1097379	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2376910000000001	null	26.898340000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.032617	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729445	2025-04-30 13:53:10	115	0	25	0.33112819999999998	20	21.966000000000001	0	0	-1.2164630000000001	-1.2202599999999999	26.90493	26.90493	-30	-30	0	0	0	0	0	0	0	120	19.63494	0	0.038756819999999997	14.9	0.0046186480000000004	0	0	120	0.0046189999999999998	-0.03639966	0.1061549	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2164630000000001	null	26.90493	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.023890000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729446	2025-04-30 13:53:40	115	0	25	0.3333604	20	21.961120000000001	0	0	-1.208256	-1.210229	26.923909999999999	26.923909999999999	-30	-30	0	0	0	0	0	0	0	120	19.600239999999999	0	0.020317439999999999	14.9	0.010825130000000001	0	0	120	0.010825	-0.035504300000000003	0.1025769	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.208256	null	26.923909999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.017003999999999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729447	2025-04-30 13:54:10	115	0	25	0.34799970000000002	20	21.957609999999999	0	0	-1.2258979999999999	-1.2100900000000001	26.945900000000002	26.945900000000002	-30	-30	0	0	0	0	0	0	0	120	19.656849999999999	0	0.041830579999999999	14.9	0.0050970399999999997	0	0	120	0.005097	-0.029748650000000001	0.10656690000000001	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2258979999999999	null	26.945900000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.025843999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729448	2025-04-30 13:54:40	115	0	25	0.33035639999999999	20	21.966080000000002	0	0	-1.2359070000000001	-1.2359070000000001	26.942270000000001	26.92944	-30	-30	0	0	0	0	0	0	0	120	19.619669999999999	0	0.042857729999999997	14.9	0.006994765	0	0	120	0.0069950000000000003	-0.04236003	0.1020752	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2359070000000001	null	26.942270000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027424	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729449	2025-04-30 13:55:10	115	0	25	0.34446520000000003	20	21.9679	0	0	-1.1953450000000001	-1.1944490000000001	26.967849999999999	26.967849999999999	-30	-30	0	0	0	0	0	0	0	120	19.689520000000002	0	0.050061689999999999	14.9	0.0064464459999999998	0	0	120	0.0064460000000000003	-0.036371979999999998	0.1082357	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.1953450000000001	null	26.967849999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.031113999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729450	2025-04-30 13:55:40	115	0	25	0.32837959999999999	20	21.96819	0	0	-1.204043	-1.2076340000000001	26.954730000000001	26.954730000000001	-30	-30	0	0	0	0	0	0	0	120	19.605450000000001	0	0.043497609999999999	14.9	0.011396130000000001	0	0	120	0.011396	-0.017311480000000001	0.1071941	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.204043	null	26.954730000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.030124000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729451	2025-04-30 13:56:10	115	0	25	0.32386110000000001	20	21.963419999999999	0	0	-1.198979	-1.19889	26.944210000000002	26.944210000000002	-30	-30	0	0	0	0	0	0	0	120	19.667100000000001	0	0.027561059999999998	14.9	0.0098689580000000006	0	0	120	0.0098689999999999993	-0.026419640000000001	0.1012304	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.198979	null	26.944210000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.020499	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729452	2025-04-30 13:56:40	115	0	25	0.32445079999999998	20	21.962700000000002	0	0	-1.196124	-1.1967159999999999	26.970759999999999	26.970759999999999	-30	-30	0	0	0	0	0	0	0	120	19.600210000000001	0	0.02982806	14.9	0.011281650000000001	0	0	120	0.011282	-0.038353089999999999	0.1045392	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.196124	null	26.970759999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.022506000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729453	2025-04-30 13:57:10	115	0	25	0.33656330000000001	20	21.96481	0	0	-1.205937	-1.205937	26.95091	26.962219999999999	-30	-30	0	0	0	0	0	0	0	120	19.66018	0	0.045565580000000001	14.9	0.0079082330000000006	0	0	120	0.0079080000000000001	-0.036221290000000003	0.1107551	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.205937	null	26.95091	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.029408	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729454	2025-04-30 13:57:40	115	0	25	0.3262256	20	21.969940000000001	0	0	-1.199803	-1.199803	26.980979999999999	26.975339999999999	-30	-30	0	0	0	0	0	0	0	120	19.652460000000001	0	0.02329051	14.9	0.0060541299999999996	0	0	120	0.0060540000000000004	-0.03431157	0.098922479999999993	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.199803	null	26.980979999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.016104	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729455	2025-04-30 13:58:10	115	0	25	0.34131899999999998	20	21.96538	0	0	-0.72752110000000003	-0.70677520000000005	26.988900000000001	26.986429999999999	-30	-30	0	0	0	0	0	0	0	120	19.625050000000002	0	0.054217550000000003	14.9	0.0074442559999999998	0	0	120	0.0074440000000000001	-0.042156930000000002	0.1071421	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.72752099999999997	null	26.988900000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.033944000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729456	2025-04-30 13:58:40	115	0	25	0.33948240000000002	20	21.96912	0	0	-0.38373390000000002	-0.38373390000000002	26.98611	26.98611	-30	-30	0	0	0	0	0	0	0	120	19.663709999999998	0	0.048853899999999999	14.9	0.0091955079999999998	0	0	120	0.0091959999999999993	-0.037419550000000003	0.1077306	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.38373400000000002	null	26.98611	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.031912000000000003	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729457	2025-04-30 13:59:10	115	0	25	0.33266820000000002	20	21.966010000000001	0	0	-0.37816270000000002	-0.38542510000000002	26.995760000000001	26.994820000000001	-30	-30	0	0	0	0	0	0	0	120	19.6861	0	0.044047549999999998	14.9	0.0050605870000000001	0	0	120	0.0050610000000000004	-0.03822039	0.1090052	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.37816300000000003	null	26.995760000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027050999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729458	2025-04-30 13:59:40	115	0	25	0.32546039999999998	20	21.968699999999998	0	0	-0.35488799999999998	-0.35169099999999998	26.983640000000001	26.983640000000001	-30	-30	0	0	0	0	0	0	0	120	19.684380000000001	0	0.025733229999999999	14.9	0.011730300000000001	0	0	120	0.011730000000000001	-0.036751579999999999	0.1014965	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.35488799999999998	null	26.983640000000001	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.020480999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729459	2025-04-30 14:00:11	115	0	25	0.33534589999999997	20	21.968969999999999	0	0	-0.3690215	-0.36018889999999998	26.981819999999999	26.981819999999999	-30	-30	0	0	0	0	0	0	0	120	19.667280000000002	0	0.049490579999999999	14.9	0.0059595179999999996	0	0	120	0.00596	-0.024725009999999999	0.106402	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.36902099999999999	null	26.981819999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.030539	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729460	2025-04-30 14:00:41	115	0	25	0.33972340000000001	20	21.96265	0	0	-0.38588709999999998	-0.38588709999999998	26.955290000000002	26.955290000000002	-30	-30	0	0	0	0	0	0	0	120	19.67428	0	0.057493410000000002	14.9	0.0078296800000000003	0	0	120	0.0078300000000000002	-0.030743110000000001	0.10211820000000001	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.38588699999999998	null	26.955290000000002	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.035961	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729461	2025-04-30 14:01:11	115	0	25	0.3629367	20	21.961359999999999	0	0	-0.35936780000000002	-0.35936780000000002	26.96622	26.96622	-30	-30	0	0	0	0	0	0	0	120	19.642469999999999	0	0.074297189999999999	14.9	0.0079210370000000006	0	0	120	0.0079209999999999992	-0.04185879	0.1039949	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.35936800000000002	null	26.96622	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.0453	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729462	2025-04-30 14:01:41	115	0	25	0.35058099999999998	20	21.963699999999999	0	0	-0.35849950000000003	-0.35849950000000003	26.999949999999998	26.999929999999999	-30	-30	0	0	0	0	0	0	0	120	19.70355	0	0.054695840000000003	14.9	0.01167819	0	0	120	0.011677999999999999	-0.035219809999999997	0.104987	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.35849900000000001	null	26.999949999999998	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.036465999999999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729463	2025-04-30 14:02:11	115	0	25	0.33130470000000001	20	21.966560000000001	0	0	-0.99930379999999996	-0.99930379999999996	26.992619999999999	26.992619999999999	-30	-30	0	0	0	0	0	0	0	120	19.673359999999999	0	0.04018062	14.9	0.0092074410000000002	0	0	120	0.0092069999999999999	-0.042917219999999999	0.1108239	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-0.99930399999999997	null	26.992619999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.027123000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729464	2025-04-30 14:02:41	115	0	25	0.34509410000000001	20	21.959009999999999	0	0	-1.1323529999999999	-1.1323529999999999	26.959289999999999	26.959289999999999	-30	-30	0	0	0	0	0	0	0	120	19.696269999999998	0	0.05122318	14.9	0.01136276	0	0	120	0.011363	-0.036830250000000002	0.1000332	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.1323529999999999	null	26.959289999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.034377999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729465	2025-04-30 14:03:11	115	0	25	0.33066190000000001	20	21.958929999999999	0	0	-1.2505930000000001	-1.2505930000000001	26.998699999999999	26.998699999999999	-30	-30	0	0	0	0	0	0	0	120	19.681080000000001	0	0.031756260000000001	14.9	0.01310772	0	0	120	0.013108	-0.028753709999999998	0.10579139999999999	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2505930000000001	null	26.998699999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.024545000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729466	2025-04-30 14:03:41	115	0	25	0.3328276	20	21.955909999999999	0	0	-1.232246	-1.232246	27	27	-30	-30	0	0	0	0	0	0	0	120	19.676159999999999	0	0.032502990000000002	14.9	0.0093178129999999994	0	0	120	0.0093179999999999999	-0.036833690000000002	0.1054722	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.232246	null	27	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.022938	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729467	2025-04-30 14:04:11	115	0	25	0.35718290000000003	20	21.961549999999999	0	0	-1.2306319999999999	-1.2306319999999999	26.97748	26.972470000000001	-30	-30	0	0	0	0	0	0	0	120	19.70223	0	0.058185239999999999	14.9	0.010649860000000001	0	0	120	0.01065	-0.02890829	0.1021556	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2306319999999999	null	26.97748	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.037846999999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729468	2025-04-30 14:04:41	115	0	25	0.33933760000000002	20	21.962129999999998	0	0	-1.2000169999999999	-1.2000169999999999	26.999919999999999	26.999919999999999	-30	-30	0	0	0	0	0	0	0	120	19.68526	0	0.052520829999999998	14.9	0.012260490000000001	0	0	120	0.01226	-0.032824440000000003	0.10519439999999999	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.2000169999999999	null	26.999919999999999	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.035574000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729469	2025-04-30 14:05:11	115	0	25	0.32087979999999999	20	21.961749999999999	0	0	-1.1975039999999999	-1.1975039999999999	27	27	-30	-30	0	0	0	0	0	0	0	120	19.704059999999998	0	0.041463670000000001	14.9	0.016351950000000001	0	0	120	0.016351999999999998	-0.021213019999999999	0.1043245	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.1975039999999999	null	27	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.031642000000000003	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729470	2025-04-30 14:05:41	115	0	25	0.3358372	20	21.960249999999998	0	0	-1.211651	-1.211651	27	27	-30	-30	0	0	0	0	0	0	0	120	19.752970000000001	0	0.042256450000000001	14.9	0.01017672	0	0	120	0.010177	-0.037033700000000003	0.1041831	0	0	0	0	0	0	1	1	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.211651	null	27	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.028788000000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
1729471	2025-04-30 14:06:11	115	0	25	0.33721250000000003	20	21.96818	0	0	-1.209446	-1.209446	27	27	-30	-30	0	0	0	0	0	0	0	120	19.699079999999999	0	0.046672440000000003	14.9	0.0057159969999999996	0	0	120	0.0057159999999999997	-0.035530109999999997	0.1045224	0	0	0	0	0	0	1	0	0	0	0	70	70	0	0	0	0	0	0	0	0	70	70	0	0	0	0	70	70	180	180	40	40	0	0	19	40	40	20	20	100	100	0	0	115	null	115	25	null	20	null	0	null	-1.209446	null	27	null	-30	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0.028851000000000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	0	null	null	null	null	null	null	null
