10586840	2025-05-11 12:29:53	1	7.4749999999999996	7.4666670000000002	1609.0893550000001	1608.90419	5	4.5	79	79.00797	519.59948699999995	519.73316199999999	550	549.89999999999998	null	-0.21093400000000001	-0.22475100000000001	32.738426208496094	32.527492000000002	32.513674999999999	2.4972190856933594	2.4930919999999999	2.4897719999999999	88.6036376953125	88.570635999999993	88.603638000000004	177.39729309082031	175.06441000000001	174.91391899999999	null	-0.16531000000000001	-0.152727	5.4581179618835449	5.292808	5.3053910000000002	191.02716064453125	190.977552	191.011168	0.35059726238250732	0.36297200000000002	0.36344700000000002	11.699999809265137	11.699999999999999	11.648178	11.559227	3511.00634765625	3490.8175999999999	3492.8124979999998	2579.0625	2563.7892809999998	2563.1005449999998	-11954712.634012001	-11953778.470380001	1	1	1	1	1	1	1	1	1	1	0.98431800000000003	0.98348400000000002	1	1	1	1	1	1	0.99011000000000005	0.99000999999999995	1	1	0.98009800000000002	0.98009800000000002	11.954526	11.953590999999999	2	2	1.860212	1.859988	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	25	25	10	10	10	10	10	10	10	10	10	10	10	10	7.9936470000000002	7.992375	181.853859	181.852362	1	1	1	1	1	0	null	null	138.56068500000001	2409.3719959999999	-0.79417499999999996	-3.1874159999999998	-61.464126999999998	-26.962136000000001	19.084389000000002	0.27478900000000001	-0.099020999999999998	-0.36903399999999997	-2.9306860000000001	28.452836000000001	4.6799600000000003	-7.684043	10.145455	11.699999999999999	-0.020612999999999999	-1.5851379999999999	0.0026419999999999998	-0.0027950000000000002	0.019855000000000001	-0.0027950000000000002	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586841	2025-05-11 12:30:23	1	7.4749999999999996	7.463889	1609.0736079999999	1608.7247259999999	4.5	4.3333329999999997	79.009338	79.005138000000002	519.73608400000001	519.780755	549.90002400000003	549.86667499999999	null	-0.208594	-0.221912	32.61566162109375	32.407068000000002	32.393749	2.2799246311187744	2.2770069999999998	2.2724769999999999	89.2396240234375	89.195621000000003	89.239624000000006	177.40475463867188	175.02158399999999	174.94312199999999	null	-0.16324	-0.14644499999999999	5.3513288497924805	5.1880889999999997	5.2048829999999997	191.58612060546875	191.47347300000001	191.50620000000001	0.39145949482917786	0.400868	0.40151700000000001	11.699999809265137	11.699999999999999	11.498389	11.554634999999999	3633.4755859375	3612.4000080000001	3615.5615130000001	2678.036376953125	2662.9277520000001	2662.2021930000001	-11960024.520897999	-11958878.952552	1	1	1	1	1	1	1	1	1	1	0.98459600000000003	0.98348400000000002	1	1	1	1	1	1	0.990143	0.99011000000000005	1	1	0.98509899999999995	0.98509899999999995	11.959837	11.958691999999999	2	2	1.856905	1.856687	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	25	25	10	10	10	10	10	10	10	10	10	10	10	10	8	7.9998459999999998	181.85690500000001	181.85653400000001	1	1	1	1	1	1	null	null	138.467635	2381.576196	-5.3527339999999999	-7.4445069999999998	-77.409942999999998	-49.563299000000001	19.886877999999999	0.290487	-0.099020999999999998	0.145256	-3.8316189999999999	27.120391999999999	4.340217	-8.0067059999999994	10.152333	11.699999999999999	-0.020282000000000001	-1.6628860000000001	-0.010149999999999999	0.010952	0.033954999999999999	0.010952	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586842	2025-05-11 12:30:53	1	7.4666670000000002	7.4574069999999999	1608.7456050000001	1608.4581740000001	4.3333329999999997	4.2222220000000004	79.012611000000007	79.005240000000001	519.78137200000003	519.84115899999995	549.86669900000004	549.84445800000003	null	-0.210339	-0.21978600000000001	32.714366912841797	32.504027999999998	32.494580999999997	2.2371330261230469	2.2334719999999999	2.2296860000000001	89.221954345703125	89.185284999999993	89.221953999999997	177.83189392089844	175.41757899999999	175.38654600000001	null	-0.159299	-0.14511399999999999	5.3320879936218262	5.1727889999999999	5.1869740000000002	193.28758239746097	193.11437699999999	193.141177	0.40066719055175781	0.407725	0.40825400000000001	11.699999809265137	11.699999999999999	11.505876000000001	11.506273999999999	3633.010986328125	3612.5082849999999	3615.30645	2777.11083984375	2761.9015079999999	2761.3723289999998	-11962362.353306999	-11961413.254319999	1	1	1	1	1	1	1	1	1	1	0.98524500000000004	0.98431800000000003	1	1	1	1	1	1	0.99016499999999996	0.990143	1	1	0.986765	0.986765	11.962175	11.961226	2	2	1.845966	1.8457870000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	1	25	25	10	10	10	10	10	10	10	10	10	10	10	10	8	8	181.845966	181.845787	1	1	1	1	1	0	null	null	138.3569	2267.2775740000002	-4.4106490000000003	-6.7803250000000004	-72.975706000000002	-62.542946999999998	20.669516000000002	0.307923	-0.033001000000000003	0.61831700000000001	-4.6375149999999996	25.538495000000001	5.5146319999999998	-8.3577410000000008	10.153313000000001	11.699999999999999	-0.019918999999999999	-1.741425	-0.019016000000000002	0.016043999999999999	0.044568999999999998	0.016043999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586843	2025-05-11 12:31:23	1	7.4611109999999998	7.4524689999999998	1608.521606	1608.234835	4.2222220000000004	4.0925929999999999	79.008185999999995	79.009522000000004	519.84222399999999	519.87705200000005	549.84442100000001	549.81851800000004	null	-0.20444100000000001	-0.216562	32.700439453125	32.495998	32.483877	2.6479709148406982	2.6440389999999998	2.640523	89.524246215820327	89.490021999999996	89.524246000000005	173.0989990234375	170.778662	170.67834199999999	null	-0.15217600000000001	-0.139408	5.1398954391479492	4.9877190000000002	5.0004869999999997	194.12919616699219	193.89474899999999	193.920592	0.46070760488510126	0.47836600000000001	0.47889199999999998	11.699999809265137	11.699999999999999	11.456785	11.477409	3667.000244140625	3647.3267850000002	3649.6133759999998	2413.06201171875	2398.1172900000001	2397.4685140000001	-11963993.814223001	-11963102.847618001	1	1	1	1	1	1	1	1	1	1	0.98573900000000003	0.98487400000000003	1	1	1	1	1	1	0.99019100000000004	0.99016499999999996	1	1	0.98787700000000001	0.98787700000000001	11.963806999999999	11.962916	2	2	1.8407629999999999	1.8405910000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	0.999668	0.99987400000000004	25	25	10	10	10	10	10	10	10	10	10	10	10	10	7.9795100000000003	7.9781009999999997	181.819941	181.818566	1	1	1	1	1	1	null	null	138.23737600000001	2140.808231	-3.59314	-5.0873840000000001	-57.057051999999999	-57.077970000000001	21.451716999999999	0.31897599999999998	-0.055004999999999998	0.28462199999999999	-5.2882449999999999	23.879071	7.4971899999999998	-8.711328	10.157712999999999	11.699999999999999	-0.019487000000000001	-1.8149519999999999	-0.010057	0.010969	0.032323999999999999	0.010969	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586844	2025-05-11 12:31:53	1	7.4546289999999997	7.4465019999999997	1608.262939	1607.985316	4.0925929999999999	3.9691360000000002	79.006332	79.010364999999993	519.87744099999998	519.90939700000001	549.81854199999998	549.79384000000005	null	-0.204234	-0.21682399999999999	32.740211486816406	32.535978	32.523387	3.4896681308746338	3.485522	3.482221	89.308319091796875	89.276133000000002	89.308318999999997	174.32025146484375	172.01661899999999	171.89758599999999	null	-0.150195	-0.13835700000000001	5.4968633651733398	5.3466680000000002	5.3585070000000004	195.15864562988281	194.90710100000001	194.9315	0.38081005215644831	0.40171499999999999	0.40222200000000002	11.699999809265137	11.699999999999999	11.429549	11.442054000000001	3631.7392578125	3612.2932470000001	3614.3265510000001	2324.973388671875	2310.0346559999998	2309.368097	-11965912.213772001	-11965073.950732	1	1	1	1	1	1	1	1	1	1	0.98633599999999999	0.98552300000000004	1	1	1	1	1	1	0.99021599999999999	0.99019100000000004	1	1	0.98917299999999997	0.98917299999999997	11.965725000000001	11.964886999999999	2	2	1.834014	1.8338509999999999	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	0.99939500000000003	0.99951999999999996	25	25	10	10	10	10	10	10	10	10	10	10	10	10	7.9708230000000002	7.9694659999999997	181.80423200000001	181.80283800000001	1	1	1	1	1	0	null	null	138.123985	1993.6617900000001	-2.336929	-2.6348989999999999	-35.810383000000002	-40.510874999999999	22.219508999999999	0.32123800000000002	-0.047671999999999999	0.086364999999999997	-5.8399299999999998	22.211452000000001	9.3475649999999995	-9.0803410000000007	10.155044	11.699999999999999	-0.019376000000000001	-1.8779589999999999	0.0067840000000000001	-0.0053629999999999997	0.01307	-0.0053629999999999997	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586845	2025-05-11 12:32:23	1	7.0999999999999996	7.2000000000000002	1608.0157469999999	1607.7453	3.9691360000000002	3.8436210000000002	79.010283999999999	79.006724000000006	519.90972899999997	519.93185500000004	549.79382299999997	549.76872700000001	null	-0.32683899999999999	-0.211622	32.348766326904297	32.021926999999998	32.137144999999997	3.2737476825714111	3.2273390000000002	3.2663000000000002	88.633087158203125	89.028678999999997	88.633087000000003	174.39076232910156	171.10576900000001	172.00794300000001	null	0.035867000000000003	-0.132938	5.2027387619018555	5.2386059999999999	5.069801	195.6575927734375	195.69046	195.43424999999999	0.37899318337440491	0.388575	0.38420100000000001	11.699999809265137	11.699999999999999	12.017531999999999	9.3838989999999995	3495.569580078125	3508.0775960000001	3478.669414	2886.135009765625	2865.648099	2870.7636090000001	-11980835.834626	-11980810.770608	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99024100000000004	0.99021599999999999	1	1	0.99040799999999996	0.99040799999999996	11.980649	11.980624000000001	2	2	1.8287910000000001	1.8304990000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	1	0.97893699999999995	24.948111999999998	25	10	10	10	10	10	10	10	10	10	10	10	10	8	8	181.776903	181.80943600000001	1	1	1	1	1	1	null	null	138.0198	1874.8358490000001	-1.4770019999999999	-0.96849300000000005	-32.791899000000001	-29.411110999999998	22.982766000000002	0.31595600000000001	-1.4348179999999999	-0.89115900000000003	-6.3647580000000001	20.561164999999999	11.036949	-9.4413110000000007	10.158822000000001	11.699999999999999	-0.019612999999999998	-1.9434720000000001	0.0069690000000000004	-0.00349	0.015526999999999999	-0.00349	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586846	2025-05-11 12:32:53	1	7.0999999999999996	7.2000000000000002	1607.7647710000001	1607.498462	3.8436210000000002	3.7187929999999998	79.012298999999999	79.006461999999999	519.93194600000004	519.95032400000002	549.76873799999998	549.74376800000005	null	-0.323795	-0.20883599999999999	32.134113311767578	31.810317999999999	31.925277999999999	2.3144717216491699	2.2680690000000001	2.3070240000000002	88.293502807617188	88.689093999999997	88.293503000000001	177.99296569824219	174.71852000000001	175.631485	null	0.033797000000000001	-0.134882	5.2505793571472168	5.284376	5.1156969999999999	196.5745849609375	196.62260000000001	196.36688100000001	0.39443263411521912	0.40891499999999997	0.40449400000000002	11.699999809265137	11.699999999999999	9.9604320000000008	9.3847489999999993	3477.05517578125	3489.8646220000001	3460.4294450000002	2675.19287109375	2654.8431009999999	2659.9466630000002	-11982116.080554999	-11982091.118372001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99026599999999998	0.99024100000000004	1	1	0.99166299999999996	0.99166299999999996	11.981928999999999	11.981904	2	2	1.8225769999999999	1.824282	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	0.98470299999999999	0.97894499999999995	25	25	10	10	10	10	10	10	10	10	10	10	10	10	7.9880079999999998	7.999835	181.795287	181.80306200000001	1	1	1	1	1	0	null	null	137.922427	1748.7280949999999	-1.0197940000000001	-0.17253399999999999	-34.933563999999997	-28.984508000000002	23.725539000000001	0.31974799999999998	-1.4089830000000001	-1.0148159999999999	-6.7775800000000004	18.953569000000002	12.588526	-9.1315039999999996	10.160572999999999	11.699999999999999	-0.020406000000000001	-2.0204230000000001	-0.0089650000000000007	0.00090799999999999995	0.030483	0.00090799999999999995	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586847	2025-05-11 12:33:50	1	7.0999999999999996	7.2000000000000002	1607.498413	1607.247392	3.7187929999999998	3.5937359999999998	79.006461999999999	79.009883000000002	519.94982900000002	519.96398799999997	549.74377400000003	549.71875599999998	null	-0.31806299999999998	-0.20710100000000001	32.465297698974609	32.147235000000002	32.258197000000003	2.7021472454071045	2.6557050000000002	2.6947000000000001	88.843109130859375	89.238701000000006	88.843108999999998	179.65792846679688	176.479241	177.30973499999999	null	0.037622000000000003	-0.13137299999999999	5.9902448654174805	6.0278669999999996	5.8588719999999999	197.94210815429688	198.00750300000001	197.752376	0.34182047843933105	0.360564	0.356124	11.699999809265137	11.699999999999999	9.9569170000000007	9.3893149999999999	3522.539306640625	3535.916326	3506.084441	2528.1845703125	2508.0901859999999	2513.0162919999998	-11983389.48253	-11983364.472248999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99029100000000003	0.99026599999999998	1	1	0.99291099999999999	0.99291099999999999	11.983203	11.983177	2	2	1.8133440000000001	1.815045	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	0.98466799999999999	0.97899099999999994	25	25	10	10	10	10	10	10	10	10	10	10	10	10	7.9766060000000003	7.9884849999999998	181.77461700000001	181.78252000000001	1	1	1	1	1	1	null	null	137.826988	1624.2419440000001	-0.19448699999999999	1.9373469999999999	-38.781505000000003	-29.997603000000002	24.453916	0.34559800000000002	0	0.21002199999999999	-6.9378070000000003	17.402742	14.001258	-8.1881930000000001	10.164678	11.699999999999999	-0.027806000000000001	-2.0926170000000002	-0.0029499999999999999	-0.010994	0.022255	-0.010994	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586848	2025-05-11 12:33:53	1	7.0999999999999996	7.2000000000000002	1607.1317140000001	1606.9591889999999	3.5312070000000002	3.4479120000000001	79.014381	79.013575000000003	519.970642	519.97439999999995	549.70629899999994	549.68960800000002	null	-0.31918099999999999	-0.20541000000000001	32.535408020019531	32.216227000000003	32.329998000000003	3.2770845890045166	3.2306159999999999	3.2696369999999999	89.15521240234375	89.550803999999999	89.155212000000006	169.40626525878906	166.19533799999999	167.071021	null	0.047285000000000001	-0.12106	5.5065712928771973	5.5538559999999997	5.3855110000000002	198.0933837890625	198.157218	197.90096800000001	0.36875408887863159	0.38739600000000002	0.382911	11.699999809265137	11.699999999999999	9.9628650000000007	9.3882720000000006	3567.240966796875	3580.5073579999998	3550.9526059999998	2532.579345703125	2512.4051939999999	2517.4869979999999	-11985294.676955	-11985277.993721001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99031999999999998	0.99030399999999996	1	1	0.99478699999999998	0.99478699999999998	11.985108	11.985091000000001	2	2	1.812346	1.8140540000000001	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	0.98472700000000002	0.97898099999999999	25	25	10	10	10	10	10	10	10	10	10	10	10	10	7.976877	7.9888779999999997	181.77394899999999	181.78191200000001	1	1	1	1	1	0	null	null	137.72366299999999	1523.9235309999999	0.21987100000000001	1.395459	-47.811275000000002	-26.077859	25.124412	0.36301699999999998	0	0.86170999999999998	-7.0501389999999997	15.875597000000001	15.334517	-7.2263149999999996	10.163928	11.699999999999999	-0.048853000000000001	-2.1582240000000001	-0.0063420000000000004	-0.024206999999999999	0.026353000000000001	-0.024206999999999999	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
10586849	2025-05-11 12:34:23	1	7.0999999999999996	7.1955080000000002	1606.6317140000001	1606.6127650000001	3.2812070000000002	3.320964	79.009383999999997	79.007614000000004	519.99005099999999	519.98245199999997	549.65625	549.65487099999996	null	-0.315965	-0.20552899999999999	32.833969116210938	32.518003999999998	32.628439999999998	2.7135322093963623	2.6687479999999999	2.7060849999999999	89.296546936035156	89.674387999999993	89.296547000000004	176.65596008300781	173.464246	174.319806	null	0.043614	-0.116282	5.6950578689575195	5.7386720000000002	5.5787760000000004	199.15850830078125	199.25149500000001	199.00610399999999	0.42499229311943054	0.43702000000000002	0.43271700000000002	11.699999809265137	11.699999999999999	9.9354399999999998	9.3941060000000007	3583.19189453125	3594.924055	3566.8918370000001	2767.951416015625	2747.867111	2752.8537350000001	-11987829.674023001	-11987828.297080999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.99035499999999999	0.99035399999999996	1	1	0.99728799999999995	0.99728799999999995	11.987643	11.987641	2	2	1.80505	1.806686	8	8	8	8	10	10	10	10	8	8	8	8	8	8	8	8	8	8	8	8	0.98445300000000002	0.97903899999999999	25	25	10	10	10	10	10	10	10	10	10	10	10	10	7.9945750000000002	8	181.78407799999999	181.78572500000001	1	1	1	1	1	1	null	null	137.59146999999999	1429.3611069999999	0.52440200000000003	0.54539199999999999	-58.092998000000001	-26.064896999999998	25.457484000000001	0.38570700000000002	0	0.45343800000000001	-7.2506089999999999	14.359408	16.362621000000001	-6.2579120000000001	10.165706999999999	11.699999999999999	-0.083420999999999995	-2.2306940000000002	-0.017262	-0.017735000000000001	0.040114999999999998	-0.017735000000000001	490	75	7	1605	480	1	520	85	7.3000001907348642	1610	540	3	0	0.30000001192092896	0	4600	2000	3830	0	350	0	30	29	40	0	0.5	165	170
