997591	2025-04-29 23:25:25	52.31926	69.211079999999995	19.169039999999999	231.643	2577.4879999999998	16.969860000000001	58.945160000000001	42.594520000000003	94.922470000000004	31.187049999999999	4272	1.8999999999999999	49.681989999999999	49.659999999999997	94.939830000000001	95.5	2.54115	2.3399999999999999	4.8597659999999996	4.5	0.10481169999999999	0	0	0	80	-0.25532250000000001	32.088250000000002	86.545500000000004	55.779739999999997	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.091563999999998	72	72.015923999999998	19.169039999999999	19.21904	231.643	232.04300000000001	2576.4188840000002	19.344936000000001	59.022309	52.320360999999998	110.02287099999999	30.830068000000001	4291.6485409999996	2.0680909999999999	575.88856799999996	792623.85333299998	0	0	0	20	19.882093999999999	100	0	4.2988850000000003	0	0	0	100	100	100	0	0.96167000000000002	50	60	1	2663.958517	51.139921999999999	-793200.26281700004	2575.2921710000001	17.088144	59.036034000000001	42.858021000000001	95.319569999999999	30.744762000000001	4286.6916250000004	2.580965	792465.52000000002	0	0	0	20	19.876460999999999	100	0	4.2981980000000002	0	0	0	100	97.063913999999997	100	0	0.96266200000000002	50	60	1	2661.9514140000001	51.191372999999999	-793039.24123499996	62	52	1	75	68	1	25	22	1	260	250	1	573.201235	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997592	2025-04-29 23:25:55	52.236649999999997	69.268950000000004	19.15457	231.92949999999999	2587.152	17.178000000000001	58.62688	42.248069999999998	94.552459999999996	31.19406	4272	1.8999999999999999	49.749929999999999	49.659999999999997	94.909509999999997	95.5	2.5570729999999999	2.3399999999999999	4.8909779999999996	4.5	0.1046228	0	0	0	80	-0.25612449999999998	32.088250000000002	86.545500000000004	54.764139999999998	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.092298	72	72.017179999999996	19.15457	19.20457	230.97460000000001	231.37459999999999	2577.881754	19.604932000000002	58.704659999999997	52.201399000000002	110.004302	30.801389	4284.6075019999998	2.696663	575.91868399999998	792393.81833299994	0	0	0	20	19.889409000000001	100	0	4.3147669999999998	0	0	0	100	100	100	0	0.96307799999999999	50	60	1	2665.1800669999998	51.162650999999997	-792970.25794000004	2576.7594429999999	17.296216000000001	58.717753999999999	42.511299000000001	94.949135999999996	30.721423999999999	4288.6640980000002	2.4119540000000002	792235.48499999999	0	0	0	20	19.883797000000001	100	0	4.3141119999999997	0	0	0	100	96.989827000000005	100	0	0.96226699999999998	50	60	1	2663.1612249999998	51.214638999999998	-792809.15500399994	62	52	1	75	68	1	25	22	1	260	250	1	573.15000399999997	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997593	2025-04-29 23:26:25	52.327489999999997	69.211079999999995	19.386050000000001	231.0701	2577.9450000000002	17.425699999999999	56.78087	42.040370000000003	94.367859999999993	30.554569999999998	4272	1.8999999999999999	49.667099999999998	49.659999999999997	94.91534	95.5	2.558163	2.3399999999999999	4.8890190000000002	4.5	0.1022294	0	0	0	80	-0.27870420000000001	32.088250000000002	86.516570000000002	56.248469999999998	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.095599	72	72.016386999999995	19.386050000000001	19.436050000000002	231.0701	231.4701	2578.6739440000001	19.881471999999999	56.858420000000002	52.120207999999998	110.016464	30.792725000000001	4286.494702	2.529245	576.01718300000005	792541.39166700002	0	0	0	20	19.893370000000001	100	0	4.4070790000000004	0	0	0	100	100	100	0	0.96270100000000003	50	60	1	2664.222334	51.141024999999999	-793117.92980499996	2577.5533519999999	17.544172	56.871744	42.304627000000004	94.766135000000006	30.708974999999999	4288.5072710000004	2.434402	792383.05833300005	0	0	0	20	19.887767	100	0	4.4064129999999997	0	0	0	100	96.953226999999998	100	0	0.96229900000000002	50	60	1	2662.192243	51.196005	-792956.788038	62	52	1	75	68	1	25	22	1	260	250	1	573.20970499999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997594	2025-04-29 23:26:55	52.173639999999999	69.182149999999993	19.342649999999999	231.2611	2586.864	17.686959999999999	57.99033	42.398949999999999	94.572590000000005	30.133970000000001	4272	1.8999999999999999	49.528550000000003	49.659999999999997	94.936179999999993	95.5	2.5425469999999999	2.3399999999999999	4.8675199999999998	4.5	0.1025495	0	0	0	80	-0.38283060000000002	32.088250000000002	86.516570000000002	55.623489999999997	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.092298	72	72.017122999999998	19.342649999999999	19.39265	231.2611	231.6611	2579.5766429999999	20.112670999999999	58.068081999999997	52.346919	110.01616	30.735386999999999	4286.4124949999996	2.55098	575.95631600000002	792583.35833299998	0	0	0	20	19.897883	100	0	4.3465959999999999	0	0	0	100	100	100	0	0.96271799999999996	50	60	1	2666.3805139999999	51.185696	-793159.83557200001	2578.4541709999999	17.805961	58.081204	42.665336000000003	94.974172999999993	30.655173999999999	4288.0782159999999	2.4808659999999998	792425.02500000002	0	0	0	20	19.892271000000001	100	0	4.3459399999999997	0	0	0	100	96.994834999999995	100	0	0.96238400000000002	50	60	1	2664.3621079999998	51.237732999999999	-792998.74043000001	62	52	1	75	68	1	25	22	1	260	250	1	573.19542999999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997595	2025-04-29 23:27:25	52.345970000000001	69.153210000000001	19.241379999999999	229.54239999999999	2578.9870000000001	17.719899999999999	58.181289999999997	41.942740000000001	94.406170000000003	30.140799999999999	4272	1.8999999999999999	49.810969999999998	49.659999999999997	94.935609999999997	95.5	2.5458699999999999	2.3399999999999999	4.8609359999999997	4.5	0.1066009	0	0	0	80	-0.53892609999999996	32.088250000000002	86.516570000000002	55.623489999999997	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.095232000000003	72	72.016328000000001	19.241379999999999	19.29138	229.54239999999999	229.94239999999999	2579.5023649999998	20.167494999999999	58.258795999999997	51.986648000000002	109.99916	30.734134999999998	4285.9062000000004	2.5939329999999998	575.94899799999996	791959.82333299995	0	0	0	20	19.897511999999999	100	0	4.3370600000000001	0	0	0	100	99.999831999999998	100	0	0.96281899999999998	50	60	1	2666.5163670000002	51.185420999999998	-792536.29328300001	2578.381171	17.837882	58.272163999999997	42.205029000000003	94.801385999999994	30.650174	4292.9662630000003	2.0578799999999999	791801.48999999999	0	0	0	20	19.891905999999999	100	0	4.336392	0	0	0	100	96.960277000000005	100	0	0.96140700000000001	50	60	1	2664.4884149999998	51.240161999999998	-792375.15998200001	62	52	1	75	68	1	25	22	1	260	250	1	573.14998200000002	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997596	2025-04-29 23:27:55	52.456319999999998	69.182149999999993	19.342649999999999	227.8237	2577.3609999999999	17.365449999999999	56.5899	42.358789999999999	94.795789999999997	30.093599999999999	4272	1.8999999999999999	49.777659999999997	49.659999999999997	94.931039999999996	95.5	2.5537879999999999	2.3399999999999999	4.867432	4.5	0.1055512	0	0	0	80	-0.56055779999999999	32.088250000000002	86.545500000000004	54.686010000000003	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.092542000000002	72	72.015985000000001	19.342649999999999	19.39265	229.2559	229.6559	2579.5203609999999	19.759236999999999	56.667121999999999	52.166609000000001	110.02318	30.641770000000001	4290.8265119999996	2.1696309999999999	576.02349700000002	791914.95833299996	0	0	0	20	19.897601999999999	100	0	4.4166439999999998	0	0	0	100	100	100	0	0.961835	50	60	1	2664.7276419999998	51.153727000000003	-792491.50275500002	2578.3949889999999	17.484673999999998	56.680774	42.626074000000003	95.198769999999996	30.556622000000001	4293.8621350000003	1.988129	791756.625	0	0	0	20	19.891974999999999	100	0	4.4159610000000002	0	0	0	100	97.039754000000002	100	0	0.96122799999999997	50	60	0.99976299999999996	2662.7153410000001	51.206063999999998	-792330.45368000004	62	52	1	75	68	1	25	22	1	260	250	1	573.30867999999998	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997597	2025-04-29 23:28:25	52.436599999999999	69.211079999999995	19.241379999999999	230.49719999999999	2585.8440000000001	17.522259999999999	57.099150000000002	42.181550000000001	94.61815	30.48142	4272	1.8999999999999999	49.784199999999998	49.659999999999997	94.932109999999994	95.5	2.5483950000000002	2.3399999999999999	4.8688560000000001	4.5	0.1040029	0	0	0	80	-0.63809669999999996	32.088250000000002	86.516570000000002	53.982909999999997	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.091931000000002	72	72.017062999999993	19.241379999999999	19.29138	230.49719999999999	230.8972	2579.8502490000001	19.941690000000001	57.176858000000003	52.101967999999999	110.019031	30.603829999999999	4291.7684570000001	2.1025740000000002	576.00048400000003	792278.08999999997	0	0	0	20	19.899251	100	0	4.3911569999999998	0	0	0	100	100	100	0	0.961646	50	60	1	2665.608487	51.171236	-792854.61140399997	2578.727171	17.643345	57.190024000000001	42.456322	95.032765999999995	30.523399000000001	4290.504371	2.2876259999999999	792119.75666700001	0	0	0	20	19.893636000000001	100	0	4.3904990000000002	0	0	0	100	97.006552999999997	100	0	0.96189899999999995	50	60	1	2663.5924639999998	51.222932	-792693.52925400005	62	52	1	75	68	1	25	22	1	260	250	1	573.25258699999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997598	2025-04-29 23:28:55	52.211669999999998	69.153210000000001	19.183509999999998	229.065	2576.2849999999999	17.310400000000001	59.963650000000001	41.847929999999998	94.222319999999996	32.796680000000002	4272	1.8999999999999999	49.708599999999997	49.659999999999997	94.922899999999998	95.5	2.5607709999999999	2.3399999999999999	4.8766670000000003	4.5	0.1050246	0	0	0	80	-0.77289090000000005	32.088250000000002	86.516570000000002	54.9985	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.096331999999997	72	72.016559999999998	19.183509999999998	19.233509999999999	229.065	229.465	2579.421308	19.785542	60.041314999999997	52.012943999999997	110.002691	30.842274	4288.3286950000002	2.3994	575.86536999999998	791771.755	0	0	0	20	19.897106999999998	100	0	4.2479339999999999	0	0	0	100	100	100	0	0.96233400000000002	50	60	1	2668.1514280000001	51.215724999999999	-792348.14133300004	2578.3020799999999	17.431519000000002	60.054524000000001	42.122838000000002	94.637148999999994	30.759191999999999	4294.6036519999998	1.94024	791613.42166700005	0	0	0	20	19.89151	100	0	4.247274	0	0	0	100	96.927430000000001	100	0	0.96107900000000002	50	60	0.99880500000000005	2666.1168590000002	51.271478000000002	-792186.96776499995	62	52	1	75	68	1	25	22	1	260	250	1	573.02609800000005	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997599	2025-04-29 23:29:25	52.13653	69.182149999999993	19.559650000000001	232.40690000000001	2583.6280000000002	17.06446	59.518059999999998	42.095999999999997	94.232529999999997	30.679410000000001	4272	1.8999999999999999	49.491599999999998	49.659999999999997	94.930359999999993	95.5	2.5379179999999999	2.3399999999999999	4.8650000000000002	4.5	0.1070144	0	0	0	80	-0.95042740000000003	32.088250000000002	86.516570000000002	54.686010000000003	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.096331999999997	72	72.016622999999996	19.559650000000001	19.609649999999998	232.40690000000001	232.80690000000001	2579.3554049999998	19.540700999999999	59.595754999999997	52.265846000000003	110.02035600000001	30.836690000000001	4292.4286030000003	2.0611489999999999	575.88309800000002	793073.79166700004	0	0	0	20	19.896777	100	0	4.2702119999999999	0	0	0	100	100	100	0	0.96151399999999998	50	60	1	2667.545505	51.204093999999998	-793650.19572800002	2578.2363519999999	17.184432000000001	59.608933999999998	42.366290999999997	94.640182999999993	30.753878	4285.4070350000002	2.7650570000000001	792915.45833299996	0	0	0	20	19.891182000000001	100	0	4.2695530000000002	0	0	0	100	96.928037000000003	100	0	0.96291899999999997	50	60	1	2665.5104379999998	51.259816000000001	-793489.03002299997	62	52	1	75	68	1	25	22	1	260	250	1	573.05169000000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997600	2025-04-29 23:29:55	52.36157	69.268950000000004	19.255839999999999	230.97460000000001	2583.6500000000001	17.012499999999999	58.053980000000003	42.07826	94.439830000000001	30.22343	4272	1.8999999999999999	49.705370000000002	49.659999999999997	94.918109999999999	95.5	2.549461	2.3399999999999999	4.8771129999999996	4.5	0.1067357	0	0	0	80	-1.1459619999999999	32.088250000000002	86.545500000000004	54.607889999999998	28.471450000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.091197000000001	72	72.018203999999997	19.255839999999999	19.30584	230.97460000000001	231.37459999999999	2580.0441959999998	19.456356	58.132198000000002	52.106053000000003	110.006066	30.809964999999998	4283.3604699999996	2.8799990000000002	575.95855100000006	792444.45333299995	0	0	0	20	19.900220999999998	100	0	4.3433900000000003	0	0	0	100	100	100	0	0.96332799999999996	50	60	1	2666.7210150000001	51.193314000000001	-793020.93279600004	2578.9234430000001	17.133952000000001	58.144854000000002	42.354505000000003	94.856735999999998	30.734538000000001	4289.4919179999997	2.4018009999999999	792286.12	0	0	0	20	19.894617	100	0	4.3427569999999998	0	0	0	100	96.971346999999994	100	0	0.96210200000000001	50	60	1	2664.701372	51.244256999999998	-792859.81082300004	62	52	1	75	68	1	25	22	1	260	250	1	573.17082300000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997601	2025-04-29 23:30:25	52.266849999999998	69.297889999999995	19.342649999999999	229.8288	2584.7559999999999	16.907060000000001	56.080649999999999	42.592010000000002	94.858860000000007	30.7075	4272	1.8999999999999999	49.616149999999998	49.659999999999997	94.921809999999994	95.5	2.5464639999999998	2.3399999999999999	4.8781999999999996	4.5	0.10424029999999999	0	0	0	80	-1.2395240000000001	32.088250000000002	86.516570000000002	54.451639999999998	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.091931000000002	72	72.015860000000004	19.342649999999999	19.39265	229.8288	230.22880000000001	2580.4267140000002	19.290648999999998	56.157784999999997	52.355165999999997	110.01702899999999	30.883285999999998	4287.3661810000003	2.5148830000000002	576.06341999999995	792105.92500000005	0	0	0	20	19.902134	100	0	4.4421109999999997	0	0	0	100	100	100	0	0.96252700000000002	50	60	1	2665.1186080000002	51.161831999999997	-792682.50933899998	2579.3002609999999	17.031200999999999	56.171523999999998	42.879075999999998	95.292584000000005	30.797666	4292.7874929999998	2.1195599999999999	791947.59166699997	0	0	0	20	19.896501000000001	100	0	4.4414239999999996	0	0	0	100	97.058516999999995	100	0	0.96144300000000005	50	60	1	2663.11058	51.213664999999999	-792521.46955100005	62	52	1	75	68	1	25	22	1	260	250	1	573.35788400000001	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997602	2025-04-29 23:30:55	52.293950000000002	69.124279999999999	19.009899999999998	228.68299999999999	2581.5970000000002	17.244489999999999	58.690539999999999	42.709719999999997	95.072460000000007	31.478570000000001	4272	1.8999999999999999	49.708069999999999	49.659999999999997	94.922499999999999	95.5	2.5499160000000001	2.3399999999999999	4.8776869999999999	4.5	0.1047498	0	0	0	80	-1.1832910000000001	32.088250000000002	86.516570000000002	54.373519999999999	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.088630000000002	72	72.016533999999993	19.009899999999998	19.059899999999999	228.68299999999999	229.083	2580.802314	19.594926000000001	58.767848999999998	52.327854000000002	110.00523099999999	30.906518999999999	4290.7415620000002	2.2282419999999998	575.92691200000002	791557.61666699999	0	0	0	20	19.904012000000002	100	0	4.3116079999999997	0	0	0	100	100	100	0	0.96185200000000004	50	60	1	2668.2329500000001	51.224863999999997	-792134.06446499994	2579.6738070000001	17.368106000000001	58.781413999999998	42.994672000000001	95.502898000000002	30.824168	4296.0849770000004	1.845172	791399.28333300003	0	0	0	20	19.898368999999999	100	0	4.3109289999999998	0	0	0	100	97.100579999999994	100	0	0.96078300000000005	50	60	0.99690299999999998	2666.2370310000001	51.273789000000001	-791973.07089800003	62	52	1	75	68	1	25	22	1	260	250	1	573.26756399999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997603	2025-04-29 23:31:25	52.588299999999997	69.182149999999993	18.821829999999999	226.77340000000001	2579.8609999999999	17.927679999999999	59.136130000000001	42.657690000000002	95.177229999999994	33.874670000000002	4272	1.8999999999999999	49.85765	49.659999999999997	94.942490000000006	95.5	2.5537719999999999	2.3399999999999999	4.8520110000000001	4.5	0.1081177	0	0	0	80	-1.1385799999999999	32.088250000000002	86.545500000000004	54.686010000000003	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.088275000000003	72	72.016284999999996	18.821829999999999	18.871829999999999	226.77340000000001	227.17339999999999	2580.140617	20.265135000000001	59.213304000000001	52.219025999999999	110.022155	31.151243999999998	4294.0440909999998	1.948458	575.89558499999998	790827.04833300004	0	0	0	20	19.900703	100	0	4.2893350000000003	0	0	0	100	100	100	0	0.96119100000000002	50	60	0.998969	2668.4342360000001	51.229076999999997	-791403.46480099997	2579.0109889999999	18.052347999999999	59.227004000000001	42.946874999999999	95.614247000000006	31.06786	4301.5188470000003	1.4063369999999999	790668.71499999997	0	0	0	20	19.895054999999999	100	0	4.2886499999999996	0	0	0	100	97.122849000000002	100	0	0.95969599999999999	50	60	0.98812699999999998	2666.4418070000002	51.277726999999999	-791242.48937700002	62	52	1	75	68	1	25	22	1	260	250	1	573.25437699999998	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997604	2025-04-29 23:31:55	52.233370000000001	69.182149999999993	18.821829999999999	227.72819999999999	2569.018	18.0581	58.690539999999999	42.656559999999999	94.889930000000007	30.989550000000001	4272	1.8999999999999999	49.566240000000001	49.659999999999997	94.903239999999997	95.5	2.5599569999999998	2.3399999999999999	4.8915839999999999	4.5	0.107075	0	0	0	80	-1.188123	32.088250000000002	86.516570000000002	56.014099999999999	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.091572999999997	72	72.015790999999993	18.821829999999999	18.871829999999999	227.72819999999999	228.12819999999999	2579.3265179999999	20.434387999999998	58.767626	52.387740000000001	109.998577	31.193283000000001	4299.4057270000003	1.5133460000000001	575.90833299999997	791145.31499999994	0	0	0	20	19.896633000000001	100	0	4.3116190000000003	0	0	0	100	99.999714999999995	100	0	0.96011899999999994	50	60	0.99026700000000001	2667.266208	51.203411000000003	-791721.74424799997	2578.199443	18.183249	58.781413999999998	42.947682	95.329956999999993	31.107403999999999	4298.9715809999998	1.621049	790986.98166699999	0	0	0	20	19.890996999999999	100	0	4.3109289999999998	0	0	0	100	97.065990999999997	100	0	0.960206	50	60	0.992421	2665.2605010000002	51.255009999999999	-791560.72221100004	62	52	1	75	68	1	25	22	1	260	250	1	573.22054500000002	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997605	2025-04-29 23:32:25	52.35718	69.211079999999995	18.79289	228.2056	2578.846	17.524629999999998	58.244950000000003	42.355969999999999	94.713149999999999	30.229289999999999	4272	1.8999999999999999	49.696489999999997	49.659999999999997	94.921279999999996	95.5	2.5541420000000001	2.3399999999999999	4.8750159999999996	4.5	0.1065451	0	0	0	80	-1.2034450000000001	32.088250000000002	86.545500000000004	56.014099999999999	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.092948	72	72.015938000000006	18.79289	18.842890000000001	228.58750000000001	228.98750000000001	2578.595554	19.928512999999999	58.322167999999998	52.208081	110.00909	31.201466	4296.829675	1.7308570000000001	575.928541	791417.27833300002	0	0	0	20	19.892977999999999	100	0	4.3338919999999996	0	0	0	100	100	100	0	0.96063399999999999	50	60	0.99461699999999997	2665.908281	51.175992000000001	-791993.72780400002	2577.470534	17.650303000000001	58.335824000000002	42.649197999999998	95.156450000000007	31.116069	4296.6816319999998	1.8189409999999999	791258.94499999995	0	0	0	20	19.887353000000001	100	0	4.3332090000000001	0	0	0	100	97.031289999999998	100	0	0.96066399999999996	50	60	0.99637900000000001	2663.894816	51.228746000000001	-791832.67389400001	62	52	1	75	68	1	25	22	1	260	250	1	573.20889399999999	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997606	2025-04-29 23:32:55	52.323219999999999	69.211079999999995	18.937560000000001	226.3914	2574.8820000000001	17.71743	57.41742	41.850090000000002	94.173310000000001	31.363130000000002	4272	1.8999999999999999	49.677169999999997	49.659999999999997	94.927859999999995	95.5	2.5369700000000002	2.3399999999999999	4.863416	4.5	0.10908470000000001	0	0	0	80	-1.0205029999999999	32.088250000000002	86.516570000000002	55.545360000000002	28.355709999999998	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.096606000000001	72	72.016586000000004	18.937560000000001	18.987559999999998	226.3914	226.79140000000001	2578.2161820000001	20.201018999999999	57.495108999999999	52.052284999999998	110.011174	31.310191	4294.4960590000001	1.9231229999999999	575.98010599999998	790757.57999999996	0	0	0	20	19.891081	100	0	4.3752449999999996	0	0	0	100	100	100	0	0.96110099999999998	50	60	0.99846199999999996	2664.878005	51.152622000000001	-791334.08107199997	2577.0973519999998	17.842770000000002	57.508293999999999	42.141981000000001	94.614531999999997	31.22719	4302.9061769999998	1.3179590000000001	790599.246667	0	0	0	20	19.885487000000001	100	0	4.3745849999999997	0	0	0	100	96.922905999999998	100	0	0.95941900000000002	50	60	0.98635899999999999	2662.8423039999998	51.208506	-791172.89542299998	62	52	1	75	68	1	25	22	1	260	250	1	573.12875599999995	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997607	2025-04-29 23:33:25	52.358629999999998	69.153210000000001	19.082239999999999	228.39660000000001	2578.491	17.349160000000001	59.454410000000003	42.102870000000003	94.461500000000001	32.55771	4272	1.8999999999999999	49.729660000000003	49.659999999999997	94.969430000000003	95.5	2.5184099999999998	2.3399999999999999	4.8194619999999997	4.5	0.11055760000000001	0	0	0	80	-0.82811100000000004	32.117179999999998	86.545500000000004	55.15475	28.41358	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.092672	72	72.017225999999994	19.082239999999999	19.132239999999999	227.91919999999999	228.3192	2578.3218139999999	19.789161	59.532228000000003	52.113621999999999	110.00212999999999	31.531008	4300.7983640000002	1.425314	575.86416999999994	791339.18666699994	0	0	0	20	19.891608999999999	100	0	4.2733889999999999	0	0	0	100	100	100	0	0.95984000000000003	50	60	0.988506	2667.0213549999999	51.197629999999997	-791915.57176299999	2577.2000800000001	17.474595000000001	59.545284000000002	42.395141000000002	94.903313999999995	31.4512	4298.741618	1.661484	791180.85333299998	0	0	0	20	19.885999999999999	100	0	4.2727360000000001	0	0	0	100	96.980663000000007	100	0	0.96025199999999999	50	60	0.99322999999999995	2665.0009949999999	51.250019000000002	-791754.46621400001	62	52	1	75	68	1	25	22	1	260	250	1	573.09288000000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
997608	2025-04-29 23:33:55	52.286960000000001	69.153210000000001	19.299250000000001	227.2508	2575.576	17.130099999999999	59.199779999999997	42.232770000000002	94.519720000000007	31.286159999999999	4272	1.8999999999999999	49.631909999999998	49.659999999999997	94.909599999999998	95.5	2.543336	2.3399999999999999	4.8761510000000001	4.5	0.11170869999999999	0	0	0	80	-0.70945720000000001	32.088250000000002	86.545500000000004	55.545360000000002	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.092672	72	72.017049	19.299250000000001	19.349250000000001	227.6327	228.03270000000001	2577.388856	19.564284000000001	59.277513999999996	52.217959999999998	110.020904	31.60493	4296.6482459999997	1.767876	575.87157999999999	791352.19166699995	0	0	0	20	19.886944	100	0	4.286124	0	0	0	100	100	100	0	0.96067000000000002	50	60	0.99535799999999997	2665.8016940000002	51.174216999999999	-791928.58417299995	2576.2666250000002	17.255248999999999	59.290654000000004	42.523890999999999	94.959746999999993	31.524357999999999	4299.6532319999997	1.594517	791193.85833299998	0	0	0	20	19.881333000000001	100	0	4.2854669999999997	0	0	0	100	96.991949000000005	100	0	0.96006899999999995	50	60	0.99189000000000005	2663.7824380000002	51.226585	-791767.48904300004	62	52	1	75	68	1	25	22	1	260	250	1	573.11070900000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	0	1	1	1	0	1
997609	2025-04-29 23:34:26	52.501249999999999	69.182149999999993	19.15457	227.2508	2582.0250000000001	17.04036	61.109459999999999	41.956470000000003	94.457719999999995	31.391020000000001	4272	1.8999999999999999	49.832900000000002	49.659999999999997	94.920140000000004	95.5	2.5583330000000002	2.3399999999999999	4.8704130000000001	4.5	0.1100068	0	0	0	80	-0.6092398	32.088250000000002	86.545500000000004	54.842260000000003	28.384650000000001	6.9999989999999999	31.5	28	0	0	4000	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null	52	52.092927000000003	72	72.017144000000002	19.15457	19.20457	226.96430000000001	227.36429999999999	2577.9101030000002	19.482593999999999	61.187251000000003	51.977020000000003	110.013589	31.476761	4297.5514480000002	1.6991019999999999	575.77749600000004	791057.05166700005	0	0	0	20	19.889551000000001	100	0	4.1906369999999997	0	0	0	100	100	100	0	0.96048999999999995	50	60	0.99398200000000003	2668.1136529999999	51.218347000000001	-791633.35009199998	2576.7884429999999	17.166675999999999	61.200333999999998	42.252285999999998	94.905043000000006	31.396571000000002	4301.6223650000002	1.442042	790898.71833299997	0	0	0	20	19.883942000000001	100	0	4.1899829999999998	0	0	0	100	96.981009	100	0	0.95967599999999997	50	60	0.98884099999999997	2666.0926300000001	51.271011999999999	-791472.24178399995	62	52	1	75	68	1	25	22	1	260	250	1	573.00345000000004	2800	2600	23	17	45	20	33	20	130	110	77	21	100	100	1	1	1	1	1	1	1	1
