1292231	2025-02-04 03:47:56	253.01017761230469	40.784313201904297	143.61784362792969	100	52.549018859863281	100	96.078430175781236	64.010002136230469	4.6348075866699219	251.95056199999999	252.25011499999999	252.25011499999999	40	40	147	147	null	null	53	53	null	null	96	96	63.988968	63.977843	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.999808	14.046452	0.019342000000000002	0.019341000000000001	0.065986000000000003	0.065986000000000003	62.635101318359375	62.574053999999997	62.518664999999999	0.703125	0.71182699999999999	0.711032	58.716129302978509	52.633876999999998	62.478349000000001	56.330683999999998	1857.2344970703125	1821.5705969999999	1823.7657449999999	1822.5530100000001	1323.493896484375	1332.7129520000001	1332.0249080000001	1332.2476819999999	35.954208374023438	37.172952000000002	37.530712000000001	37.555227000000002	2.8215570449829106	2.859883	2.874822	2.871572	89.539703369140625	90.28398	90.28398	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	89.958192999999994	10	10	40	40	10	10	30	30	30	30	49.429004999999997	49.429004999999997	10	10	10	10	0	0	0	0	0	0	0	0	3639.429005	3639.3871979999999	2.8226100000000001	2.8226100000000001	12.613944999999999	12.659345999999999	12.670565	252.25011499999999	251.95056199999999	0.33039400000000002	0.33031700000000003	14	14	-17639.759398999999	-17639.717515	0.183334	0.183334
1292232	2025-02-04 03:48:56	250.83724975585935	40.784313201904297	142.92840576171875	100	52.549018859863281	100	96.078430175781236	63.965000152587891	4.6226096153259277	252.250122	252.54984999999999	252.54984999999999	40	40	147	147	null	null	53	53	null	null	96	96	63.97784	64.021683999999993	55.000064999999999	55.000064999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.999831	14.112447	-0.046621000000000003	-0.046618	0.065994999999999998	0.065994999999999998	61.356376647949219	61.294573999999997	61.239151999999997	0.69589120149612427	0.70339600000000002	0.7026	49.300846099853523	53.467922000000002	64.621245000000002	58.246746999999999	1910.95263671875	1847.186483	1849.503097	1848.0036520000001	1327.77587890625	1330.89328	1330.2637709999999	1330.4866790000001	37.615020751953125	37.086683999999998	37.61918	37.522593000000001	2.8399345874786377	2.830746	2.857024	2.8527719999999999	89.725685119628906	90.446034999999995	90.446034999999995	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	89.898797999999999	10	10	40	40	10	10	30	30	30	30	49.388491000000002	49.388491000000002	10	10	10	10	0	0	0	0	0	0	0	0	3639.3884910000002	3639.2872889999999	2.800481	2.800481	12.817739	12.739608	12.749302	252.54984999999999	252.250122	0.32916000000000001	0.32908300000000001	14	14	-17639.717650999999	-17639.616372	0.183334	0.183334
1292233	2025-02-04 03:49:56	251.44084167480469	40.784313201904297	143.87925720214844	100	52.549018859863281	100	96.078430175781236	64.025001525878906	4.6545734405517578	252.54984999999999	252.24985000000001	252.24985000000001	40	40	147	147	null	null	53	53	null	null	96	96	64.021682999999996	64.120435000000001	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.999936	14.131791	-0.112511	-0.124502	0.019344	0.019344	62.364921569824219	62.192363	62.247853999999997	0.72482633590698242	0.73008300000000004	0.73087999999999997	56.606464385986328	54.874479999999998	54.561776000000002	60.462037000000002	1905.6331787109375	1891.2734379999999	1892.0594759999999	1892.8182939999999	1327.98876953125	1328.818237	1328.772819	1328.5496760000001	36.767280578613281	36.770269999999996	37.505907999999998	37.288424999999997	2.772507905960083	2.8062209999999999	2.8361040000000002	2.837758	89.604400634765625	90.279703999999995	90.279703999999995	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	88.738215999999994	88.715451000000002	0	0	100	100	50	50	90	89.881388000000001	10	10	40	40	10	10	30	30	30	30	49.430073999999998	49.430073999999998	10	10	10	10	0	0	0	0	0	0	0	0	1638.1682900000001	1638.0269129999999	2.7797350000000001	2.7797350000000001	12.952795999999999	12.917107	12.903022	252.24985000000001	252.54984999999999	0.32782099999999997	0.32789800000000002	14	14	-15638.49611	-15638.354810999999	0.183334	0.183334
1292234	2025-02-04 03:50:56	252.53697204589844	40.784313201904297	142.82077026367188	100	52.549018859863281	100	96.078430175781236	64.095001220703125	4.6321020126342773	252.24984699999999	251.94984700000001	251.94984700000001	40	40	147	147	null	null	53	53	null	null	96	96	64.120437999999993	64.220438000000001	55.000064999999999	55.000064999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	14.017785999999999	14.085175	-0.114005	-0.126	-0.046615999999999998	-0.046615999999999998	62.877052307128906	62.704808999999997	62.760300000000001	0.84707754850387573	0.85253800000000002	0.85333499999999995	56.256187438964851	54.054499	61.474114	67.014038999999997	1879.49462890625	1879.494629	1879.973477	1880.7258469999999	1327.998779296875	1326.814331	1326.5905069999999	1326.3673779999999	36.217731475830078	36.638559999999998	37.473948999999998	37.253762999999999	2.7583281993865967	2.7654179999999999	2.8505889999999998	2.8522159999999999	89.514251708984375	90.202809999999999	90.202809999999999	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.100796000000003	89.078225000000003	0	0	100	100	50	50	89.983992999999998	89.923342000000005	10	10	40	40	10	10	30	30	30	30	49.449297000000001	49.449297000000001	10	10	10	10	0	0	0	0	0	0	0	0	1638.5340859999999	1638.4508639999999	2.7467929999999998	2.7467929999999998	12.9175	12.875729	12.861641000000001	251.94984700000001	252.24984699999999	0.32581199999999999	0.32589000000000001	14	14	-15638.859898000001	-15638.776754	0.183334	0.183334
1292235	2025-02-04 03:51:56	250.98199462890625	40.784313201904297	143.205078125	99.607841491699219	52.549018859863281	100	96.078430175781236	64.230003356933594	4.6198906898498535	251.94984400000001	251.649844	251.649844	40	40	147	147	null	null	53	53	null	null	96	96	64.220436000000007	64.286557999999999	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.999829	13.960668999999999	-0.085346000000000005	-0.085346000000000005	-0.12450600000000001	-0.12450600000000001	61.327835083007805	61.157719999999998	61.213211000000001	0.93388307094573964	0.94063300000000005	0.94142899999999996	60.135581970214851	57.666077999999999	53.462747999999998	59.757230999999997	1862.96435546875	1862.9643550000001	1863.1374980000001	1864.066188	1342.502685546875	1331.5665280000001	1331.147107	1330.923994	35.347213745117188	36.486812	37.246307000000002	37.100704999999998	2.7987794876098633	2.7785540000000002	2.783919	2.7861729999999998	89.51580810546875	90.162654000000003	90.162654000000003	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.605874999999997	89.578013999999996	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.459336	49.459336	10	10	10	10	0	0	0	0	0	0	0	0	1639.0652110000001	1639.0373509999999	2.7650329999999999	2.7650329999999999	12.952127000000001	12.841379	12.828310999999999	251.649844	251.94984400000001	0.32681500000000002	0.32689299999999999	14	14	-15639.392026	-15639.364243	0.183334	0.183334
1292236	2025-02-04 03:52:56	251.74868774414065	40.784313201904297	142.69654846191406	100	52.549018859863281	100	96.078430175781236	64.279998779296875	4.6361255645751953	251.64984100000001	251.349841	251.349841	40	40	147	147	null	null	53	53	null	null	96	96	64.286559999999994	64.248759000000007	55.000064999999999	55.000064999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	0	1	0	0	0	14	14.000031	13.834671	0.039362000000000001	0.039362000000000001	-0.125998	-0.125998	61.286552429199219	61.118408000000002	61.173898999999999	0.78269678354263317	0.79125999999999996	0.79205599999999998	60.495471954345703	58.962414000000003	57.012856999999997	63.751815999999998	1896.502197265625	1879.6537269999999	1879.5897199999999	1881.059168	1354.2734375	1338.190918	1337.6436940000001	1337.4205899999999	36.344009399414062	36.169058999999997	36.701810999999999	36.785069	2.8180811405181885	2.80843	2.8304209999999999	2.834568	89.724342346191406	90.325395999999998	90.325395999999998	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.112307999999999	89.068224999999998	0	0	100	100	50	50	89.999972	90	10	10	40	40	10	10	30	30	30	30	49.418650999999997	49.418650999999997	10	10	10	10	0	0	0	0	0	0	0	0	1638.5309319999999	1638.4868759999999	2.7990900000000001	2.7990900000000001	12.925643000000001	12.945842000000001	12.935692	251.349841	251.64984100000001	0.328731	0.32880799999999999	14	14	-15638.859662000001	-15638.815683999999	0.183334	0.183334
1292237	2025-02-04 03:53:56	251.78987121582031	40.784313201904297	144.22856140136719	100	52.156864166259766	100	96.078430175781236	64.2449951171875	4.6213288307189941	251.34983800000001	251.64939100000001	251.64939100000001	40	40	147	147	null	null	53	53	null	null	96	96	64.248756	64.198757999999998	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.888669	13.749321999999999	0.053997999999999997	0.065989999999999993	-0.085348999999999994	-0.085348999999999994	62.394454956054688	62.339001000000003	62.283614	0.80873841047286987	0.82093000000000005	0.82013499999999995	51.877796173095703	57.502949999999998	68.869508999999994	62.985737999999998	1760.1065673828125	1760.106567	1763.3053150000001	1762.2951109999999	1347.5673828125	1343.0855710000001	1342.070033	1342.292778	37.885215759277344	36.448543000000001	36.956825000000002	37.066949000000001	2.8362183570861816	2.8271500000000001	2.8632680000000001	2.8607309999999999	90.01702880859375	90.590760000000003	90.590760000000003	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.352310000000003	49.352310000000003	10	10	10	10	0	0	0	0	0	0	0	0	3639.3523100000002	3639.3523100000002	2.8227829999999998	2.8227829999999998	12.786026	12.486945	12.499131999999999	251.64939100000001	251.34983800000001	0.33030399999999999	0.33022699999999999	14	14	-17639.682614000001	-17639.682537000001	0.183334	0.183334
1292238	2025-02-04 03:54:56	252.39508056640625	40.784313201904297	143.82870483398438	100	52.549018859863281	100	96.078430175781236	64.200004577636719	4.6448488235473633	251.64939899999999	251.94895199999999	251.94895199999999	40	40	147	147	null	null	53	53	null	null	96	96	64.198761000000005	64.148764	55.000064999999999	55.000064999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.803319	13.788686999999999	0.053996000000000002	0.065988000000000005	0.039364000000000003	0.039364000000000003	63.206809997558594	63.151986999999998	63.096598999999998	0.80367475748062123	0.81721100000000002	0.81641699999999995	48.894798278808594	53.756022000000002	64.556714999999997	58.665483000000002	1858.71142578125	1838.440063	1841.8030719999999	1840.7929039999999	1340.37646484375	1346.179993	1345.0155810000001	1345.2383150000001	37.372089385986328	36.737132000000003	37.148277999999998	37.258419000000004	2.767697811126709	2.8019579999999999	2.8379460000000001	2.8354080000000002	90.146949768066406	90.714230000000001	90.714230000000001	1	1	1000	1000	1000	1000	40	40	50	50	20	20	20	20	30	30	90	90	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.321443000000002	49.321443000000002	10	10	10	10	0	0	0	0	0	0	0	0	3639.3214429999998	3639.3214429999998	2.8014619999999999	2.8014619999999999	12.763154	12.796112000000001	12.808652	251.94895199999999	251.64939899999999	0.329069	0.32899200000000001	14	14	-17639.650512	-17639.650433999999	0.183334	0.183334
1292239	2025-02-04 03:55:56	254.64152526855469	40.784313201904297	144.12773132324219	100	52.549018859863281	100	96.078430175781236	64.134994506835938	4.6163334846496582	251.94894400000001	251.648944	251.648944	40	40	147	147	null	null	53	53	null	null	96	96	64.148765999999995	64.048766000000001	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.914678	13.854672000000001	0.12599099999999999	0.114	0.065986000000000003	0.065986000000000003	63.834541320800781	63.669077999999999	63.724567	0.72193282842636108	0.73426999999999998	0.735066	47.518379211425781	49.430325000000003	37.330305000000003	44.846141000000003	1966.8397216796875	1861.8859050000001	1862.250722	1864.0435379999999	1333.22119140625	1343.8596190000001	1342.930711	1342.7076400000001	38.412235260009766	37.503386999999996	37.801468999999997	38.021790000000003	2.819094181060791	2.793396	2.75528	2.7605940000000002	90.198135375976562	90.729590999999999	90.729590999999999	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.632478000000006	89.578693999999999	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.317602000000001	49.317602000000001	10	10	10	10	0	0	0	0	0	0	0	0	1638.950081	1638.8962959999999	2.7984230000000001	2.7984230000000001	12.736528	12.886932	12.878691999999999	251.648944	251.94894400000001	0.32879799999999998	0.32887499999999997	14	14	-15639.278879	-15639.225171	0.183334	0.183334
1292240	2025-02-04 03:56:56	249.89836120605469	40.784313201904297	144.47727966308594	100	52.549018859863281	100	96.078430175781236	64.104995727539062	4.6368608474731445	251.64894100000001	251.348941	251.348941	40	40	147	147	null	null	53	53	null	null	96	96	64.048766999999998	63.948766999999997	55.000064999999999	55.000064999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.980663	13.920658	0.12599099999999999	0.114	0.065985000000000002	0.065985000000000002	64.539802551269531	64.375600000000006	64.431089	0.73423033952713013	0.74643499999999996	0.74723099999999998	49.295867919921875	48.569682	45.508194000000003	52.544159999999998	1901.121826171875	1901.1218260000001	1902.0514840000001	1903.8440370000001	1336.3726806640625	1339.3844300000001	1338.411016	1338.18795	38.243053436279297	37.978147999999997	38.268036000000002	38.488357000000001	2.8593392372131348	2.8392170000000001	2.8664200000000002	2.8716970000000002	90.017433166503906	90.564419000000001	90.564419000000001	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	88.438455000000005	88.384679000000006	0	0	100	100	50	50	90	90	10	10	40	40	10	10	30	30	30	30	49.358894999999997	49.358894999999997	10	10	10	10	0	0	0	0	0	0	0	0	1637.7973509999999	1637.7435740000001	2.8473359999999999	2.8473359999999999	13.150361	13.044537	13.036098000000001	251.348941	251.64894100000001	0.33156099999999999	0.33163700000000002	14	14	-15638.128911	-15638.075212	0.183334	0.183334
1292241	2025-02-04 03:57:56	250.87870788574219	40.784313201904297	144.78614807128906	100	52.156864166259766	100	96.078430175781236	63.900001525878906	4.6251969337463379	251.34892300000001	251.048923	251.048923	40	40	147	147	null	null	53	53	null	null	96	96	63.948768999999999	63.877654999999997	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	13.999993999999999	14.034656	0.079337000000000005	0.079337000000000005	0.113998	0.113998	65.371711730957031	65.206406000000001	65.261894999999996	0.63512730598449707	0.64592499999999997	0.64672200000000002	42.409225463867188	46.407823999999998	32.579475000000002	39.959718000000002	1880.6435546875	1880.6435550000001	1882.0501019999999	1883.6922219999999	1337.6712646484375	1336.9104	1335.8727719999999	1335.6497119999999	37.445701599121094	37.868270000000003	38.165669999999999	38.322355000000002	2.9068818092346191	2.883111	2.8425760000000002	2.8473609999999998	89.726570129394531	90.280647999999999	90.280647999999999	0	0	0	0	0	0	40	40	50	50	20	20	0	0	30	30	89.038497000000007	88.989232999999999	0	0	100	100	50	50	90	89.968810000000005	10	10	40	40	10	10	30	30	30	30	49.429837999999997	49.429837999999997	10	10	10	10	0	0	0	0	0	0	0	0	1638.468335	1638.3878810000001	2.8932959999999999	2.8932959999999999	13.117815	12.969936000000001	12.960725	251.048923	251.34892300000001	0.33418999999999999	0.33426699999999998	14	14	-15638.802524999999	-15638.722148000001	0.183334	0.183334
1292242	2025-02-04 03:58:56	252.33125305175781	40.784313201904297	144.52651977539062	100	52.549018859863281	100	96.078430175781236	63.900001525878906	4.6444168090820312	251.04892000000001	250.74892	250.74892	40	40	147	147	null	null	53	53	null	null	96	96	63.877654999999997	63.901516999999998	55.000064999999999	55.000064999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	14.000021	14.148654000000001	-0.034634999999999999	-0.034634999999999999	0.113998	0.113998	65.205291748046875	65.037699000000003	65.093188999999995	0.50347220897674561	0.51237900000000003	0.51317500000000005	46.777641296386719	46.160912000000003	40.011890000000001	46.524973000000003	1963.40966796875	1915.05835	1916.9221910000001	1918.070254	1354.817626953125	1340.5206909999999	1339.350502	1339.1274539999999	37.351707458496094	37.863174000000001	38.362538999999998	38.309973999999997	2.8690435886383057	2.8879630000000001	2.8935409999999999	2.8965640000000001	89.553855895996094	90.096481999999995	90.096481999999995	0	0	0	0	0	0	40	40	50	50	20	20	0	0	30	30	87.992334	87.957892000000001	0	0	100	100	50	50	89.999982000000003	89.866212000000004	10	10	40	40	10	10	30	30	30	30	49.475879999999997	49.475879999999997	10	10	10	10	0	0	0	0	0	0	0	0	1637.4681949999999	1637.299984	2.900369	2.900369	13.052058000000001	13.13918	13.126954	250.74892	251.04892000000001	0.33448800000000001	0.334565	14	14	-15637.802683	-15637.634549	0.183334	0.183334
1292243	2025-02-04 03:59:56	253.58491516113281	40.784313201904297	143.01774597167969	99.607841491699219	52.549018859863281	100	96.078430175781236	63.904998779296875	4.6063542366027832	250.748932	250.44893200000001	250.44893200000001	40	40	147	147	null	null	53	53	null	null	96	96	63.901511999999997	64.001512000000005	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	14.022653999999999	14.22799	-0.126	-0.126	0.079336000000000004	0.079336000000000004	63.61956787109375	63.449294999999999	63.504786000000003	0.70240157842636108	0.70956699999999995	0.710364	55.914585113525391	48.367151	41.504615999999999	47.651981999999997	1919.43505859375	1919.4350589999999	1921.8108239999999	1922.5628549999999	1333.83154296875	1340.6732790000001	1339.384378	1339.1613400000001	38.415531158447266	37.863998000000002	38.509380999999998	38.289124999999999	2.8725099563598633	2.8707769999999999	2.8673139999999999	2.8689450000000001	89.682380676269531	90.239496000000003	90.239496000000003	0	0	0	0	0	0	40	40	50	50	20	20	0	0	30	30	87.845675	87.823114000000004	0	0	100	100	50	50	89.979612000000003	89.794809000000001	10	10	40	40	10	10	30	30	30	30	49.440125999999999	49.440125999999999	10	10	10	10	0	0	0	0	0	0	0	0	1637.2654130000001	1637.0580500000001	2.887067	2.887067	13.012209	13.175159000000001	13.160628000000001	250.44893200000001	250.748932	0.33362999999999998	0.333708	14	14	-15637.599044000001	-15637.391758	0.183334	0.183334
1292244	2025-02-04 04:00:56	251.1732177734375	40.784313201904297	143.06631469726562	100	52.549018859863281	100	96.078430175781236	64.014999389648438	4.6341166496276855	250.44892899999999	250.14892900000001	250.14892900000001	40	40	147	147	null	null	53	53	null	null	96	96	64.001510999999994	64.101511000000002	55.000064999999999	55.000064999999999	1	1	1	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	14.101990000000001	14.193362	-0.126	-0.126	-0.034627999999999999	-0.034627999999999999	63.009658813476562	62.837809	62.893300000000004	0.80295145511627197	0.80916299999999997	0.80995899999999998	68.117683410644531	56.936636999999997	46.762836999999998	53.090068000000002	1852.3773193359375	1852.3773189999999	1854.4136120000001	1855.165696	1337.7923583984375	1341.028198	1339.45147	1339.2284560000001	38.436264038085938	37.912300999999999	38.473382000000001	38.253087000000001	2.8518896102905273	2.8622000000000001	2.8333889999999999	2.8350230000000001	90.032402038574219	90.649175	90.649175	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	89.867592000000002	89.845028999999997	0	0	100	100	50	50	89.908208999999999	89.825975	10	10	40	40	10	10	30	30	30	30	49.337705999999997	49.337705999999997	10	10	10	10	0	0	0	0	0	0	0	0	1639.113507	1639.0087100000001	2.881812	2.881812	13.101241999999999	12.921656	12.907411	250.14892900000001	250.44892899999999	0.33331699999999997	0.333395	14	14	-15639.446824000001	-15639.342105	0.183334	0.183334
1292245	2025-02-04 04:01:56	254.1910095214844	40.784313201904297	143.91850280761719	100	52.549018859863281	100	96.078430175781236	64.104995727539062	4.6423521041870117	250.14892599999999	249.84892600000001	249.84892600000001	40	40	147	147	null	null	53	53	null	null	96	96	64.101508999999993	64.201509000000001	55.000064999999999	55.000064999999999	1	1	0	1	1	1	0	58.5	4.8799999999999999	1727.5	0	1	1	0	0	0	14	14.067361	14.067363	-0.126	-0.126	-0.125998	-0.125998	64.034599304199219	63.859594999999999	63.915087999999997	0.72337967157363892	0.72979499999999997	0.73059200000000002	39.260208129882812	54.430826000000003	41.37632	47.853209	1890.0675048828125	1887.2932940000001	1889.271776	1890.02387	1345.09912109375	1342.885162	1341.0346420000001	1340.8116500000001	37.580680847167969	37.946046000000003	38.448805999999998	38.228484999999999	2.7571194171905522	2.8045049999999998	2.7539220000000002	2.755557	90.328636169433594	90.981954999999999	90.981954999999999	0	0	0	0	0	0	40	40	50	50	20	20	20	20	30	30	88.821847000000005	88.799284	0	0	100	100	50	50	89.939374999999998	89.939373000000003	10	10	40	40	10	10	30	30	30	30	49.254511000000001	49.254511000000001	10	10	10	10	0	0	0	0	0	0	0	0	1638.015733	1637.993168	2.8343929999999999	2.8343929999999999	12.856963	13.082927	13.068471000000001	249.84892600000001	250.14892599999999	0.33043699999999998	0.330515	14	14	-15638.346170000001	-15638.323684000001	0.183334	0.183334
