VarId		2	4	6	10	620199	620299	620399	620599	51	52	53	54	55	56	57	58	59	60	113	115	118	124	141	142	149	151	152	153	154	155	156	157	158	159	160	161	162	163	173	184	185	186	501	20000010	20000005	20000000	20000002	20000003	10000005	9000	9000	9025	9025	9125	9125	9225	9225	9325	9325	6030	6030	7138	7138	180	183	202	203	204	205	20100	20200	20300	20500	20100	20300	20200	20500	600000	620101	620151	620201	620251	620301	620351	620501	620551	51	51	52	52	53	53	54	54	55	55	56	56	57	57	58	58	59	59	60	60	651101	651151	651201	651251	651301	651351	651401	651451	651501	651551	651601	651651	651701	651751	651801	651851	651901	651951	652001	652051	6000	8002	7000	7000	8000	8000	8001	8001	8002	8002	10000	10000	7116	7117	7126	7127	7136	7137	7146	7147	7156	7157	7166	7167	7176	7177	7186	7187	7196	7197	7206	7207	7116	7117	7126	7127	7136	7137	7146	7147	7156	7157	7166	7167	7176	7177	7186	7187	7196	7197	7206	7207
1212546	2025-01-30 11:32:54	0	64.305930000000004	-8.2694860000000006	-30.03472	1	1	1	1	0.19334989999999999	3.3055540000000002e-06	3.5097130000000001	27.97382	29.164639999999999	271.94779999999997	0	0.76810809999999996	0.77375660000000002	1.6000000000000001	-6.8341289999999999	62.097799999999999	-7.1433749999999998	0.36892360000000002	-30.018439999999998	900	4.3070029999999999	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	164.58330000000001	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.2694860000000006	-30.018439999999998	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	332.78932600000002	332.78932600000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212547	2025-01-30 11:33:24	0	64.310280000000006	-8.2322159999999993	-30.251729999999998	1	1	1	1	0.27810489999999999	1.2159329999999999e-06	3.817936	28.097280000000001	31.562930000000001	272.53089999999997	0	0.90874200000000005	0.92276139999999995	1.6000000000000001	-6.9245510000000001	61.089410000000001	-7.251881	0.66189240000000005	-30.192049999999998	900	4.3156829999999999	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	161.52350000000001	0	0	1	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.2322159999999993	-30.192049999999998	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	336.28715199999999	336.28715199999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212548	2025-01-30 11:33:54	0	64.320210000000003	-8.1513069999999992	-29.611540000000002	1	1	1	1	0.213863	4.4727530000000002e-07	3.6521050000000002	28.102689999999999	30.967739999999999	272.0763	0	0.78911659999999995	0.80417439999999996	1.6000000000000001	-6.7853009999999996	60.228580000000001	-6.9697649999999998	0.35807290000000003	-29.578990000000001	900	4.2418990000000001	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	165.23439999999999	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.1513069999999992	-29.578990000000001	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	335.012698	335.012698	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212549	2025-01-30 11:34:24	0	64.316379999999995	-8.1695239999999991	-29.964189999999999	1	1	1	1	0.21802060000000001	1.6452810000000002e-07	3.8193489999999999	28.001349999999999	37.602429999999998	272.11770000000001	0	0.71386499999999997	0.71077780000000002	1.6000000000000001	-6.87934	59.392359999999996	-7.1795429999999998	0.390625	-30.137799999999999	900	4.3974250000000001	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	164.51820000000001	0	0	0	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.1695239999999991	-30.137799999999999	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	341.75885	341.75885	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212550	2025-01-30 11:34:54	0	64.313220000000001	-8.2153670000000005	-29.996739999999999	1	1	1	1	0.23836019999999999	6.0520909999999994e-08	3.746515	28.256519999999998	28.691990000000001	273.12369999999999	0	0.68109209999999998	0.6872239	1.6000000000000001	-6.8576389999999998	58.654510000000002	-7.0638050000000003	2.2026910000000002	-30.00217	900	4.361256	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	165.2561	0	0	1	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.2153670000000005	-30.00217	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	334.05708499999997	334.05708499999997	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212551	2025-01-30 11:35:24	0	64.307659999999998	-8.2721769999999992	-30.18121	1	1	1	1	0.2599477	2.226234e-08	3.3768859999999998	28.51559	41.926360000000003	273.27080000000001	0	0.66014859999999997	0.6602498	1.6000000000000001	-6.7201969999999998	58.039639999999999	-7.3784710000000002	0.35807290000000003	-30.257159999999999	900	4.1833049999999998	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	165.54910000000001	0	0	0	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.2721769999999992	-30.257159999999999	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	347.34958399999999	347.34958399999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212552	2025-01-30 11:35:54	0	64.318079999999995	-8.1960789999999992	-30.31683	1	1	1	1	0.2237605	7.9205999999999985e-09	3.7676949999999998	28.61731	31.650459999999999	274.22379999999998	0	0.98249359999999997	0.89032100000000003	1.6000000000000001	-6.7961520000000002	57.301789999999997	-7.3567729999999996	0.4846644	-30.452470000000002	900	4.0921589999999997	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	165.07159999999999	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.1960789999999992	-30.452470000000002	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	338.483026	338.483026	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212553	2025-01-30 11:36:24	0	64.312269999999998	-8.1730219999999996	-30.143229999999999	1	1	1	1	0.20486460000000001	3.0123209999999997e-09	3.5370159999999999	28.651969999999999	45.742620000000002	274.89780000000002	0	1.2487619999999999	1.20733	1.6000000000000001	-6.6731769999999999	56.71152	-7.2663500000000001	0.24956600000000001	-30.143229999999999	900	4.4574660000000002	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	165.27780000000001	0	0	1	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.1730219999999996	-30.126950000000001	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	353.03427099999999	353.03427099999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212554	2025-01-30 11:36:54	0	64.310320000000004	-8.2408490000000008	-30.230029999999999	1	1	1	1	0.2037504	1.1080679999999999e-09	3.591396	28.8781	29.479749999999999	275.5351	0	1.367497	1.3476509999999999	1.6000000000000001	-6.8305119999999997	56.268810000000002	-7.3893240000000002	0.36530669999999998	-30.365659999999998	900	4.269387	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	161.6754	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.2408490000000008	-30.365659999999998	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	337.68809599999997	337.68809599999997	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212555	2025-01-30 11:37:24	0	64.316149999999993	-8.1866850000000007	-30.740010000000002	1	1	1	1	0.1946454	4.0759769999999996e-10	3.7504870000000001	29.142710000000001	43.064239999999998	277.154	0	1.4157470000000001	1.408061	1.6000000000000001	-6.6297740000000003	55.752310000000001	-7.3531529999999998	2.2243919999999999	-30.78342	900	4.4733799999999997	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	161.61019999999999	0	0	1	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.1866850000000007	-30.78342	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	353.306082	353.306082	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212556	2025-01-30 11:37:54	0	64.322829999999996	-8.2024039999999996	-30.593530000000001	1	1	1	1	0.21861920000000001	1.4501709999999999e-10	3.3356129999999999	29.20439	28.76201	277.47289999999998	0	1.4406159999999999	1.4397580000000001	1.6000000000000001	-6.7816840000000003	55.088250000000002	-7.4652789999999998	0.22063079999999999	-30.76172	900	4.4958049999999998	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	164.73519999999999	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	64.245810000000006	-8.2024039999999996	-30.76172	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	338.99353200000002	338.99353200000002	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212557	2025-01-30 11:38:24	0	60.323540000000001	-8.4489629999999991	-25.472000000000001	1	1	1	1	0.26129980000000003	5.5152139999999999e-11	1.641135	30.659020000000002	27.676649999999999	223.66839999999999	0	1.4846280000000001	1.4434849999999999	1.6000000000000001	-7.022208	54.3504	-7.8378180000000004	0.50998259999999995	-25.472000000000001	500	4.435041	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	128.34200000000001	0	0	1	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-8.4489629999999991	-25.564229999999998	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	283.90650499999998	283.90650499999998	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212558	2025-01-30 11:38:54	0	31.040389999999999	-8.7196560000000005	-18.088100000000001	1	1	1	1	0.30161759999999999	1.962229e-11	0.81383280000000002	15.78608	28.56944	149.05340000000001	0	1.506033	1.524627	1.6000000000000001	-7.279007	53.661740000000002	-5.8991619999999996	0.93315970000000004	-18.825949999999999	350	4.0451389999999998	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	147.1788	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-8.7196560000000005	-18.825949999999999	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	194.52437	194.52437	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212559	2025-01-30 11:39:24	0	11.41807	-7.3401059999999996	-9.2936169999999994	1	1	1	1	0.37279830000000003	7.2179700000000006e-12	0.48385800000000001	6.0223610000000001	11.16869	86.546019999999999	0	1.108284	1.2003109999999999	1.6000000000000001	-4.0816689999999998	52.850110000000001	-0.55338670000000001	1.587818	-9.5269089999999998	350	2.8327550000000001	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	178.04910000000001	0	0	1	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-7.3401059999999996	-9.5269089999999998	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	104.593727	104.593727	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212560	2025-01-30 11:39:54	0	4.2000820000000001	-1.454194	-4.313148	1	1	1	1	0.48100470000000001	2.655096e-12	0.35264640000000003	2.4312909999999999	1.6455439999999999	42.428800000000003	0	0.87852479999999999	0.91045869999999995	1.6000000000000001	0	52.456600000000002	1.765045	1.6059030000000001	-4.3511280000000001	350	0.64959500000000003	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	186.39320000000001	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.454194	-4.3511280000000001	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	47.339286000000001	47.339286000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212561	2025-01-30 11:40:24	0	1.494326	-1.1737	-2.6638410000000001	1	1	1	1	0.45747330000000003	9.4464320000000013e-13	0.29763709999999999	1.0812470000000001	1.99566	16.53228	0	0.63628490000000004	0.67741899999999999	1.6000000000000001	0	52.677950000000003	0.82826999999999995	2.0109949999999999	-2.7289430000000001	350	0.51649310000000004	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	182.85589999999999	0	0	1	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.1737	-2.7289430000000001	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	20.364297000000001	20.364297000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212562	2025-01-30 11:40:54	0	0.56831410000000004	-1.184679	-0.93315119999999996	1	1	1	1	0.51270190000000004	3.592617e-13	0.28149990000000003	0.60679609999999995	0	6.9533699999999996	0	0.51429999999999998	0.53562279999999995	1.6000000000000001	-0.0054253469999999996	53.342010000000002	0.48466490000000001	1.6022860000000001	-0.96570590000000001	350	0.098379629999999996	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	172.55860000000001	0	0	1	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.184679	-0.96570599999999995	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	8.3543679999999991	8.3543679999999991	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212563	2025-01-30 11:41:24	0	0.21276870000000001	-1.2117059999999999	-0.29838559999999997	1	1	1	1	0.52802470000000001	1.278199e-13	0.25503340000000002	0.4266971	0	3.0163350000000002	0	0.40325509999999998	0.42240240000000001	1.6000000000000001	-0.02531829	54.030670000000001	0.41955949999999997	1.7541960000000001	-0.30381770000000002	350	0	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	158.62629999999999	0	0	0	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.2117059999999999	-0.30381799999999998	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	4.2260900000000001	4.2260900000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212564	2025-01-30 11:41:54	0	0.16141829999999999	-1.2116439999999999	-0.13020319999999999	1	1	1	1	0.3000023	4.5476399999999997e-14	0.16289190000000001	0.3678942	0	1.0731660000000001	0	0.32256669999999998	0.33585930000000003	1.6000000000000001	-0.028935180000000001	54.301220000000001	0.41594310000000001	2.036314	-0.14105219999999999	350	0	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	141.90539999999999	0	0	1	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.2116439999999999	-0.14105200000000001	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	1.9039539999999999	1.9039539999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212565	2025-01-30 11:42:24	0	0.14477689999999999	-1.1895169999999999	-0.010848999999999999	1	1	1	1	0.29629759999999999	1.6728279999999999e-14	0.1303067	0.34975729999999999	0	0.39475929999999998	0	0.27827619999999997	0.28545930000000003	1.6000000000000001	-0.030743630000000001	54.178240000000002	0.41594310000000001	1.71441	7.6293949999999998e-06	350	0	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	128.70009999999999	0	0	0	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.1895169999999999	0	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	1.1711210000000001	1.1711210000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212566	2025-01-30 11:42:54	0	0.13821610000000001	-1.168458	0	1	1	1	1	0.25122949999999999	6.362011e-15	0.119751	0.34161649999999999	0	0.15013280000000001	0	0.25708550000000002	0.26132040000000001	1.6000000000000001	-0.03436053	53.932290000000002	0.40509030000000001	1.7505790000000001	0.081382750000000004	350	0	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	115.58159999999999	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.168458	0	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	0.86273	0.86273	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212567	2025-01-30 11:43:24	0	0.13579530000000001	-1.1828110000000001	0	1	1	1	1	0.32132830000000001	2.2635079999999999e-15	0.1150265	0.339397	0	0.053414959999999997	0	0.24505070000000001	0.2452561	1.6000000000000001	-0.03797743	53.563369999999999	0.39785769999999998	2.0254629999999998	0.13563539999999999	350	0	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	107.1615	0	0	1	1	1	0	1	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.1828110000000001	0	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	0.82916699999999999	0.82916699999999999	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
1212568	2025-01-30 11:43:54	0	0.13458829999999999	-1.234254	0	1	1	1	1	0.29287869999999999	8.3262069999999998e-16	0.1124386	0.33811970000000002	0	0.019648450000000001	0	0.20979980000000001	0.21765770000000001	1.6000000000000001	-0.03436053	53.169849999999997	0.37615589999999999	1.7469619999999999	0.22786709999999999	350	0	54	0	0	19.949999999999999	0	3.5999989999999999	0	0	0	22.399999999999999	1	2	4.4699999999999998	1	90	30	97.384990000000002	0	0	0	1	1	0	0	null	null	null	null	null	null	null	null	null	null	null	null	null	null	0	0	0	0	0	0	80	44.692740000000001	-1.234254	0	null	null	null	null	null	108	95	73.743020000000001	70.391059999999996	-13	-14	-47	-50	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	1800	1690	1800	1690	50	35	55	30	85	55	390	300	13	6	135	100	400	200	2.2000000000000002	1.8	0.76308500000000001	0.76308500000000001	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
