442515	2025-03-31 07:46:27	83.4771728515625	54.273246765136719	94.940002441406236	5045	61.143642425537109	3390.846435546875	51.999427795410163	22.954547882080082	5.4153027534484863	55	55	55.236366271972656	55	55.364784240722656	55	55.702945709228509	2	55.144336000000003	26.295761108398441	33.596786499023438	8.1369838714599609	7.9895358085632324	0	1	0	1	0	1	3583.969564	61.767749000000002	0	0	0	1	83.774970999999994	83.574971000000005	83.574971000000005	55	55.249991999999999	95.681685000000002	5240.4114799999998	3575.3690780000002	52.008741999999998	22.955476000000001	5.4362199999999996	95.719183999999998	5252.9111000000003	73.876952000000003	3575.1443199999999	52.011747999999997	22.950503999999999	5.4352660000000004	68.211146999999997	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-1.0055460000000001	0	-19.538444999999999	0	-1.0055460000000001	-7.0388250000000001	-0.0058009999999999997	-0.023498999999999999	4.5961879999999997	6.4847890000000001	100	100	0	0	14.829608	15	55.073861999999998	30	60	20	30	10	40	10	70	40	0	0	0	694.90346999999997	4	83.574971000000005	3711.360866	0.417875	-400695.22566400003	100	100	0	0	14.536042999999999	15	51.674346	30	60	20	40	10	30	10	70	40	0	0	0	691.21038899999996	4	83.774970999999994	3711.2083910000001	0.418875	-400691.53354400001	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442516	2025-03-31 07:47:27	83.253791809082031	54.268966674804688	94.940002441406236	5045	61.233280181884766	3686.97314453125	52.712139129638672	23.136470794677734	5.3764748573303223	55	55	55.221385955810547	55	55.358364105224609	55	55.651580810546875	2	55.125073999999998	26.094856262207031	34.058574676513672	8.1386547088623047	8.0724964141845703	0	1	1	0	0	1	3553.620578	61.636797999999999	0	0	0	1	83.306754999999995	83.106755000000007	83.106755000000007	55	55.249991999999999	95.686915999999997	5242.046276	3545.674919	52.720779	23.138718999999998	5.3963299999999998	95.724414999999993	5254.5458959999996	72.604213000000001	3545.4501519999999	52.723784999999999	23.133747	5.3953769999999999	66.977568000000005	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	0.233542	0	-10.864824	0	0.233542	1.6347959999999999	0.0052310000000000004	-0.023498999999999999	4.8864619999999999	6.7620100000000001	100	100	0	0	14.784488	15	55.814017999999997	30	60	20	30	10	40	10	70	40	0	0	0	695.59850500000005	4	83.106755000000007	3682.453176	0.41553400000000001	-400695.91835200001	100	100	0	0	14.492952000000001	15	52.437997000000003	30	60	20	40	10	30	10	70	40	0	0	0	691.93094799999994	4	83.306754999999995	3682.3007160000002	0.41653400000000002	-400692.251758	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442517	2025-03-31 07:48:27	84.224594116210938	54.271110534667969	94.940002441406236	5045	61.414344787597656	3495.24853515625	52.480991363525391	23.003774642944336	5.1697754859924316	55	55	55.212825775146477	55	55.360504150390625	55	55.662281036376953	2	55.12668	25.491470336914062	34.097362518310547	8.1313190460205078	8.0728569030761719	0	1	0	1	0	1	3520.5178219999998	61.475960999999998	0	0	0	1	83.373801999999998	83.173801999999995	83.173801999999995	55	55.249991999999999	95.700957000000002	5239.7004589999997	3512.967232	52.489136000000002	23.006820999999999	5.1883590000000002	95.738455000000002	5252.2000790000002	73.988499000000004	3512.7424599999999	52.492142000000001	23.001849	5.1874060000000002	68.309003000000004	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.335117	0	-14.845437	0	-0.335117	-2.3458169999999998	0.014041	-0.023498999999999999	5.4776800000000003	7.3708460000000002	100	100	0	0	14.692589	15	55.015148000000003	30	60	20	30	10	40	10	70	40	0	0	0	694.70773699999995	4	83.173801999999995	3649.2461450000001	0.41586899999999999	-400695.02790500002	100	100	0	0	14.398313999999999	15	51.607416999999998	30	60	20	40	10	30	10	70	40	0	0	0	691.00573099999997	4	83.373801999999998	3649.093707	0.41686899999999999	-400691.32686199999	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442518	2025-03-31 07:49:27	82.445487976074219	54.268966674804688	94.940002441406236	5045	61.171131134033203	3284.3896484375	52.259468078613281	23.017684936523441	5.2554240226745605	55	55	55.219245910644531	55	55.362644195556641	55	55.658000946044922	2	55.127214000000002	25.306001663208008	32.586891174316406	8.1672420501708984	8.1225748062133789	0	1	1	0	0	1	3511.1149359999999	61.335369999999998	0	0	0	1	83.319580000000002	83.119579999999999	83.119579999999999	55	55.249991999999999	95.700507999999999	5238.0329320000001	3503.9622039999999	52.267049999999998	23.021298999999999	5.2754380000000003	95.738006999999996	5250.5325519999997	71.542682999999997	3503.737427	52.270055999999997	23.016327	5.2744840000000002	65.943588000000005	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.23821800000000001	0	-14.167147	0	-0.23821800000000001	-1.667527	-0.00044900000000000002	-0.023498999999999999	4.764634	6.6309990000000001	100	100	0	0	14.803425000000001	15	56.434410999999997	30	60	20	30	10	40	10	70	40	0	0	0	696.23783600000002	4	83.119579999999999	3639.865875	0.41559800000000002	-400696.55773399997	100	100	0	0	14.513316	15	53.074921000000003	30	60	20	40	10	30	10	70	40	0	0	0	692.58823700000005	4	83.319580000000002	3639.713401	0.41659800000000002	-400692.90909700003	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442519	2025-03-31 07:50:27	81.236099243164062	54.271110534667969	94.940002441406236	5045	61.381023406982422	3481.636474609375	52.230575561523438	23.020895004272461	5.331937313079834	55	55	55.212825775146477	55	55.362644195556641	55	55.653720855712891	2	55.125075000000002	24.317939758300781	32.530452728271484	8.1391181945800781	7.9216365814208993	0	1	0	1	0	1	3537.982395	61.268684	0	0	0	1	83.407578000000001	83.207577999999998	83.207577999999998	55	55.249991999999999	95.699325999999999	5235.7994959999996	3532.0015779999999	52.237419000000003	23.025424000000001	5.3521289999999997	95.736823999999999	5248.2991160000001	69.380386999999999	3531.7767869999998	52.240425000000002	23.020451999999999	5.3511759999999997	63.862822000000001	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.31906200000000001	0	-14.733055	0	-0.31906200000000001	-2.2334350000000001	-0.0011820000000000001	-0.023498999999999999	3.7747799999999998	5.613969	100	100	0	0	14.957288	15	57.682884000000001	30	60	20	30	10	40	10	70	40	0	0	0	697.64017200000001	4	83.207577999999998	3667.8103449999999	0.41603800000000002	-400697.96051	100	100	0	0	14.671404000000001	15	54.372311000000003	30	60	20	40	10	30	10	70	40	0	0	0	694.04371500000002	4	83.407578000000001	3667.6578530000002	0.41703800000000002	-400694.365016	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442520	2025-03-31 07:51:27	84.127716064453125	54.275390625	94.940002441406236	5045	61.010292053222656	3835.935791015625	50.936790466308594	23.047649383544918	5.0932621955871582	55	55	55.219245910644531	55	55.358364105224609	55	55.651580810546875	2	55.126145000000001	26.530797958374023	33.043251037597656	8.1718330383300781	8.2511119842529297	0	1	1	0	0	1	3583.6556529999998	61.242013999999998	0	0	0	1	83.431777999999994	83.231778000000006	83.231778000000006	55	55.249991999999999	95.695398999999995	5234.6879179999996	3575.9491619999999	50.943603000000003	23.054061000000001	5.1085070000000004	95.732898000000006	5247.1875380000001	72.078993999999994	3575.7243899999999	50.946609000000002	23.049088000000001	5.1075540000000004	66.456457	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.15879699999999999	0	-13.611198	0	-0.15879699999999999	-1.111578	-0.0039269999999999999	-0.023498999999999999	3.207789	5.0819679999999998	100	100	0	0	15	15	56.126686999999997	30	60	20	30	10	40	10	70	40	0	0	0	696.12668699999995	4	83.231778000000006	3710.5616209999998	0.416159	-400696.44715099997	100	100	0	0	14.754098000000001	15	52.753131000000003	30	60	20	40	10	30	10	70	40	0	0	0	692.50722900000005	4	83.431777999999994	3710.4092519999999	0.417159	-400692.82865500002	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442521	2025-03-31 07:52:27	80.359466552734375	54.268966674804688	94.940002441406236	5045	61.170619964599609	3828.23095703125	51.742595672607422	23.006984710693359	5.3068141937255859	55	55	55.223526000976562	55	55.366924285888672	55	55.666561126708984	2	55.131495000000001	25.357137680053711	32.053714752197266	8.149566650390625	8.0067024230957031	0	1	0	1	0	1	3605.9572210000001	61.229481999999997	0	0	0	1	83.421356000000003	83.221356	83.221356	55	55.249991999999999	95.694916000000006	5232.4745620000003	3600.976142	51.748606000000002	23.013470000000002	5.3237079999999999	95.732415000000003	5244.9741819999999	71.034477999999993	3600.7513389999999	51.751612000000002	23.008497999999999	5.3227549999999999	65.450041999999996	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.31619399999999998	0	-14.712975999999999	0	-0.31619399999999998	-2.2133560000000001	-0.00048200000000000001	-0.023498999999999999	3.0640179999999999	4.925497	100	100	0	0	15	15	56.730542	30	60	20	30	10	40	10	70	40	0	0	0	696.73054200000001	4	83.221356	3736.3094339999998	0.416107	-400697.05095399998	100	100	0	0	14.778420000000001	15	53.379846999999998	30	60	20	40	10	30	10	70	40	0	0	0	693.15826700000002	4	83.421356000000003	3736.1569989999998	0.41710700000000001	-400693.47964199999	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442522	2025-03-31 07:53:27	82.426467895507812	54.268966674804688	94.940002441406236	5045	60.794906616210938	3338.19580078125	50.898262023925781	22.906391143798828	5.2691278457641602	55	55	55.223526000976562	55	55.360504150390625	55	55.660140991210938	2	55.128284000000001	27.05078125	31.987333297729492	8.1228837966918945	8.0990056991577148	0	1	1	0	0	1	3565.2351349999999	61.105595000000001	0	0	0	1	83.365120000000005	83.165120000000002	83.165120000000002	55	55.249991999999999	95.697248999999999	5232.2946080000002	3558.452104	50.903230000000001	22.912952000000001	5.2856829999999997	95.734747999999996	5244.7942279999997	71.749689000000004	3558.22732	50.906236	22.907979000000001	5.2847289999999996	66.134210999999993	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.025708000000000002	0	-12.679575	0	-0.025708000000000002	-0.179955	0.002333	-0.023498999999999999	3.8288329999999999	5.7006589999999999	100	100	0	0	14.948886	15	56.320036999999999	30	60	20	30	10	40	10	70	40	0	0	0	696.26892299999997	4	83.165120000000002	3692.7231790000001	0.41582599999999997	-400696.58905100002	100	100	0	0	14.657928999999999	15	52.950716	30	60	20	40	10	30	10	70	40	0	0	0	692.60864500000002	4	83.365120000000005	3692.5707710000001	0.41682599999999997	-400692.92973600002	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442523	2025-03-31 07:54:27	84.869102478027344	54.275390625	94.940002441406236	5045	60.4730224609375	3132.34521484375	52.863021850585938	22.755502700805664	5.087552547454834	55	55	55.217105865478509	55	55.369064331054688	55	55.670841217041016	2	55.133101000000003	27.211233139038089	34.00518798828125	8.1742229461669922	8.2172479629516602	0	1	0	1	0	1	3497.0891109999998	60.965972999999998	0	0	0	1	83.421631000000005	83.221631000000002	83.221631000000002	55	55.249991999999999	95.697239999999994	5229.0764220000001	3489.1583430000001	52.867376999999998	22.762739	5.1035320000000004	95.734739000000005	5241.5760419999997	74.82893	3488.9335719999999	52.870382999999997	22.757766	5.1025780000000003	69.106900999999993	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	1	-0.45974100000000001	0	-15.717805	0	-0.45974100000000001	-3.2181850000000001	-1.0000000000000001e-05	-0.023498999999999999	4.7169619999999997	6.6243049999999997	100	100	0	0	14.810835000000001	15	54.536405000000002	30	60	20	30	10	40	10	70	40	0	0	0	694.34723899999995	4	83.221631000000002	3625.1154700000002	0.41610799999999998	-400694.66765000002	100	100	0	0	14.514357	15	51.103152999999999	30	60	20	40	10	30	10	70	40	0	0	0	690.61751000000004	4	83.421631000000005	3624.9630870000001	0.41710799999999998	-400690.938883	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
442524	2025-03-31 07:55:27	84.024238586425781	54.268966674804688	94.940002441406236	5045	60.687858581542969	3852.1162109375	52.159950256347656	22.884988784790039	5.1320900917053223	55	55	55.217105865478509	55	55.362644195556641	55	55.649436950683594	2	55.124538000000001	25.82982063293457	33.329216003417969	8.1404275894165039	7.9380502700805664	0	1	1	0	0	1	3548.3413089999999	60.82734	0	0	0	1	83.496071000000001	83.296070999999998	83.296070999999998	55	55.249991999999999	95.692656999999997	5225.3386899999996	3545.391294	52.163980000000002	22.892386999999999	5.1476920000000002	95.730154999999996	5237.8383100000001	70.006998999999993	3545.1664169999999	52.166986000000001	22.887415000000001	5.146738	64.525363999999996	95	65	100	30	97.5	95	5400	5000	1	0	60	30	1	1	1	3900	3300	1	73	42	1	20	29	1	9	3	1	1	1	1	0	-0.53396200000000005	0	-16.237352000000001	0	-0.53396200000000005	-3.737733	-0.0045830000000000003	-0.023498999999999999	4.4292769999999999	6.2564890000000002	100	100	0	0	14.855553	15	57.285353999999998	30	60	20	30	10	40	10	70	40	0	0	0	697.14090699999997	4	83.296070999999998	3680.6436560000002	0.41648000000000002	-400697.46169500001	100	100	0	0	14.571529999999999	15	53.996339999999996	30	60	20	40	10	30	10	70	40	0	0	0	693.56787099999997	4	83.496071000000001	3680.4911750000001	0.41748000000000002	-400693.88962099998	3.5	9.6999999999999993	9.75	95	94.999138000000002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-620001.85022699996	-620001.85051000002	1.976677	1.9768840000000001	0	2200	2800	2340	2246.4962559999999	2251.0201849999999	0	2.9000000953674316	3.0999999046325684	2.6800000667572021	2.68425	2.6699109999999999	5044.9999889999999	5047.1925339999998	2.3192349999999999	null	0	-0.12669	0	-0.014338999999999999	5.3300000000000001	5.3499999999999996	5.3299999237060547	81.599997999999999	81.599997999999999	81.599997999999999	10	5	16	5	0	0	91.778892517089844	1.0420000553131104	0.18999999761581421	0	0	0	0	0	1	0	0	20000	20000	1	1	1	1	8.6500000000000004	8.6999999999999993	0	0	0	-2.479117	0	0	0	-4.5239289999999999	6649.8731719999996	6647.3940549999998	0.97667700000000002	1	0.97688399999999997	1	0	1	1	5970	6370	6750	6750	6750
