VarId		1	2	3	4	5	6	7	8	9	10	11	12	10000000	53	14	15	51	52	53	54	55	56	57	55	51	52	53	54	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	125	124	123	122	121	120	119	118	117	116	20100	20200	20300	20400	20500	20100	20300	20200	20400	20600	20500	20600	20700	20700	20800	20800	5110	5120	5130	5140	5150	5160	5170	7000	8000	8001	8002	8003	8004	10000	7000	8000	8001	8002	8003	8004	10000	7000	8000	8001	8002	8003	8004	10000
VarName	Date	Fresh_Feed_SP	Fresh_Feed_PV	Mill_Exit_Pressure_SP	Mill_Exit_Pressure_PV	Recirculation_Damper_SP	Recirculation_Damper_PV	CT_Damper_SP	CT_Damper_PV	Operative_5_SP	Operative_5_PV	Operative_6_SP	Operative_6_PV	OPTIBAT_SUPPORT	Electronic_Ear	MILL_SEP_FAN2	MILL_SEP_FAN3	Mill_Motor_Current	Mill_Separator_Fan_Motor_Power	Electronic_Ear	Mill_Exit_Temperature	Raw_Meal_Residue 	Predicted_6	Predicted_7	Raw_Meal_Residue 	Mill_Motor_Current	Mill_Separator_Fan_Motor_Power	Electronic_Ear	Mill_Exit_Temperature	Fly_Ash_PV	Fly_Ash_SP 	Bauxite_PV	Bauxite_SP	Pyrite_PV	Pyrite_SP	Clay_PV	Clay_SP 	Limestone_PV	Limestone_SP 	Mixture_PV	Mixture_SP 	E08_05_Damper	Kiln_Hot_Gases_Damper	Mill_Separator_Fan_Inlet_Damper	Mill_Motor_Power	Raw_Meal_Residue_Target	CT_Exit_Pressure	Recirculation_Damper_PID_CV	Mill_Exit_Temperature_PID_PV	Mill_Exit_Temperature_PID_SP	Total_Feed_PID_CV	Electronic_Ear_PID_PV	Electronic_Ear_PID_SP	Mill_Inlet_Pressure	OPT_Fresh_Feed_SP	OPT_Mill_Exit_Pressure_SP	OPT_Recirculation_Damper_SP	OPT_CT_Damper_SP	OPT_Operative_5_SP	OPT_Fresh_Feed_SP	OPT_Recirculation_Damper_SP	OPT_Mill_Exit_Pressure_SP	OPT_CT_Damper_SP	OPT_Operative_6_SP	OPT_Operative_5_SP	OPT_Operative_6_SP	OPT_Operative_7_SP	OPT_Operative_7_SP	OPT_Operative_8_SP	OPT_Operative_8_SP	Mill_Motor_Current_ForInc	Mill_Separator_Fan_Motor_Current_ForInc	Electronic_Ear_ForInc	Mill_Exit_Temperature_ForInc	Raw_Meal_Residue _ForInc	Predicted_6_ForInc	Predicted_7_ForInc	Total_Constraint	Total_KPI	Total_Energy_Consumption	Throughput	Specific_Energy	KPI_4	CF	Total_Constraint	Total_KPI	Total_Energy_Consumption	Throughput	Specific_Energy	KPI_4	CF	Total_Constraint	Total_KPI	Total_Energy_Consumption	Throughput	Specific_Energy	KPI_4	CF
1362182	2025-03-30 21:50:35	95.835560000000001	95.560360000000003	-38.683889999999998	-38.446539999999999	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.71875	null	null	147.55860000000001	570	86.71875	99.435770000000005	16.100000000000001	null	null	16.056417	147.603804	558.15434700000003	89.324786000000003	99.588936000000004	4.9673600000000002	4.9673600000000002	0	0	0.71999999999999997	0.72499999999999998	1.75	2.2400000000000002	0	0	88.018000000000001	87.902000000000001	99.884249999999994	99.884249999999994	96.846059999999994	1474.2919999999999	17	-7.8870519999999997	29.195599999999999	-38.428019999999997	-38.428019999999997	95.835560000000001	86.71875	0	-3.0731980000000001	95.835560000000001	-38.683889999999998	29.14995	58	null	95.821710999999993	29.14995	-38.733890000000002	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2028.845726	null	21.231038999999999	null	null	489.44264900000002	0.93702399999999997	2030.774361	95.821710999999993	21.193259000000001	null	-802490.37967299996	489.11778900000002	0.93716600000000005	2030.73964	95.835560000000001	21.189834000000001	null	-800490.05495500006
1362183	2025-03-30 21:51:05	95.821709999999996	94.892510000000001	-38.733890000000002	-38.885910000000003	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.516199999999998	null	null	147.72020000000001	574	86.516199999999998	99.435770000000005	16.100000000000001	null	null	16.055672999999999	147.67982900000001	561.06343800000002	89.295468	99.613606000000004	4.9655060000000004	4.9655060000000004	0	0	0.72599999999999998	0.72499999999999998	1.8999999999999999	2.238	0	0	87.247	87.893000000000001	99.855320000000006	99.855320000000006	96.846059999999994	1476.1969999999999	17	-7.9251069999999997	29.195599999999999	-38.895809999999997	-38.895809999999997	95.821709999999996	86.516199999999998	0	-3.1909689999999999	95.821709999999996	-38.733890000000002	29.14995	58	null	95.808764999999994	29.14995	-38.78389	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2032.4112769999999	null	21.418037000000002	null	null	489.48120299999999	0.93685300000000005	2034.4416100000001	95.808764999999994	21.234400000000001	null	-802490.41805600002	489.18544800000001	0.93698599999999999	2034.4072020000001	95.821709999999996	21.231172000000001	null	-800490.12243400002
1362184	2025-03-30 21:51:35	95.808760000000007	94.407169999999994	-38.78389	-38.802570000000003	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.140050000000002	null	null	147.6892	574	86.140050000000002	99.435770000000005	16.100000000000001	null	null	16.054912000000002	147.72532799999999	564.15434700000003	88.902692000000002	99.643280000000004	4.9651649999999998	4.9651649999999998	0	0	0.72899999999999998	0.72499999999999998	1.8999999999999999	2.242	0	0	86.811999999999998	87.876999999999995	99.884249999999994	99.884249999999994	96.846059999999994	1476.4639999999999	17	-7.9773560000000003	29.195599999999999	-38.816719999999997	-38.816719999999997	95.808760000000007	86.140050000000002	0	-3.2766069999999998	95.808760000000007	-38.78389	29.14995	58	null	95.812978000000001	29.14995	-38.833889999999997	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2035.8386700000001	null	21.564450000000001	null	null	489.52218099999999	0.936859	2037.9804590000001	95.812978000000001	21.270401	null	-802490.45903999999	489.52167200000002	0.93681700000000001	2037.952033	95.808760000000007	21.271041	null	-802490.45848799997
1362185	2025-03-30 21:52:05	95.812979999999996	95.519260000000003	-38.833889999999997	-38.54721	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.082179999999994	null	null	147.73560000000001	574	86.082179999999994	99.435770000000005	16.100000000000001	null	null	16.054454	147.75784999999999	567.06343800000002	88.899274000000005	99.668959000000001	4.9512549999999997	4.9512549999999997	0	0	0.72599999999999998	0.72599999999999998	1.8999999999999999	2.238	0	0	87.998999999999995	87.882000000000005	99.884249999999994	99.884249999999994	96.78819	1476.5029999999999	17	-7.9076930000000001	29.195599999999999	-38.546810000000001	-38.546810000000001	95.812979999999996	86.082179999999994	0	-3.2266080000000001	95.812979999999996	-38.833889999999997	29.14995	58	null	95.817198000000005	29.14995	-38.883890000000001	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2038.977314	null	21.346243000000001	null	null	489.56047000000001	0.93686899999999995	2041.2140079999999	95.817198000000005	21.303211000000001	null	-802490.49733899999	489.56018499999999	0.93682600000000005	2041.1855820000001	95.812979999999996	21.303851999999999	null	-802490.49701100006
1362186	2025-03-30 21:52:35	95.8172	95.294409999999999	-38.883890000000001	-38.861240000000002	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	85.995369999999994	null	null	147.9734	576	85.995369999999994	99.435770000000005	16.100000000000001	null	null	16.054010000000002	147.79411999999999	570.15434700000003	88.874589999999998	99.694333999999998	4.9654090000000002	4.9654090000000002	0	0	0.72099999999999997	0.72599999999999998	2	2.2370000000000001	0	0	87.635000000000005	87.888999999999996	99.884249999999994	99.884249999999994	96.817130000000006	1478.4010000000001	17	-8.0747289999999996	29.195599999999999	-38.852060000000002	-38.852060000000002	95.8172	85.995369999999994	0	-3.2565879999999998	95.8172	-38.883890000000001	29.14995	58	null	95.822622999999993	29.14995	-38.933889999999998	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2042.3600839999999	null	21.432107999999999	null	null	489.60143299999999	0.93688800000000005	2044.666354	95.822622999999993	21.338034	null	-802490.53832100006	489.60113100000001	0.93683300000000003	2044.638348	95.8172	21.338949	null	-802490.53796400002
1362187	2025-03-30 21:53:05	95.822620000000001	96.134	-38.933889999999998	-38.758629999999997	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.226849999999999	null	null	147.90280000000001	575	86.226849999999999	99.479169999999996	16.100000000000001	null	null	16.053929	147.81833800000001	571.79071099999999	89.180698000000007	99.755066999999997	4.9000009999999996	5.2111419999999997	0	0	0.72499999999999998	0.72599999999999998	1.7	1.7609999999999999	0	0	88.747	88.108999999999995	99.884249999999994	99.884249999999994	96.817130000000006	1477.9849999999999	17	-7.8813389999999997	29.195599999999999	-38.758629999999997	-38.758629999999997	95.822620000000001	86.140050000000002	0	-3.1725240000000001	95.822620000000001	-38.933889999999998	29.14995	58	null	95.814494999999994	29.14995	-38.983890000000002	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2044.136029	null	21.263403	null	null	489.62300099999999	0.93678499999999998	2046.5490560000001	95.814494999999994	21.359493000000001	null	-802490.55978699995	489.44220200000001	0.93686899999999995	2046.5163259999999	95.822620000000001	21.357341000000002	null	-800490.37907100003
1362188	2025-03-30 21:53:35	95.814499999999995	95.644040000000004	-38.983890000000002	-38.618969999999997	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.197909999999993	null	null	148.00059999999999	583	86.197909999999993	99.479169999999996	16.100000000000001	null	null	16.053775999999999	147.88718800000001	573.51798399999996	89.168093999999996	99.758685999999997	5.2406579999999998	5.2406579999999998	0	0	0.72699999999999998	0.72599999999999998	1.6499999999999999	1.762	0	0	88.137	88.100999999999999	99.884249999999994	99.884249999999994	96.817130000000006	1479.0350000000001	17	-7.8974019999999996	29.195599999999999	-38.629240000000003	-38.629240000000003	95.814499999999995	86.197909999999993	0	-3.2038989999999998	95.814499999999995	-38.983890000000002	29.14995	58	null	95.806978000000001	29.14995	-39.03389	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2046.4137390000001	null	21.396145000000001	null	null	489.64612499999998	0.93668300000000004	2048.9630050000001	95.806978000000001	21.386365000000001	null	-802490.58280800004	489.47774500000003	0.93676099999999995	2048.9304849999999	95.814499999999995	21.384347000000002	null	-800490.414506
1362189	2025-03-30 21:54:05	95.806979999999996	95.2881	-39.03389	-38.7271	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	85.821749999999994	null	null	148.3279	594	85.821749999999994	99.479169999999996	16.100000000000001	null	null	16.053774000000001	147.98416599999999	576.15434700000003	88.643218000000005	99.758806000000007	5.2271029999999996	5.2271029999999996	0	0	0.72299999999999998	0.72599999999999998	1.6000000000000001	1.762	0	0	87.799999999999997	88.093000000000004	99.884249999999994	99.884249999999994	96.846059999999994	1482.2329999999999	17	-7.9339329999999997	29.195599999999999	-38.7271	-38.7271	95.806979999999996	85.821749999999994	0	-3.3189280000000001	95.806979999999996	-39.03389	29.14995	58	null	95.822946999999999	29.14995	-39.083889999999997	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2049.908453	null	21.512743	null	null	489.68158899999997	0.936809	2052.5586960000001	95.822946999999999	21.420324999999998	null	-802490.61839800002	489.68098900000001	0.93664599999999998	2052.5343659999999	95.806979999999996	21.423641	null	-802490.61763500003
1362190	2025-03-30 21:54:35	95.822940000000003	95.365170000000006	-39.083889999999997	-38.821159999999999	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.226849999999999	null	null	148.12110000000001	598	86.226849999999999	99.565979999999996	16.100000000000001	null	null	16.054523	148.065144	579.15434700000003	88.885465999999994	99.846614000000002	5.2271729999999996	5.2271729999999996	0	0	0.71999999999999997	0.72599999999999998	1.5	1.762	0	0	87.953000000000003	88.106999999999999	99.884249999999994	99.884249999999994	96.78819	1480.7940000000001	17	-7.9205759999999996	29.195599999999999	-38.800319999999999	-38.800319999999999	95.822940000000003	86.226849999999999	0	-3.3472940000000002	95.822940000000003	-39.083889999999997	29.14995	58	null	95.827759999999998	29.14995	-39.133890000000001	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2053.6237759999999	null	21.534317000000001	null	null	489.72157900000002	0.93681899999999996	2056.3704659999999	95.827759999999998	21.459026999999999	null	-802490.65839700005	489.72143899999998	0.93676999999999999	2056.3422479999999	95.822940000000003	21.459811999999999	null	-802490.65820800001
1362191	2025-03-30 21:55:05	95.827759999999998	95.460819999999998	-39.133890000000001	-38.715060000000001	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.226849999999999	null	null	148.3066	615	86.226849999999999	99.565979999999996	16.100000000000001	null	null	16.05489	148.16337999999999	582.69980199999998	88.721310000000003	99.853166999999999	5.2258129999999996	5.2258129999999996	0	0	0.72699999999999998	0.72599999999999998	1.5	1.762	0	0	87.936999999999998	88.114000000000004	99.884249999999994	99.884249999999994	96.817130000000006	1482.02	17	-7.8289179999999998	29.195599999999999	-38.715060000000001	-38.715060000000001	95.827759999999998	86.111109999999996	0	-3.3277290000000002	95.827759999999998	-39.133890000000001	29.14995	58	null	95.83981	29.14995	-39.083889999999997	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2058.0662189999998	null	21.559277000000002	null	null	489.73302899999999	0.93689500000000003	2060.8336640000002	95.83981	21.502897999999998	null	-802490.66992400005	489.732934	0.93677200000000005	2060.867761	95.827759999999998	21.505958	null	-802490.66970600002
1362192	2025-03-30 21:55:35	95.83981	95.297290000000004	-39.083889999999997	-38.727089999999997	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.516199999999998	null	null	148.22819999999999	630	86.516199999999998	99.565979999999996	16.100000000000001	null	null	16.055464000000001	148.24292299999999	587.60889299999997	88.836202999999998	99.861656999999994	5.2282890000000002	5.2282890000000002	0	0	0.73099999999999998	0.72599999999999998	1.45	1.762	0	0	87.881	88.123000000000005	99.855320000000006	99.855320000000006	96.846059999999994	1481.298	17	-7.780678	29.195599999999999	-38.740729999999999	-38.740729999999999	95.83981	86.516199999999998	0	-3.258362	95.83981	-39.083889999999997	29.14995	58	null	95.846438000000006	29.14995	-39.03389	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2063.6881830000002	null	21.655266000000001	null	null	489.73320699999999	0.93690300000000004	2066.5382209999998	95.846438000000006	21.560929000000002	null	-802490.67010999995	489.73327799999998	0.93683499999999997	2066.5704270000001	95.83981	21.562756	null	-802490.67011299997
1362193	2025-03-30 21:56:05	95.846440000000001	95.388400000000004	-39.03389	-39.462470000000003	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.574070000000006	null	null	148.21279999999999	614	86.574070000000006	99.609380000000002	16.100000000000001	null	null	16.055816	148.31203199999999	591.60889299999997	88.717421999999999	99.916287999999994	5.2104100000000004	5.2104100000000004	0	0	0.72199999999999998	0.72599999999999998	1.45	1.762	0	0	88.031999999999996	88.132000000000005	99.855320000000006	99.855320000000006	96.903930000000003	1481.5360000000001	17	-7.8795250000000001	29.195599999999999	-39.462470000000003	-39.462470000000003	95.846440000000001	86.574070000000006	0	-3.3706520000000002	95.846440000000001	-39.03389	29.14995	58	null	95.858188999999996	29.14995	-38.983890000000002	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2068.28152	null	21.682735999999998	null	null	489.73355700000002	0.936975	2071.2259039999999	95.858188999999996	21.607188000000001	null	-802490.67053100001	489.73349000000002	0.93685399999999996	2071.2598979999998	95.846440000000001	21.610191	null	-802490.67034399998
1362194	2025-03-30 21:56:35	95.858189999999993	95.117679999999993	-38.983890000000002	-39.224780000000003	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.255780000000001	null	null	147.89789999999999	604	86.255780000000001	99.609380000000002	16.100000000000001	null	null	16.056284000000002	148.33663300000001	594.33616600000005	88.210930000000005	99.925775000000002	5.22668	5.22668	0	0	0.72299999999999998	0.72599999999999998	1.3999999999999999	1.7629999999999999	0	0	87.793000000000006	88.143000000000001	99.884249999999994	99.884249999999994	96.846059999999994	1478.444	17	-8.0098800000000008	29.195599999999999	-39.225279999999998	-39.225279999999998	95.858189999999993	86.255780000000001	0	-3.4687800000000002	95.858189999999993	-38.983890000000002	29.14995	58	null	95.891028000000006	29.14995	-38.933889999999998	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2071.1699600000002	null	21.774816000000001	null	null	489.73404699999998	0.93728	2074.1912579999998	95.891028000000006	21.630713	null	-802490.67132700002	489.73376999999999	0.93694299999999997	2074.2326079999998	95.858189999999993	21.638553999999999	null	-802490.67071400001
1362195	2025-03-30 21:57:05	95.891030000000001	95.521469999999994	-38.933889999999998	-39.093490000000003	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.342590000000001	null	null	147.99449999999999	605	86.342590000000001	99.609380000000002	16.100000000000001	null	null	16.057169999999999	148.37402499999999	597.15434700000003	88.103899999999996	99.937415999999999	5.2284709999999999	5.2284709999999999	0	0	0.72699999999999998	0.72599999999999998	1.5	1.7629999999999999	0	0	88.085999999999999	88.173000000000002	99.855320000000006	99.855320000000006	96.817130000000006	1479.1189999999999	17	-7.9834810000000003	29.195599999999999	-39.079529999999998	-39.079529999999998	95.891030000000001	86.342590000000001	0	-3.46563	95.891030000000001	-38.933889999999998	29.14995	58	null	95.928084999999996	29.14995	-38.883890000000001	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2074.265038	null	21.715171000000002	null	null	489.73435799999999	0.93762500000000004	2077.381007	95.928084999999996	21.655608000000001	null	-802490.67198300001	489.73430200000001	0.93724600000000002	2077.4238289999998	95.891030000000001	21.664422999999999	null	-802490.67154799995
1362196	2025-03-30 21:57:35	95.928089999999997	95.290279999999996	-38.883890000000001	-38.985399999999998	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.284719999999993	null	null	148.13489999999999	606	86.284719999999993	99.609380000000002	16.100000000000001	null	null	16.058243999999998	148.41984299999999	600.06343800000002	87.836277999999993	99.947884999999999	5.2312849999999997	5.2479880000000003	0	0	0.73299999999999998	0.72699999999999998	1.45	1.7649999999999999	0	0	87.861999999999995	88.203999999999994	99.884249999999994	99.884249999999994	96.846059999999994	1480.0989999999999	17	-8.0196699999999996	29.195599999999999	-38.993090000000002	-38.993090000000002	95.928089999999997	86.284719999999993	0	-3.4753810000000001	95.928089999999997	-38.883890000000001	29.14995	58	null	95.975689000000003	29.14995	-38.833889999999997	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2077.5362799999998	null	21.802185000000001	null	null	489.73508500000003	0.93807700000000005	2080.7435310000001	95.975689000000003	21.679901999999998	null	-802490.67316200002	489.73494599999998	0.93759000000000003	2080.7900330000002	95.928089999999997	21.691144000000001	null	-802490.67253600003
1362197	2025-03-30 21:58:05	95.97569	95.818280000000001	-38.833889999999997	-39.093850000000003	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.226849999999999	null	null	148.14410000000001	603	86.226849999999999	99.652789999999996	16.100000000000001	null	null	16.059498999999999	148.44464199999999	602.51798399999996	87.572829999999996	99.998921999999993	5.2182779999999998	5.2182779999999998	0	0	0.72599999999999998	0.72699999999999998	1.5	1.7649999999999999	0	0	88.405000000000001	88.25	99.855320000000006	99.855320000000006	96.96181	1480.8119999999999	17	-7.8616919999999997	29.195599999999999	-39.122280000000003	-39.122280000000003	95.97569	86.226849999999999	0	-3.4422290000000002	95.97569	-38.833889999999997	29.14995	58	null	96.025689999999997	29.14995	-38.78389	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2080.1456440000002	null	21.709278000000001	null	null	489.73573099999999	0.93855999999999995	2083.444649	96.025689999999997	21.696742	null	-802490.674291	489.73569900000001	0.93804799999999999	2083.49199	95.97569	21.708538999999998	null	-802490.67374799994
1362198	2025-03-30 21:58:35	96.025689999999997	95.74288	-38.78389	-38.966749999999998	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.197909999999993	null	null	148.4718	600	86.197909999999993	99.696179999999998	16.100000000000001	null	null	16.060953000000001	148.504818	604.79071099999999	87.331474	100.05929	5.2348869999999996	5.2348869999999996	0	0	0.72699999999999998	0.72799999999999998	1.45	1.766	0	0	88.340000000000003	88.293999999999997	99.855320000000006	99.884249999999994	96.846059999999994	1483.3589999999999	17	-8.0937699999999992	29.195599999999999	-38.975569999999998	-38.975569999999998	96.025689999999997	86.197909999999993	0	-3.4345300000000001	96.025689999999997	-38.78389	29.14995	58	null	96.075689999999994	29.14995	-38.733890000000002	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2082.9344339999998	null	21.755502	null	null	489.73657200000002	0.93904200000000004	2086.3177260000002	96.075689999999994	21.715354999999999	null	-802490.67561399995	489.73657200000002	0.93852999999999998	2086.3650680000001	96.025689999999997	21.727155	null	-802490.675101
1362199	2025-03-30 21:59:05	96.075689999999994	95.655609999999996	-38.733890000000002	-38.94679	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.197909999999993	null	null	148.17619999999999	600	86.197909999999993	99.826390000000004	16.100000000000001	null	null	16.062408999999999	148.53184899999999	606.33616600000005	87.143834999999996	100.20402799999999	5.2376139999999998	5.2376139999999998	0	0	0.72899999999999998	0.72799999999999998	1.45	1.7669999999999999	0	0	88.236000000000004	88.340000000000003	99.855320000000006	99.855320000000006	96.817130000000006	1480.7170000000001	17	-8.1341389999999993	29.195599999999999	-38.941989999999997	-38.941989999999997	96.075689999999994	86.197909999999993	0	-3.4997159999999998	96.075689999999994	-38.733890000000002	29.14995	58	null	96.125690000000006	29.14995	-38.683889999999998	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2084.6391509999999	null	21.793171999999998	null	null	489.73744599999998	0.93953399999999998	2088.1328520000002	96.125690000000006	21.722943000000001	null	-802490.67697999999	489.73744599999998	0.93902200000000002	2088.1801959999998	96.075689999999994	21.734741	null	-802490.67646800005
1362200	2025-03-30 21:59:36	96.125690000000006	95.244929999999997	-38.683889999999998	-39.147500000000001	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	85.648150000000001	null	null	148.29730000000001	578	85.648150000000001	99.913200000000003	16.100000000000001	null	null	16.063827	148.536564	604.88162	86.387101999999999	100.30369399999999	5.2569340000000002	5.2569340000000002	0	0	0.73399999999999999	0.72799999999999998	1.5	1.768	0	0	87.810000000000002	88.388999999999996	99.855320000000006	99.855320000000006	96.846059999999994	1481.7619999999999	17	-8.0426149999999996	29.195599999999999	-39.141260000000003	-39.141260000000003	96.125690000000006	85.648150000000001	0	-3.4530530000000002	96.125690000000006	-38.683889999999998	29.14995	58	null	96.175690000000003	29.14995	-38.633890000000001	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2083.156853	null	21.871576999999998	null	null	489.73829599999999	0.94006000000000001	2086.7253500000002	96.175690000000003	21.697015	null	-802490.67835599999	489.73829599999999	0.93954800000000005	2086.772696	96.125690000000006	21.708793	null	-802490.67784400005
1362201	2025-03-30 22:00:06	96.175690000000003	96.231849999999994	-38.633890000000001	-38.501690000000004	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	85.387730000000005	null	null	148.18690000000001	584	85.387730000000005	100	16.100000000000001	null	null	16.065234	148.54813999999999	603.60889299999997	85.881737999999999	100.399062	5.2308700000000004	5.2308700000000004	0	0	0.72599999999999998	0.72899999999999998	1.5	1.772	0	0	88.846999999999994	88.427999999999997	99.884249999999994	99.884249999999994	96.846059999999994	1480.6659999999999	17	-8.1495759999999997	29.195599999999999	-38.502989999999997	-38.502989999999997	96.175690000000003	85.387730000000005	0	-3.3583159999999999	96.175690000000003	-38.633890000000001	29.14995	58	null	96.22569	29.14995	-38.583889999999997	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2081.943804	null	21.634664999999998	null	null	489.73914100000002	0.94058299999999995	2085.5681049999998	96.22569	21.673714	null	-802490.67972400005	489.73914000000002	0.94007099999999999	2085.6154510000001	96.175690000000003	21.685473999999999	null	-802490.67921199999
1362202	2025-03-30 22:00:36	96.22569	96.233810000000005	-38.583889999999997	-38.438209999999998	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	85.763890000000004	null	null	147.77539999999999	583	85.763890000000004	100.04340000000001	16.100000000000001	null	null	16.066541999999998	148.50520399999999	600.69980199999998	86.017283000000006	100.449349	5.2488140000000003	5.2488140000000003	0	0	0.72799999999999998	0.72899999999999998	1.6499999999999999	1.7729999999999999	0	0	88.616	88.474000000000004	99.884249999999994	99.884249999999994	96.846059999999994	1476.752	17	-8.0115809999999996	29.195599999999999	-38.444710000000001	-38.444710000000001	96.22569	85.763890000000004	0	-3.408817	96.22569	-38.583889999999997	29.14995	58	null	96.275689999999997	29.14995	-38.53389	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2078.5529329999999	null	21.598987999999999	null	null	489.73992500000003	0.94112899999999999	2082.230665	96.275689999999997	21.627793	null	-802490.68105500005	489.73992500000003	0.94061700000000004	2082.2780120000002	96.22569	21.639523000000001	null	-802490.68054299999
1362203	2025-03-30 22:01:06	96.275689999999997	96.236540000000005	-38.53389	-38.461469999999998	29.14995	29.195599999999999	58	58.046999999999997	null	null	null	null	null	86.140050000000002	null	null	147.6174	585	86.140050000000002	100.1302	16.100000000000001	null	null	16.06776	148.457413	596.60889299999997	86.159062000000006	100.541296	5.248335	5.248335	0	0	0.73299999999999998	0.72999999999999998	1.7	1.774	0	0	88.554000000000002	88.522999999999996	99.884249999999994	99.884249999999994	96.817130000000006	1474.7660000000001	17	-8.1367720000000006	29.195599999999999	-38.472580000000001	-38.472580000000001	96.275689999999997	86.140050000000002	0	-3.5584899999999999	96.275689999999997	-38.53389	29.14995	58	null	96.325689999999994	29.14995	-38.483890000000002	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2073.9080509999999	null	21.55011	null	null	489.740656	0.94168799999999997	2077.6629619999999	96.325689999999994	21.569147000000001	null	-802490.68234399997	489.740656	0.94117600000000001	2077.7103099999999	96.275689999999997	21.580840999999999	null	-802490.68183200003
1362204	2025-03-30 22:01:36	96.325689999999994	96.658910000000006	-38.483890000000002	-38.354979999999998	29.14995	29.195599999999999	58	58.087159999999997	null	null	null	null	null	86.197909999999993	null	null	147.59010000000001	584	86.197909999999993	100.2604	16.100000000000001	null	null	16.068936999999998	148.41104000000001	593.88162	86.309771999999995	100.685338	5.2518989999999999	5.2522060000000002	0	0	0.73699999999999999	0.72999999999999998	1.8999999999999999	1.77	0	0	88.790999999999997	88.573999999999998	99.884249999999994	99.884249999999994	96.817130000000006	1474.9110000000001	17	-8.0018100000000008	29.195599999999999	-38.360419999999998	-38.360419999999998	96.325689999999994	86.197909999999993	0	-3.5578759999999998	96.325689999999994	-38.483890000000002	29.14995	58	null	96.375690000000006	29.14995	-38.433889999999998	58	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null	2070.6160110000001	null	21.421885	null	null	489.74136199999998	0.94223199999999996	2074.473043	96.375690000000006	21.524857999999998	null	-802490.68359399994	489.74136199999998	0.94172	2074.5203929999998	96.325689999999994	21.536522999999999	null	-802490.68308300001
