10359126	2025-03-31 04:11:25	1	1	1	0.5	1	1	-10000181.535235001	-10000181.535235001	15.095503000000001	15.095503000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.819504000000002	37.819504000000002	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.544995	87.544995	-0.0011479999999999999	-0.0011479999999999999	1039.78955078125	1036.802956	1036.802956	12.410469055175779	12.20223	12.20223	26.956531524658203	26.857382000000001	26.857382000000001	0.13300899999999999	0.13300899999999999	4.8807220458984375	4.8579350000000003	4.8579350000000003	0.11414100000000001	0.11414100000000001	81	81.159706999999997	81.159706999999997	0.50079899999999999	0.50079899999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.54725	11.54725	12	12	0	0	0	0	7.9894949999999998	7.9894949999999998	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.536745	181.536745	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.71548461914065	7.6630973815917969	35	500.03750610351563	99.281890869140625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359127	2025-03-31 04:11:55	1	1	0	0.5	1	1	-10000181.514482999	-10000181.514482999	15.045588	15.045622	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.819504000000002	37.81879	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.528773999999999	87.529570000000007	-0.016220999999999999	-0.015424999999999999	1032.88916015625	1029.85446	1029.85446	12.12635326385498	11.912492	11.917488000000001	27.047805786132813	26.946214000000001	26.946214000000001	0.14744499999999999	0.14744499999999999	5.0079479217529297	4.9778370000000001	4.9778079999999996	0.141296	0.14129	81	81.159870999999995	81.159870999999995	0.50079899999999999	0.50079899999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.519456	11.519456	12	12	0	0	0	0	7.9965310000000001	7.9965310000000001	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.51598799999999	181.51598799999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	146.14669799804688	7.6913633346557617	35	500.03750610351563	99.293670654296875	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359128	2025-03-31 04:12:25	1	1	1	0.5	1	1	-10000181.55813	-10000181.55813	15.151801000000001	15.151801000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.81879	37.81879	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.536375000000007	87.535579999999996	0.0068050000000000003	0.0060099999999999997	1047.8760986328125	1044.849375	1044.849375	12.528354644775392	12.319502999999999	12.319502999999999	26.841699600219727	26.740164	26.740164	0.076941999999999997	0.076941999999999997	4.9311385154724121	4.9000069999999996	4.9000069999999996	0.037567999999999997	0.037567999999999997	81	81.160606000000001	81.160606000000001	0.500803	0.500803	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.579435999999999	11.579435999999999	12	12	0	0	0	0	7.9802090000000003	7.9802090000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.55964499999999	181.55964499999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	144.4932861328125	7.6788792610168466	35	500.09640502929688	99.287780761718764	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359129	2025-03-31 04:12:55	1	1	0	0.5	1	1	-10000181.337370001	-10000181.337370001	14.73474	14.73474	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.81879	37.81879	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.514238000000006	87.514238000000006	-0.021342	-0.021342	987.76519775390625	984.701457	984.701457	12.198738098144531	11.989490999999999	11.989490999999999	27.144969940185547	27.041891	27.041891	0.010829999999999999	0.010829999999999999	4.8521890640258789	4.8651939999999998	4.8651939999999998	-0.00048799999999999999	-0.00048799999999999999	81	81.161586	81.161586	0.50080800000000003	0.50080800000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.338844	11.338844	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.33884399999999	181.33884399999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.52680969238281	7.717980384826661	35	500.09640502929688	99.293670654296875	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359130	2025-03-31 04:13:25	1	1	1	0.5	1	1	-10000181.504763	-10000181.504763	15.027281	15.027315	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.81879	37.818075999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.532342	87.533136999999996	0.018103999999999999	0.0189	1030.309326171875	1027.20489	1027.20489	12.121909141540527	11.907360000000001	11.912355	27.061546325683594	26.957273000000001	26.957273000000001	0.0080000000000000002	0.0080000000000000002	4.8314638137817383	4.8435870000000003	4.8436009999999996	0.015382	0.015384999999999999	81	81.162974000000006	81.162974000000006	0.50081500000000001	0.50081500000000001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.508858	11.508858	12	12	0	0	0	0	7.9974080000000001	7.9974080000000001	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.50626500000001	181.50626500000001	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	144.29093933105469	7.683354377746582	35	500.09640502929688	99.279922485351563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359131	2025-03-31 04:13:55	1	1	0	0.5	1	1	-10000181.391566999	-10000181.391566999	14.828619	14.828652999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.818077000000002	37.817363	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.503021000000004	87.503022000000001	-0.030117000000000001	-0.030116	1001.3931274414064	998.25300900000002	998.25300900000002	12.266120910644531	12.051264	12.056259000000001	27.457073211669918	27.351600999999999	27.351600999999999	0.121478	0.121478	5.1612324714660645	5.1719799999999996	5.1719939999999998	0.11161799999999999	0.111621	81	81.164607000000004	81.164607000000004	0.50082300000000002	0.50082300000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.393050000000001	11.393050000000001	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.39304999999999	181.39304999999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	144.59286499023438	7.7370600700378418	35	500.1258544921875	99.283851623535156	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359132	2025-03-31 04:14:25	1	1	1	0.5	1	1	-10000181.394966001	-10000181.394966001	14.834125999999999	14.834125999999999	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.817363999999998	37.817363999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.506879999999995	87.506084999999999	0.0038579999999999999	0.0030630000000000002	1002.267822265625	999.10296200000005	999.10296200000005	12.209945678710938	11.999969999999999	11.999969999999999	27.53166389465332	27.425747999999999	27.425747999999999	0.27343000000000001	0.27343000000000001	4.9312219619750977	4.9093669999999996	4.9093669999999996	0.0024759999999999999	0.0024759999999999999	81	81.166484999999994	81.166484999999994	0.50083200000000005	0.50083200000000005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.39645	11.39645	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.39644999999999	181.39644999999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	144.16598510742188	7.7299933433532724	35	500.1258544921875	99.285812377929702	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359133	2025-03-31 04:14:55	1	1	0	0.5	1	1	-10000181.462063	-10000181.462063	14.965271	14.965271	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.817363999999998	37.817363999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.496953000000005	87.496953000000005	-0.0091319999999999995	-0.0091319999999999995	1020.7325439453124	1017.535541	1017.535541	12.794992446899414	12.584728999999999	12.584728999999999	27.013454437255859	26.906421000000002	26.906421000000002	0.17071	0.17071	4.9176783561706543	4.8908189999999996	4.8908189999999996	0.080982999999999999	0.080982999999999999	81	81.168443999999994	81.168443999999994	0.50084200000000001	0.50084200000000001	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.470179999999999	11.470179999999999	12	12	0	0	0	0	7.993379	7.993379	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.46356	181.46356	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	144.16366577148438	7.7467179298400879	35	500.1258544921875	99.283851623535156	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359134	2025-03-31 04:15:25	1	1	1	0.5	1	1	-10000181.505147001	-10000181.505147001	15.034539000000001	15.034539000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.817363999999998	37.817363999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.499007000000006	87.499007000000006	0.0020539999999999998	0.0020539999999999998	1031.0634765625	1027.837939	1027.837939	12.537261009216309	12.326795000000001	12.326795000000001	27.037990570068359	26.930167999999998	26.930167999999998	0.16864799999999999	0.16864799999999999	4.7100973129272461	4.6761600000000003	4.6761600000000003	0.030283999999999998	0.030283999999999998	81	81.170648	81.170648	0.50085299999999999	0.50085299999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.51139	11.51139	12	12	0	0	0	0	7.99526	7.99526	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.50665000000001	181.50665000000001	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	146.76515197753906	7.7429485321044931	35	500.1552734375	99.293670654296875	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359135	2025-03-31 04:15:55	1	1	0	0.5	1	1	-10000181.496018	-10000181.496018	15.010996	15.01103	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.817363999999998	37.816650000000003	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.493961999999996	87.494759000000002	-0.005045	-0.0042490000000000002	1027.591064453125	1024.3702929999999	1024.3702929999999	12.596139907836914	12.380474	12.385467999999999	27.241153717041016	27.132528000000001	27.132528000000001	0.30590499999999998	0.30590499999999998	4.8422842025756836	4.8576949999999997	4.8577089999999998	0.030204999999999999	0.030207999999999999	81	81.172852000000006	81.172852000000006	0.50086399999999998	0.50086399999999998	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.497519	11.497519	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.49751900000001	181.49751900000001	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	144.02507019042969	7.7507214546203613	35	500.18475341796869	99.291702270507813	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359136	2025-03-31 04:16:25	1	1	1	0.5	1	1	-10000181.430125	-10000181.430125	14.913538000000001	14.913572	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.816650000000003	37.815936000000001	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.509134000000003	87.509134000000003	0.014375000000000001	0.014376	1013.7973022460938	1010.6025529999999	1010.6025529999999	12.231369972229004	12.015819	12.020813	26.961437225341797	26.853256999999999	26.853256999999999	0.13819699999999999	0.13819699999999999	5.3510932922363281	5.3537889999999999	5.3538030000000001	0.097350000000000006	0.097352999999999995	81	81.174972999999994	81.174972999999994	0.50087499999999996	0.50087499999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.442448000000001	11.442448000000001	12	12	0	0	0	0	7.9891680000000003	7.9891680000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.43161599999999	181.43161599999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	144.09036254882813	7.7229270935058594	35	500.21417236328131	99.279922485351563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359137	2025-03-31 04:16:55	1	1	0	0.5	1	1	-10000181.522033	-10000181.522033	15.054576000000001	15.054576000000001	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.815936999999998	37.815936999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.492277999999999	87.491482000000005	-0.016857	-0.017652000000000001	1034.054931640625	1030.8749989999999	1030.8749989999999	12.406069755554199	12.195342999999999	12.195342999999999	27.293170928955082	27.184332000000001	27.184332000000001	0.174759	0.174759	5.007603645324707	4.9950359999999998	4.9950359999999998	0.0072179999999999996	0.0072179999999999996	81	81.177094999999994	81.177094999999994	0.50088500000000002	0.50088500000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.523538	11.523538	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.523538	181.523538	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.73373413085938	7.7537841796875	35	500.27310180664063	99.281890869140625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359138	2025-03-31 04:17:25	1	1	1	0.5	1	1	-10000181.427278001	-10000181.427278001	14.907926	14.907926	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.815936999999998	37.815936999999998	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.467541999999995	87.467541999999995	-0.023941	-0.023941	1012.943603515625	1009.767062	1009.767062	12.248557090759276	12.037585	12.037585	26.969289779663089	26.859494999999999	26.859494999999999	-0.056106999999999997	-0.056106999999999997	5.1068630218505859	5.0828410000000002	5.0828410000000002	0.010924	0.010924	81	81.179541999999998	81.179541999999998	0.50089799999999995	0.50089799999999995	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.439106000000001	11.439106000000001	12	12	0	0	0	0	7.989662	7.989662	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.42876799999999	181.42876799999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.49508666992188	7.7975955009460449	35	500.36138916015625	99.291702270507813	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359139	2025-03-31 04:17:55	1	1	0	0.5	1	1	-10000181.396988001	-10000181.396988001	14.840624	14.840657999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.815936999999998	37.815223000000003	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.475610000000003	87.476405999999997	0.0080680000000000005	0.0088640000000000004	1002.7796020507813	999.60864100000003	999.60864100000003	12.652673721313477	12.436500000000001	12.441492999999999	27.221523284912109	27.110917000000001	27.110917000000001	-0.105846	-0.105846	5.0481281280517578	5.0295449999999997	5.0295589999999999	0.016744999999999999	0.016747999999999999	81	81.182479000000001	81.182479000000001	0.50091200000000002	0.50091200000000002	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.398472999999999	11.398472999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.398473	181.398473	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.81008911132813	7.7813429832458496	35	500.44973754882818	99.285812377929702	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359140	2025-03-31 04:18:25	1	1	1	0.5	1	1	-10000181.641501	-10000181.641501	15.263339999999999	15.263339999999999	145.009872	145.009872	1	0	1	0	145.009872	145.009872	37.815224000000001	37.815224000000001	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.477425999999994	87.476630999999998	0.0010200000000000001	0.00022499999999999999	1064.183349609375	1061.0024530000001	1061.0024530000001	12.551928520202637	12.340664	12.340664	27.088045120239254	26.977111000000001	26.977111000000001	-0.190638	-0.190638	4.745661735534668	4.7405530000000002	4.7405530000000002	-0.040222000000000001	-0.040222000000000001	81	81.185578000000007	81.185578000000007	0.50092800000000004	0.50092800000000004	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.644049000000001	11.644049000000001	12	12	0	0	0	0	7.9989790000000003	7.9989790000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.64302799999999	181.64302799999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.44839477539065	7.7794589996337891	35	500.50860595703131	99.277969360351563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359141	2025-03-31 04:18:55	1	1	0	0.5	1	1	-10000181.499582	-10000181.499582	15.018303	15.018337000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.815224000000001	37.814509999999999	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.462698000000003	87.463494999999995	-0.013932999999999999	-0.013136	1028.934326171875	1025.6595870000001	1025.6595870000001	12.367839813232422	12.150734999999999	12.155728	27.08411979675293	26.969888999999998	26.969888999999998	-0.25342300000000001	-0.25342300000000001	4.9805412292480469	4.9762130000000004	4.9761839999999999	-0.033804000000000001	-0.033808999999999999	81	81.189248000000006	81.189248000000006	0.500946	0.500946	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.502677	11.502677	12	12	0	0	0	0	7.9984070000000003	7.9984070000000003	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.50108399999999	181.50108399999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.4112548828125	7.8034844398498526	35	500.59695434570313	99.274032592773438	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359142	2025-03-31 04:19:25	1	1	1	0.5	1	1	-10000181.399581	-10000181.399581	14.843861	14.843895	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.814509999999999	37.813796000000004	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.483271000000002	87.483271000000002	0.019775999999999998	0.019776999999999999	1004.0927124023438	1000.765134	1000.765134	11.96695041656494	11.749428	11.754421000000001	27.080194473266602	26.964337	26.964337	-0.30660300000000001	-0.30660300000000001	4.9432539939880371	4.9460100000000002	4.9459809999999997	0.045281000000000002	0.045275999999999997	81	81.193324000000004	81.193324000000004	0.50096700000000005	0.50096700000000005	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.403098999999999	11.403098999999999	12	12	0	0	0	0	7.997967	7.997967	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.40106599999999	181.40106599999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.94581604003906	7.765796661376954	35	500.68524169921869	99.2760009765625	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359143	2025-03-31 04:19:55	1	1	0	0.5	1	1	-10000181.254655	-10000181.254655	14.593685000000001	14.593685000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.813797000000001	37.813797000000001	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.479274000000004	87.478478999999993	-0.0039969999999999997	-0.0047920000000000003	967.40197753906239	964.01920500000006	964.01920500000006	12.430429458618164	12.217319	12.217319	27.282373428344727	27.164256999999999	27.164256999999999	-0.17416000000000001	-0.17416000000000001	4.9116792678833008	4.9227530000000002	4.9227530000000002	0.08813	0.08813	81	81.197562000000005	81.197562000000005	0.50098799999999999	0.50098799999999999	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.256114	11.256114	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.256114	181.256114	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	143.94328308105469	7.7730989456176749	35	500.744140625	99.291702270507813	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359144	2025-03-31 04:20:25	1	1	1	0.5	1	1	-10000181.479242999	-10000181.479242999	14.980142000000001	14.980142000000001	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.813797000000001	37.813797000000001	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.508306000000005	87.508306000000005	0.029826999999999999	0.029826999999999999	1023.537841796875	1020.175809	1020.175809	12.313887596130373	12.100842	12.100842	27.355001449584961	27.237134000000001	27.237134000000001	-0.102077	-0.102077	4.6472992897033691	4.6539109999999999	4.6539109999999999	0.026998999999999999	0.026998999999999999	81	81.201961999999995	81.201961999999995	0.50100999999999996	0.50100999999999996	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.480741999999999	11.480741999999999	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.48074199999999	181.48074199999999	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.8575439453125	7.718451976776123	35	500.83248901367182	99.277969360351563	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
10359145	2025-03-31 04:20:55	1	1	0	0.5	1	1	-10000181.450732	-10000181.450732	14.932185	14.932185	145.009872	145.009872	1	0	0	0	145.009872	145.009872	37.813797000000001	37.813797000000001	885	885	1139.9918210000001	1139.9918210000001	190	190	87.620002999999997	88	87.514847000000003	87.514847000000003	0.0065409999999999999	0.0065409999999999999	1016.4039306640624	1013.046811	1013.046811	12.488832473754885	12.275677999999999	12.275677999999999	27.132211685180664	27.013922999999998	27.013922999999998	-0.039708	-0.039708	4.7990002632141113	4.8101510000000003	4.8101510000000003	0.075857999999999995	0.075857999999999995	81	81.206442999999993	81.206442999999993	0.50103200000000003	0.50103200000000003	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	10	10	4	4	6	6	11.452225	11.452225	12	12	0	0	0	0	8	8	8	8	8	8	8	8	8	8	8	8	0	0	100	100	181.452225	181.452225	4.2447729110717773	3.0107632693999871e-20	3.4598090648651123	1.9632972478866575	90.332122802734375	145.37835693359375	7.7064385414123535	35	500.95025634765625	99.285812377929702	148	35.5	950	1230	180	138	880	1140	166	38.5	960	1250	190	145	885	1160	-1.25	1.25	1150	1330	1350	1175	1150	1025	8	15	28.5	32	27	30	33	29	31	27	2	7
